Start,1992
End,2012
Frequency,Y
Name,AVI - TOT RETURN IND
Code,936978(RI)
CURRENCY,R
1992,278.91
1993,351.36
1994,450.62
1995,569.75
1996,633.11
1997,495.36
1998,214.82
1999,177.82
2000,405.57
2001,543.71
2002,854.17
2003,1120.19
2004,1339.9
2005,1853.9
2006,2432.21
2007,3201.58
2008,3529.74
2009,3903.12
2010,4065.87
2011,6025.31
2012,8392.88
