Start,1992
End,2012
Frequency,Y
Name,METROFILE - TOT RETURN IND
Code,362603(RI)
CURRENCY,R
1992,NA
1993,NA
1994,NA
1995,NA
1996,172
1997,540.8
1998,844.22
1999,1021.74
2000,1242.6
2001,402.5
2002,493.32
2003,119.72
2004,2.48
2005,4.54
2006,38.81
2007,96.43
2008,108.95
2009,65.52
2010,99.38
2011,158.27
2012,218.11
