Start,1992
End,2012
Frequency,Y
Name,ASSORE - TOT RETURN IND
Code,936980(RI)
CURRENCY,R
1992,111.15
1993,123.1
1994,104.48
1995,207.17
1996,166.24
1997,196.48
1998,159.72
1999,178.09
2000,431.57
2001,476.35
2002,593.54
2003,1145.04
2004,907.51
2005,1068.75
2006,2214.25
2007,2327.49
2008,6691.33
2009,7518.72
2010,11381.65
2011,15736.66
2012,17772.2
