Start,1992
End,2012
Frequency,Y
Name,AECI - TOT RETURN IND
Code,930060(RI)
CURRENCY,R
1992,889.75
1993,601
1994,1958.33
1995,3356.12
1996,2593.73
1997,3168.06
1998,1919.68
1999,990.66
2000,2287.64
2001,2533.59
2002,3504.3
2003,5431.66
2004,7577.22
2005,9028.29
2006,12680.14
2007,16856.84
2008,20078.41
2009,13450.77
2010,16927.24
2011,22967.6
2012,23638.15
