Start,1992
End,2012
Frequency,Y
Name,REX TRUF.CLOTH. - TOT RETURN IND
Code,950584(RI)
CURRENCY,R
1992,662.63
1993,339.12
1994,792.46
1995,1524.54
1996,2036.84
1997,2222.76
1998,1700.28
1999,1292.56
2000,2905.47
2001,1114.43
2002,1242.18
2003,1717.13
2004,1754.88
2005,2137.36
2006,3499.63
2007,3572.54
2008,4855.63
2009,5346.36
2010,4150.11
2011,6308.17
2012,10047.19
