Start,1992
End,2012
Frequency,Y
Name,IMPERIAL - TOT RETURN IND
Code,152181(RI)
CURRENCY,R
1992,302.89
1993,497.97
1994,1000.48
1995,1609.6
1996,2727.45
1997,2977.56
1998,3827.65
1999,2567.05
2000,4798.96
2001,4346.28
2002,4182.86
2003,4250
2004,5438.66
2005,8971.56
2006,12351.41
2007,14878.16
2008,9856.42
2009,7687.43
2010,11776.77
2011,17789.42
2012,17793.66
