Start,1992
End,2012
Frequency,Y
Name,LONMIN (JSE) - TOT RETURN IND
Code,981887(RI)
CURRENCY,R
1992,66.18
1993,40.76
1994,66.06
1995,79.61
1996,87.84
1997,88.25
1998,69.59
1999,96.83
2000,195.23
2001,347.28
2002,585.85
2003,471.92
2004,539.76
2005,425.71
2006,793.74
2007,1883.56
2008,1913.77
2009,617.38
2010,1177.59
2011,1045.62
2012,622.42
