Start,1992
End,2012
Frequency,Y
Name,AFROCENTRIC INV. - TOT RETURN IND
Code,152288(RI)
CURRENCY,R
1992,332.11
1993,398.07
1994,229.18
1995,432.9
1996,269.54
1997,386.22
1998,300.12
1999,150.06
2000,116.71
2001,45.57
2002,51.13
2003,166.73
2004,122.27
2005,127.83
2006,437.89
2007,1732.48
2008,1179.96
2009,842.83
2010,838.14
2011,749.18
2012,1056.06
