Start,1992
End,2012
Frequency,Y
Name,CONTROL INSTRUMENTS GP. - TOT RETURN IND
Code,315836(RI)
CURRENCY,R
1992,78.57
1993,89.29
1994,439.29
1995,725.29
1996,1146.31
1997,1357.23
1998,362.73
1999,322.43
2000,342.37
2001,488.81
2002,239.88
2003,439.86
2004,798.62
2005,1501.19
2006,2686.72
2007,2973.48
2008,2422.79
2009,711.78
2010,1101.56
2011,1271.03
2012,830.41
