Start,1992
End,2012
Frequency,Y
Name,NU WORLD - TOT RETURN IND
Code,361465(RI)
CURRENCY,R
1992,304.33
1993,479.32
1994,2112.95
1995,4513.57
1996,9468.07
1997,15589.81
1998,24250.82
1999,12964.96
2000,15367.55
2001,9457.84
2002,10124.05
2003,11553.14
2004,18582.48
2005,34962.1
2006,32353.63
2007,35484.62
2008,29379.23
2009,17032.3
2010,20666.61
2011,36573.82
2012,20360.14
