Start,1992
End,2012
Frequency,Y
Name,JD GROUP - TOT RETURN IND
Code,317454(RI)
CURRENCY,R
1992,159.4
1993,147.82
1994,361.29
1995,649.7
1996,1099.59
1997,1025.99
1998,1421.72
1999,1267.12
2000,2627.82
2001,1999.72
2002,1336.53
2003,1085.74
2004,2306.11
2005,3910.85
2006,4644.58
2007,5077.47
2008,3393.21
2009,2580.48
2010,3523.23
2011,4301.51
2012,3714.5
