Start,1992
End,2012
Frequency,Y
Name,FOUNTAINHEAD PR.TST. - TOT RETURN IND
Code,966739(RI)
CURRENCY,R
1992,197.72
1993,333.03
1994,693.16
1995,1471.43
1996,1676.72
1997,1391.67
1998,1599.29
1999,1529.17
2000,2297.34
2001,3215.5
2002,3348.5
2003,4156.16
2004,5812.09
2005,8797.08
2006,12481.34
2007,14883.25
2008,17440.23
2009,16178.42
2010,19474.52
2011,23427.03
2012,25218.81
