Start,1992
End,2012
Frequency,Y
Name,NASPERS - TOT RETURN IND
Code,152214(RI)
CURRENCY,R
1992,NA
1993,NA
1994,NA
1995,NA
1996,NA
1997,113.5
1998,105.39
1999,60.9
2000,149.23
2001,82.27
2002,53.22
2003,64.59
2004,114.8
2005,209.15
2006,316.58
2007,473.68
2008,466.18
2009,482.92
2010,878.61
2011,1153.63
2012,1050.33
