Start,1992
End,2012
Frequency,Y
Name,BASIL READ - TOT RETURN IND
Code,152154(RI)
CURRENCY,R
1992,83.71
1993,35.37
1994,61.9
1995,83.73
1996,93.78
1997,135.32
1998,241.16
1999,193.09
2000,284.42
2001,41.56
2002,74.49
2003,137.21
2004,114.47
2005,138.14
2006,460.46
2007,1843.5
2008,4894.36
2009,2227.48
2010,2050.06
2011,2016.12
2012,2350.3
