Start,1992
End,2012
Frequency,Y
Name,SANTAM - TOT RETURN IND
Code,981797(RI)
CURRENCY,R
1992,190.63
1993,357.03
1994,548.17
1995,667.2
1996,1514.95
1997,1783.6
1998,2067.38
1999,1085.98
2000,1857.48
2001,2031.78
2002,2406.65
2003,2230.09
2004,3738.97
2005,5426.53
2006,7454.64
2007,9111.47
2008,13647.01
2009,10901.07
2010,15749.79
2011,20762.38
2012,23487.92
