Start,1992
End,2012
Frequency,Y
Name,DRD GOLD - TOT RETURN IND
Code,950511(RI)
CURRENCY,R
1992,696.12
1993,381.69
1994,1763.03
1995,1563.1
1996,1145.06
1997,1235.94
1998,254.46
1999,610.7
2000,376.23
2001,218.11
2002,614.33
2003,1192.32
2004,748.83
2005,298.08
2006,341.97
2007,236.07
2008,198.57
2009,207.88
2010,191.13
2011,129.52
2012,180.95
