Start,1992
End,2012
Frequency,Y
Name,SPAR GROUP - TOT RETURN IND
Code,29659T(RI)
CURRENCY,R
1992,NA
1993,NA
1994,NA
1995,NA
1996,NA
1997,NA
1998,NA
1999,NA
2000,NA
2001,NA
2002,NA
2003,NA
2004,NA
2005,107.85
2006,160.4
2007,230.8
2008,333.2
2009,330.67
2010,433.95
2011,622.97
2012,717.04
