Start,1992
End,2012
Frequency,Y
Name,LABAT AFRICA - TOT RETURN IND
Code,315391(RI)
CURRENCY,R
1992,NA
1993,80
1994,128
1995,208
1996,184
1997,313.6
1998,400
1999,720
2000,326.4
2001,147.2
2002,192
2003,352
2004,234.89
2005,167.78
2006,107.38
2007,147.64
2008,140.93
2009,51.11
2010,102.23
2011,1141.52
2012,511.13
