Start,1992
End,2012
Frequency,Y
Name,TONGAAT-HULETT - TOT RETURN IND
Code,922850(RI)
CURRENCY,R
1992,2081.13
1993,1892.33
1994,3269.12
1995,6650.28
1996,8517.5
1997,8000.02
1998,8972.14
1999,5991.73
2000,8258.86
2001,6437.33
2002,9553.73
2003,8775.48
2004,6653.9
2005,11055.13
2006,17330.36
2007,25090.75
2008,27051.82
2009,20070.37
2010,32240.23
2011,36113.46
2012,34327.68
