Start,1992
End,2012
Frequency,Y
Name,ALLIED TECHNOLOGIES - TOT RETURN IND
Code,981725(RI)
CURRENCY,R
1992,125.75
1993,190.11
1994,130.11
1995,135.69
1996,144.17
1997,70.91
1998,206.32
1999,189.89
2000,219.29
2001,393.5
2002,407.15
2003,467.08
2004,640.95
2005,999.95
2006,1119.15
2007,1463.08
2008,1660.84
2009,1368.44
2010,2021.9
2011,1899.73
2012,1621.43
