Start,1992
End,2012
Frequency,Y
Name,RMB - TOT RETURN IND
Code,316683(RI)
CURRENCY,R
1992,NA
1993,113.95
1994,218.25
1995,356.83
1996,461.58
1997,696.59
1998,1379.66
1999,1002.74
2000,1418.17
2001,1310.23
2002,1282.52
2003,1230.18
2004,1649.35
2005,2919.12
2006,3996.67
2007,4972.25
2008,4594.3
2009,4242.67
2010,5102.93
2011,6903.57
2012,7833.56
