Start,1992
End,2012
Frequency,Y
Name,STANDARD BK.GP. - TOT RETURN IND
Code,950918(RI)
CURRENCY,R
1992,167.74
1993,248.67
1994,373.83
1995,421.36
1996,634.46
1997,681.04
1998,810.03
1999,696.34
2000,1019.77
2001,1248.98
2002,1316.83
2003,1317.62
2004,1789.31
2005,3076.95
2006,3710.63
2007,4798.6
2008,5257.98
2009,4817.96
2010,6159.45
2011,6847.61
2012,6414.27
