Start,1992
End,2012
Frequency,Y
Name,BARCLAYS AFRICA GROUP - TOT RETURN IND
Code,314909(RI)
CURRENCY,R
1992,106.85
1993,92.08
1994,99.57
1995,142.28
1996,257.24
1997,309.5
1998,370.56
1999,380.38
2000,389.04
2001,410.08
2002,520.63
2003,486.77
2004,677.06
2005,1278.11
2006,1748.76
2007,2238.71
2008,2061.79
2009,2125.95
2010,2673.59
2011,3055.68
2012,3158.39
