Start,1992
End,2012
Frequency,Y
Name,TRANSPACO - TOT RETURN IND
Code,152281(RI)
CURRENCY,R
1992,143.59
1993,100.42
1994,196.38
1995,178.53
1996,580.22
1997,981.91
1998,2767.19
1999,1627.27
2000,2367.26
2001,1406.35
2002,495.19
2003,1881.73
2004,4159.62
2005,5974.82
2006,5766.14
2007,7274.46
2008,9008.52
2009,6483.95
2010,11167.78
2011,17702.34
2012,25733.35
