Name,,12/31/2000,01/31/2001,02/28/2001,03/30/2001,04/30/2001,05/31/2001,06/29/2001,07/31/2001,08/31/2001,09/28/2001,10/31/2001,11/30/2001,12/31/2001,01/31/2002,02/28/2002,03/29/2002,04/30/2002,05/31/2002,06/28/2002,07/31/2002,08/30/2002,09/30/2002,10/31/2002,11/29/2002,12/31/2002,01/31/2003,02/28/2003,03/31/2003,04/30/2003,05/30/2003,06/30/2003,07/31/2003,08/29/2003,09/30/2003,10/31/2003,11/28/2003,12/31/2003,01/30/2004,02/27/2004,03/31/2004,04/30/2004,05/31/2004,06/30/2004,07/30/2004,08/31/2004,09/30/2004,10/29/2004,11/30/2004,12/31/2004,01/31/2005,02/28/2005,03/31/2005,04/29/2005,05/31/2005,06/30/2005,07/29/2005,08/31/2005,09/30/2005,10/31/2005,11/30/2005,12/30/2005,01/31/2006,02/28/2006,03/31/2006,04/28/2006,05/31/2006,06/30/2006,07/31/2006,08/31/2006,09/29/2006,10/31/2006,11/30/2006,12/29/2006,01/31/2007,02/28/2007,03/30/2007,04/30/2007,05/31/2007,06/29/2007,07/31/2007,08/31/2007,09/28/2007,10/31/2007,11/30/2007,12/31/2007,01/31/2008,02/29/2008,03/31/2008,04/30/2008,05/30/2008,06/30/2008,07/31/2008,08/29/2008,09/30/2008,10/31/2008,11/28/2008,12/31/2008,01/30/2009,02/27/2009,03/31/2009,04/30/2009,05/29/2009,06/30/2009,07/31/2009,08/31/2009,09/30/2009,10/30/2009,11/30/2009,12/31/2009,01/29/2010,02/26/2010,03/31/2010,04/30/2010,05/31/2010,06/30/2010,07/30/2010,08/31/2010,09/30/2010,10/29/2010,11/30/2010,12/31/2010,01/31/2011,02/28/2011,03/31/2011,04/29/2011,05/31/2011,06/30/2011,07/29/2011,08/31/2011,09/30/2011,10/31/2011,11/30/2011,12/30/2011,01/31/2012,02/29/2012,03/30/2012,04/30/2012,05/31/2012,06/29/2012,07/31/2012,08/31/2012,09/28/2012,10/31/2012,11/30/2012,12/31/2012,01/31/2013,02/28/2013,03/29/2013,04/30/2013,05/31/2013,06/28/2013,07/31/2013,08/30/2013,09/30/2013,10/31/2013,11/29/2013,12/31/2013
Def tax,Basic Materials,-182000,-207000,-207000,-207000,-207000,-207000,-207000,-207000,-207000,-207000,-207000,-207000,-207000,-346000,-346000,-346000,-346000,-346000,-346000,-346000,-346000,-346000,-346000,-346000,-346000,-353000,-353000,-353000,-353000,-353000,-353000,-353000,-353000,-353000,-353000,-353000,-353000,-327000,-327000,-327000,-327000,-327000,-327000,-327000,-327000,-327000,-327000,-327000,-327000,-291000,-291000,-291000,-291000,-291000,-291000,-291000,-291000,-291000,-291000,-291000,-291000,-111000,-111000,-111000,-111000,-111000,-111000,-111000,-111000,-111000,-111000,-111000,-111000,-165000,-165000,-165000,-165000,-165000,-165000,-165000,-165000,-165000,-165000,-165000,-165000,-272000,-272000,-272000,-272000,-272000,-272000,-272000,-272000,-272000,-272000,-272000,-272000,-259000,-259000,-259000,-259000,-259000,-259000,-259000,-259000,-259000,-259000,-259000,-259000,-235000,-235000,-235000,-235000,-235000,-235000,-235000,-235000,-235000,-235000,-235000,-235000,-228000,-228000,-228000,-228000,-228000,-228000,-228000,-228000,-228000,-228000,-228000,-228000,-202000,-202000,-202000,-202000,-202000,-202000,-202000,-202000,-202000,-202000,-202000,-202000,-300000,-300000,-300000,-300000,-300000,-300000,-300000,-300000,-300000,-300000,-300000,-300000
Price monthly,Basic Materials,13.1,15.5,15.1,15,17.25,17.6,18.5,17.4,16.7,15.8,14.3,16.5,17.2,17.75,18,19.85,20.2,22,21.2,23.25,23.99,22.85,24.9,24.7,25.5,24,25.6,22.9,21.15,23.5,23.65,26,26.8,28,28.5,30,34,31.2,36.51,36.55,35.8,32.8,30.9,30.4,33.5,32,35.4,37,39,41,43,42.5,41.45,42.62,44.9,48.05,52.5,49.3,49.15,53,53,57.26,53.5,54,59.5,58.45,58.5,55.38,56,59,61.89,65.75,68.25,73.3,70.9,73,80.55,88.5,81.45,81.5,79.5,82.5,90.09,82,79,64.25,69,64,65.9,68.05,64,61,67,61.5,52.9,47.5,51,50.99,43.99,44,48.75,46,46.5,53,56,58.8,60.5,60,62,59.5,59.9,64.65,67.45,69,68,68.7,68.05,73,77.94,79.5,82.5,80.05,84.15,83.1,86,87.55,84.4,80.1,73.4,74.25,76.01,80,82.64,85,92.29,94,88.89,80.49,79.75,78.05,83,81.84,73.84,78,79.8,85.24,95,102.04,100.4,111,114.5,116.76,117,119.5,122.25,118.74,125
MV monthly,Basic Materials,2026.14,2397.34,1574.34,1563.92,1798.51,1835,1928.83,1814.14,1741.16,1647.33,1490.93,1720.31,1793.29,1850.64,1876.7,2069.58,2106.08,2293.75,2210.34,2424.07,2501.22,2382.37,2596.1,2575.25,2658.66,2502.27,2669.09,2387.58,2205.12,2450.14,2465.78,2710.79,2794.2,2919.31,2971.44,3127.83,3996.55,3667.43,4291.59,4296.29,4208.13,3855.5,3632.16,3573.39,3937.78,3761.46,4161.11,4349.19,4584.28,4819.37,5054.46,4995.69,4872.27,5009.8,5277.8,5648.07,6171.15,5795,5777.37,6229.92,6229.92,6730.66,6288.69,6347.46,6993.96,6870.54,6876.42,6509.68,6582.56,6935.2,7274.9,7728.63,8022.49,8616.09,8333.98,8580.83,9468.3,10402.79,9574.09,9579.97,9344.88,9697.52,10589.69,9638.75,9286.11,7552.31,8110.65,7522.92,7746.26,7998.98,7522.92,7249.66,7962.75,7309.09,6287,5645.23,6061.19,6060,5228.07,5229.27,5793.79,5466.96,5526.38,6298.89,6655.43,7023.3,7226.36,7148.14,7386.41,7088.58,7136.23,7702.13,8035.7,8220.37,8101.23,8184.63,8107.18,8696.91,9285.44,9471.29,9828.7,9536.82,10025.27,9900.18,10245.67,10430.34,10055.05,9542.77,8744.56,8845.83,9055.51,9530.86,9845.38,10524.23,11835.38,12054.67,11399.36,10322.13,10227.23,10009.22,10644.01,10495.25,9469.32,10002.8,10233.64,10931.27,12182.91,13085.73,12875.41,14234.77,14683.61,14973.43,15004.21,15324.82,15677.48,15227.36,16030.14
NOSH,Basic Materials,154667,154667,104261,104261,104261,104261,104261,104261,104261,104261,104261,104261,104261,104261,104261,104261,104261,104261,104261,104261,104261,104261,104261,104261,104261,104261,104261,104261,104261,104261,104261,104261,104261,104261,104261,104261,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,117546,118847,118847,118847,118847,118847,118847,118847,118847,118847,118847,118847,118847,118847,118847,119444,119444,119136,119136,119136,119136,119136,119136,119136,119136,119136,119136,119136,119136,119136,119136,119136,119136,119136,119136,119136,119136,119136,119136,119136,119136,119136,119136,123815,128241,128241,128241,128241,128241,128241,128241,128241,128241,128241,128241,128241,128241,128241,128241,128241,128241,128241,128241,128241,128241,128241,128241
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market value,,,,,,1798502.25,1834993.6,1928828.5,1814141.4,1741158.7,1647323.8,1490932.3,1720306.5,1793289.2,1850632.75,1876698,2069580.85,2106072.2,2293742,2210333.2,2424068.25,2501221.39,2382363.85,2596098.9,2575246.7,2658655.5,2502264,2669081.6,2387576.9,2205120.15,2450133.5,2465772.65,2710786,2794194.8,2919308,2971438.5,3127830,3996564,3667435.2,4291604.46,4296306.3,4208146.8,3855508.8,3632171.4,3573398.4,3937791,3761472,4161128.4,4349202,4584294,4819386,5054478,4995705,4872281.7,5009810.52,5277815.4,5648085.3,6171165,5795017.8,5777385.9,6229938,6229938,6730683.96,6288711,6347484,6993987,6870563.7,6876441,6509697.48,6582576,6935214,7274921.94,7728649.5,8022514.5,8616121.8,8334011.4,8580858,9468330.3,10402821,9574121.7,9579999,9344907,9697545,10589719.14,9638772,9286134,7552330.5,8110674,7522944,7746281.4,7999005.3,7522944,7249667,7962749,7309090.5,6287006.3,5645232.5,6061197,6060008.53,5228079.53,5229268,5793791.25,5466962,5526385.5,6298891,6655432,7023307.2,7226362,7148160,7386432,7088592,7136246.4,7702142.4,8035723.2,8220384,8101248,8184643.2,8107204.8,8696928,9285459.84,9471312,9828720,9536836.8,10025294.4,9900201.6,10245696,10430356.8,10055078.4,9542793.6,8744582.4,8845848,9055527.36,9530880,9845399.04,10524275,11835361.89,12054654,11399342.49,10322118.09,10227219.75,10009210.05,10644003,10495243.44,9469315.44,10002798,10233631.8,10931262.84,12182895,13085711.64,12875396.4,14234751,14683594.5,14973419.16,15004197,15324799.5,15677462.25,15227336.34,16030125
Debt equity ratio,,,,,,1.43675105216021,1.40817929828202,1.3396732783656,1.42436526722779,1.48406920058465,1.56860478795972,1.73314375173172,1.50205791816749,1.44092765405602,1.39627919153598,1.37688642498687,1.2485619974692,1.61817814223083,1.48578174877558,1.54184898457843,1.4059010095941,1.36253432567998,1.43051196818656,1.31273889450051,1.32336835923331,1.28185092051227,1.36196660304428,1.27684369035402,1.42738857960973,1.44164480107807,1.29748032097027,1.28925105889223,1.17272259780005,1.1377159530896,1.08895669795719,1.06985219448425,1.01635958476004,0.795433277185102,0.866818314881201,0.740748601048849,0.739937932265211,0.736903950213904,0.804303701757859,0.853759269179863,0.867801362422953,0.787497355750978,0.824411294301805,0.745230548521406,0.713004362639399,0.676440036350199,0.643442961406287,0.613515381805995,0.620733209827242,0.58925164363957,0.573075566139376,0.543975069685082,0.508313852837881,0.46522820245448,0.495425570565115,0.496937550943239,0.460839257148306,0.460839257148306,0.426553975355574,0.456532348202994,0.452305196830744,0.479411814748869,0.488024003037771,0.48760688850526,0.515077699125275,0.509375053170674,0.483474626738266,0.460898416182868,0.433840349468558,0.417948761575937,0.389154201603789,0.402327263435229,0.390753465445996,0.414222980793139,0.377013119806637,0.409645931281613,0.409394614759354,0.419693850350785,0.404432255792574,0.370359208601258,0.406898306132773,0.422350140542878,0.519309900434045,0.483560305838948,0.521338454732615,0.527220712637679,0.510563482186966,0.54287257754411,0.563336219442907,0.512888199791303,0.558756250179143,0.649593750208267,0.723442302863522,0.673794301686614,0.673926444126639,0.781166387497552,0.780988849682212,1.14760779480966,1.21621478254285,1.20313720423593,1.05558264145228,0.99903357137448,0.946704993909422,0.920103365981389,0.930169442206106,0.90016397632849,0.937985992140611,0.931722312727318,0.86326630367156,0.700123667773922,0.684396252048566,0.694460902813986,0.687384881970176,0.69395064498679,0.646895087552754,0.605893525678099,0.594004294230831,0.572404138076983,0.589923065475966,0.561180527526453,0.568271256213611,0.535834754417855,0.526348245344781,0.545992759240942,0.575303231959245,0.627817287192582,0.620630153265125,0.606259556373313,0.576022360999194,0.557620872216064,0.52165113511382,0.463864142983126,0.455425763360773,0.59968371035407,0.662267176212862,0.668412351264868,0.682970980312278,0.642239578474377,0.651342681004072,0.72191068544655,0.683408782222734,0.6679935465335,0.625362330048959,0.56111457908814,0.522401852345877,0.533032132509722,0.482129964900686,0.467392367720315,0.458345547310518,0.457405351316035,0.447836201706913,0.437762176719641,0.450702594778306,0.428131408831809
Price Sales,,,,,,0.299301422865701,0.305374205358629,0.320989931769013,0.301904043934099,0.289758478948244,0.27414275253786,0.248116541853886,0.286288317523714,0.298433882509569,0.307976826427026,0.312314528207688,0.34441352138459,0.312241986656783,0.340065530022239,0.327699510748703,0.359387435137139,0.370826002965159,0.353204425500371,0.384892349888806,0.381800845070422,0.394166864343958,0.370980578206079,0.39571261675315,0.353977301704967,0.282056811204912,0.313396456894346,0.315396859810693,0.346736505500128,0.357405321053978,0.373408544384753,0.380076554105909,0.400080583269378,0.511200306983883,0.469101458173446,0.548938917881811,0.549540330007675,0.549438151194673,0.503395848021935,0.474235722679201,0.466562005483745,0.514139052095574,0.491117900509205,0.543299177438308,0.567855072463768,0.598549941245593,0.629244810027419,0.659939678809244,0.652265961613788,0.615886954872962,0.633271459992416,0.667148957148275,0.713953394008343,0.780073947667804,0.732526583238529,0.730297800530906,0.787503223359879,0.787503223359879,0.850800652256352,0.794932499051953,0.802361774744027,0.797671875,0.7835953125,0.784265625,0.742438125,0.75075,0.79096875,0.8297128125,0.8814609375,0.9149765625,0.982678125,0.950503125,0.97865625,0.92717688014101,1.01868595769683,0.937536398354877,0.938111927144536,0.915090775558167,0.94962250293772,1.03698777320799,0.943867215041128,0.909335487661575,0.739554494712103,0.79422972972973,0.736676850763807,0.909081258068302,0.938740206548527,0.882871024527637,0.850800023471424,0.934485271681727,0.857773794155616,0.737824938387513,0.66250821499824,0.711324609787584,0.7111851343739,0.613552344795212,0.613691820208896,0.449968254892824,0.424585430257844,0.429200489282386,0.489196256601429,0.51688661074868,0.545457222739981,0.561227244485865,0.555153774464119,0.57365890027959,0.550527493010252,0.554228518173346,0.598178191985089,0.750371015034084,0.767614529834718,0.756489681576244,0.764277075357176,0.757045923989168,0.812113922868615,0.867070673265478,0.884425436548697,0.91779998132412,0.890544103090858,0.936155980950602,0.924474890279204,0.885616388624773,0.901578079349987,0.869139804650359,0.82485898521912,0.75586328982626,0.764616475062667,0.782740717434523,0.823829198720719,0.851015562278503,0.909696170801279,1.02302376091278,1.04197890915377,0.850887697992088,0.770479815630365,0.763396264088975,0.747123240277674,0.794506456669404,0.783402511009928,0.706823575427335,0.746644621930283,0.763874882436366,0.81594855863253,0.909374860043293,0.976764323355975,0.863193644408689,0.954327634754626,0.984419046661303,1.00384950120676,1.00591291230893,1.02740677795656,1.05105003016895,1.02087264279968,1.07469328238134
BV/MV,,,,,,1.67472684562947,1.6414226185857,1.56156962633018,1.66028954523611,1.72988252018613,1.82842013209546,2.02021245364394,1.75085079315808,1.67959523762258,1.62755144152723,1.60494656039491,1.45536715804072,1.07498688791391,0.987033415266407,1.02427995923872,0.933967102617676,0.905157779735763,0.950316636142712,0.872077716299637,0.879139074326355,0.851558240621999,0.904780630660873,0.848231841244569,0.948241708989562,0.945980199763718,0.851382179787346,0.845982292811951,0.769518508653948,0.746547806903083,0.714552900892951,0.702016885087812,0.666916040833421,0.521948353635773,0.568789872551804,0.486065297825699,0.485533352219324,0.592659932871163,0.646866634048404,0.686641605074034,0.697935052525909,0.633350017814556,0.663038299899614,0.599356655276487,0.573438529642909,0.544031425558657,0.517493307238723,0.493423851088085,0.499228837571474,0.534657099157464,0.519979745661119,0.493575428954942,0.461218246827823,0.422124509715751,0.449524072212513,0.450895966634322,0.418142203020319,0.418142203020319,0.387033474678255,0.414234331964054,0.410398828890313,0.408493753276922,0.415831964413633,0.415476552478237,0.438883682195321,0.43402461285673,0.411955564745371,0.392718990466584,0.369663548592804,0.35612275926706,0.331587698771853,0.342812106064554,0.332950387944889,0.379686796519974,0.345579338527501,0.375491362304283,0.375260999505324,0.384701527794766,0.370712381329501,0.339480202682694,0.372972822679072,0.387136347590935,0.476012007154613,0.4432430646331,0.47787142905756,0.489008829449444,0.473558881127382,0.503526279073724,0.522506757896604,0.475715107935714,0.51825873547468,0.602512518557521,0.671008678561955,0.624959063366526,0.625081628391701,0.724549039138278,0.72438436890211,0.664849635374764,0.704596080967821,0.69701977902193,0.611536221217354,0.578775352223567,0.548459563323672,0.533048302866643,0.538879935535858,0.521496711808895,0.543408338355487,0.539779568149441,0.500120589824462,0.489937234274073,0.478931397851974,0.485974506643915,0.481022801336044,0.485617435000532,0.452688581531318,0.42399623366418,0.415676307569638,0.400560805476196,0.41282031794861,0.392706672035486,0.397668669696585,0.421054850739276,0.413600424484041,0.429036933217746,0.452068878446664,0.493334021302149,0.487686426445492,0.476394121346899,0.452633964544722,0.438174215435355,0.409909471198729,0.364500894868708,0.357870080717373,0.438446340601176,0.484202947149193,0.488695864777913,0.499340105266349,0.469560183325766,0.476215728446219,0.527810065222624,0.499660195077417,0.488389664361385,0.457220732238838,0.410247318063564,0.381943308663647,0.443869829126193,0.401482259858286,0.389209876369168,0.381676351869388,0.3808934260194,0.372924944303513,0.364536039625929,0.375311864950899,0.356516246754158
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market value,,,,,,,1834993.6,1928828.5,1814141.4,1741158.7,1647323.8,1490932.3,1720306.5,1793289.2,1850632.75,1876698,2069580.85,2106072.2,2293742,2210333.2,2424068.25,2501221.39,2382363.85,2596098.9,2575246.7,2658655.5,2502264,2669081.6,2387576.9,2205120.15,2450133.5,2465772.65,2710786,2794194.8,2919308,2971438.5,3127830,3996564,3667435.2,4291604.46,4296306.3,4208146.8,3855508.8,3632171.4,3573398.4,3937791,3761472,4161128.4,4349202,4584294,4819386,5054478,4995705,4872281.7,5009810.52,5277815.4,5648085.3,6171165,5795017.8,5777385.9,6229938,6229938,6730683.96,6288711,6347484,6993987,6870563.7,6876441,6509697.48,6582576,6935214,7274921.94,7728649.5,8022514.5,8616121.8,8334011.4,8580858,9468330.3,10402821,9574121.7,9579999,9344907,9697545,10589719.14,9638772,9286134,7552330.5,8110674,7522944,7746281.4,7999005.3,7522944,7249667,7962749,7309090.5,6287006.3,5645232.5,6061197,6060008.53,5228079.53,5229268,5793791.25,5466962,5526385.5,6298891,6655432,7023307.2,7226362,7148160,7386432,7088592,7136246.4,7702142.4,8035723.2,8220384,8101248,8184643.2,8107204.8,8696928,9285459.84,9471312,9828720,9536836.8,10025294.4,9900201.6,10245696,10430356.8,10055078.4,9542793.6,8744582.4,8845848,9055527.36,9530880,9845399.04,10524275,11835361.89,12054654,11399342.49,10322118.09,10227219.75,10009210.05,10644003,10495243.44,9469315.44,10002798,10233631.8,10931262.84,12182895,13085711.64,12875396.4,14234751,14683594.5,14973419.16,15004197,15324799.5,15677462.25,15227336.34,16030125
Debt equity ratio,,,,,,,1.40817929828202,1.3396732783656,1.42436526722779,1.48406920058465,1.56860478795972,1.73314375173172,1.50205791816749,1.44092765405602,1.39627919153598,1.37688642498687,1.2485619974692,1.61817814223083,1.48578174877558,1.54184898457843,1.4059010095941,1.36253432567998,1.43051196818656,1.31273889450051,1.32336835923331,1.28185092051227,1.36196660304428,1.27684369035402,1.42738857960973,1.44164480107807,1.29748032097027,1.28925105889223,1.17272259780005,1.1377159530896,1.08895669795719,1.06985219448425,1.01635958476004,0.795433277185102,0.866818314881201,0.740748601048849,0.739937932265211,0.736903950213904,0.804303701757859,0.853759269179863,0.867801362422953,0.787497355750978,0.824411294301805,0.745230548521406,0.713004362639399,0.676440036350199,0.643442961406287,0.613515381805995,0.620733209827242,0.58925164363957,0.573075566139376,0.543975069685082,0.508313852837881,0.46522820245448,0.495425570565115,0.496937550943239,0.460839257148306,0.460839257148306,0.426553975355574,0.456532348202994,0.452305196830744,0.479411814748869,0.488024003037771,0.48760688850526,0.515077699125275,0.509375053170674,0.483474626738266,0.460898416182868,0.433840349468558,0.417948761575937,0.389154201603789,0.402327263435229,0.390753465445996,0.414222980793139,0.377013119806637,0.409645931281613,0.409394614759354,0.419693850350785,0.404432255792574,0.370359208601258,0.406898306132773,0.422350140542878,0.519309900434045,0.483560305838948,0.521338454732615,0.527220712637679,0.510563482186966,0.54287257754411,0.563336219442907,0.512888199791303,0.558756250179143,0.649593750208267,0.723442302863522,0.673794301686614,0.673926444126639,0.781166387497552,0.780988849682212,1.14760779480966,1.21621478254285,1.20313720423593,1.05558264145228,0.99903357137448,0.946704993909422,0.920103365981389,0.930169442206106,0.90016397632849,0.937985992140611,0.931722312727318,0.86326630367156,0.700123667773922,0.684396252048566,0.694460902813986,0.687384881970176,0.69395064498679,0.646895087552754,0.605893525678099,0.594004294230831,0.572404138076983,0.589923065475966,0.561180527526453,0.568271256213611,0.535834754417855,0.526348245344781,0.545992759240942,0.575303231959245,0.627817287192582,0.620630153265125,0.606259556373313,0.576022360999194,0.557620872216064,0.52165113511382,0.463864142983126,0.455425763360773,0.59968371035407,0.662267176212862,0.668412351264868,0.682970980312278,0.642239578474377,0.651342681004072,0.72191068544655,0.683408782222734,0.6679935465335,0.625362330048959,0.56111457908814,0.522401852345877,0.533032132509722,0.482129964900686,0.467392367720315,0.458345547310518,0.457405351316035,0.447836201706913,0.437762176719641,0.450702594778306,0.428131408831809
Price Sales,,,,,,,0.305374205358629,0.320989931769013,0.301904043934099,0.289758478948244,0.27414275253786,0.248116541853886,0.286288317523714,0.298433882509569,0.307976826427026,0.312314528207688,0.34441352138459,0.312241986656783,0.340065530022239,0.327699510748703,0.359387435137139,0.370826002965159,0.353204425500371,0.384892349888806,0.381800845070422,0.394166864343958,0.370980578206079,0.39571261675315,0.353977301704967,0.282056811204912,0.313396456894346,0.315396859810693,0.346736505500128,0.357405321053978,0.373408544384753,0.380076554105909,0.400080583269378,0.511200306983883,0.469101458173446,0.548938917881811,0.549540330007675,0.549438151194673,0.503395848021935,0.474235722679201,0.466562005483745,0.514139052095574,0.491117900509205,0.543299177438308,0.567855072463768,0.598549941245593,0.629244810027419,0.659939678809244,0.652265961613788,0.615886954872962,0.633271459992416,0.667148957148275,0.713953394008343,0.780073947667804,0.732526583238529,0.730297800530906,0.787503223359879,0.787503223359879,0.850800652256352,0.794932499051953,0.802361774744027,0.797671875,0.7835953125,0.784265625,0.742438125,0.75075,0.79096875,0.8297128125,0.8814609375,0.9149765625,0.982678125,0.950503125,0.97865625,0.92717688014101,1.01868595769683,0.937536398354877,0.938111927144536,0.915090775558167,0.94962250293772,1.03698777320799,0.943867215041128,0.909335487661575,0.739554494712103,0.79422972972973,0.736676850763807,0.909081258068302,0.938740206548527,0.882871024527637,0.850800023471424,0.934485271681727,0.857773794155616,0.737824938387513,0.66250821499824,0.711324609787584,0.7111851343739,0.613552344795212,0.613691820208896,0.449968254892824,0.424585430257844,0.429200489282386,0.489196256601429,0.51688661074868,0.545457222739981,0.561227244485865,0.555153774464119,0.57365890027959,0.550527493010252,0.554228518173346,0.598178191985089,0.750371015034084,0.767614529834718,0.756489681576244,0.764277075357176,0.757045923989168,0.812113922868615,0.867070673265478,0.884425436548697,0.91779998132412,0.890544103090858,0.936155980950602,0.924474890279204,0.885616388624773,0.901578079349987,0.869139804650359,0.82485898521912,0.75586328982626,0.764616475062667,0.782740717434523,0.823829198720719,0.851015562278503,0.909696170801279,1.02302376091278,1.04197890915377,0.850887697992088,0.770479815630365,0.763396264088975,0.747123240277674,0.794506456669404,0.783402511009928,0.706823575427335,0.746644621930283,0.763874882436366,0.81594855863253,0.909374860043293,0.976764323355975,0.863193644408689,0.954327634754626,0.984419046661303,1.00384950120676,1.00591291230893,1.02740677795656,1.05105003016895,1.02087264279968,1.07469328238134
BV/MV,,,,,,,1.6414226185857,1.56156962633018,1.66028954523611,1.72988252018613,1.82842013209546,2.02021245364394,1.75085079315808,1.67959523762258,1.62755144152723,1.60494656039491,1.45536715804072,1.07498688791391,0.987033415266407,1.02427995923872,0.933967102617676,0.905157779735763,0.950316636142712,0.872077716299637,0.879139074326355,0.851558240621999,0.904780630660873,0.848231841244569,0.948241708989562,0.945980199763718,0.851382179787346,0.845982292811951,0.769518508653948,0.746547806903083,0.714552900892951,0.702016885087812,0.666916040833421,0.521948353635773,0.568789872551804,0.486065297825699,0.485533352219324,0.592659932871163,0.646866634048404,0.686641605074034,0.697935052525909,0.633350017814556,0.663038299899614,0.599356655276487,0.573438529642909,0.544031425558657,0.517493307238723,0.493423851088085,0.499228837571474,0.534657099157464,0.519979745661119,0.493575428954942,0.461218246827823,0.422124509715751,0.449524072212513,0.450895966634322,0.418142203020319,0.418142203020319,0.387033474678255,0.414234331964054,0.410398828890313,0.408493753276922,0.415831964413633,0.415476552478237,0.438883682195321,0.43402461285673,0.411955564745371,0.392718990466584,0.369663548592804,0.35612275926706,0.331587698771853,0.342812106064554,0.332950387944889,0.379686796519974,0.345579338527501,0.375491362304283,0.375260999505324,0.384701527794766,0.370712381329501,0.339480202682694,0.372972822679072,0.387136347590935,0.476012007154613,0.4432430646331,0.47787142905756,0.489008829449444,0.473558881127382,0.503526279073724,0.522506757896604,0.475715107935714,0.51825873547468,0.602512518557521,0.671008678561955,0.624959063366526,0.625081628391701,0.724549039138278,0.72438436890211,0.664849635374764,0.704596080967821,0.69701977902193,0.611536221217354,0.578775352223567,0.548459563323672,0.533048302866643,0.538879935535858,0.521496711808895,0.543408338355487,0.539779568149441,0.500120589824462,0.489937234274073,0.478931397851974,0.485974506643915,0.481022801336044,0.485617435000532,0.452688581531318,0.42399623366418,0.415676307569638,0.400560805476196,0.41282031794861,0.392706672035486,0.397668669696585,0.421054850739276,0.413600424484041,0.429036933217746,0.452068878446664,0.493334021302149,0.487686426445492,0.476394121346899,0.452633964544722,0.438174215435355,0.409909471198729,0.364500894868708,0.357870080717373,0.438446340601176,0.484202947149193,0.488695864777913,0.499340105266349,0.469560183325766,0.476215728446219,0.527810065222624,0.499660195077417,0.488389664361385,0.457220732238838,0.410247318063564,0.381943308663647,0.443869829126193,0.401482259858286,0.389209876369168,0.381676351869388,0.3808934260194,0.372924944303513,0.364536039625929,0.375311864950899,0.356516246754158
Return monthly,,,,,,,0.020290477,0.051134651,-0.059457866,-0.021562025,-0.053890896,-0.094937358,0.153848002,0.042422115,0.031977856,0.014085987,0.102775884,0.046115311,0.089110338,-0.036365136,0.096699436,0.031826611,-0.03130666,0.08971501,-0.008031901,0.032389641,-0.058823638,0.066666667,-0.105469323,-0.048000754,0.111109675,0.006384142,0.099366406,0.030767775,0.060477107,0.017857171,0.052631662,0.133332037,-0.082353422,0.170193335,0.023722439,-0.020519544,-0.08379889,-0.057927682,-0.016181483,0.101975303,-0.031433459,0.10624973,0.045197996,0.054054054,0.051282051,0.048780488,-0.011627907,-0.000649635,0.028226546,0.053495251,0.070156329,0.092611929,-0.051163509,-0.003041988,0.078331224,0,0.080377661,-0.065665207,0.00934548,0.125119684,-0.017647391,0.000855782,-0.053333576,0.011195668,0.065156961,0.048982961,0.062368834,0.038023027,0.073992516,-0.032742271,0.029619647,0.125634289,0.098696639,-0.079660817,0.000613976,-0.024540057,0.046792743,0.091999889,-0.089799061,-0.036585307,-0.186709007,0.073930209,-0.072464024,0.053464732,0.032625435,-0.059514761,-0.046875103,0.098360883,-0.068976997,-0.139837423,-0.102079433,0.073684034,-0.000195528,-0.137282182,0.000227548,0.14117862,-0.056409807,0.010869182,0.139785619,0.056603852,0.05529641,0.028911949,-0.008264463,0.033333333,-0.040322581,0.006722197,0.079299176,0.053284452,0.022980165,-0.014492746,0.010294059,-0.009461448,0.083502207,0.067671119,0.020015098,0.037736062,-0.029697051,0.051217988,-0.01247751,0.051589305,0.018023573,-0.035979476,-0.05094756,-0.083645753,0.022852283,0.023703886,0.052493087,0.033000029,0.028557649,0.085764523,0.018528767,-0.036135325,-0.094498948,-0.009193793,-0.021316347,0.0634206,-0.004563053,-0.097751646,0.0563376,0.023076883,0.068170594,0.114500287,0.074105241,0.002454898,0.10557747,0.031531648,0.019738285,0.002055205,0.030552507,0.023012408,-0.028711376,0.052720061
