Name,,12/31/2000,01/31/2001,02/28/2001,03/30/2001,04/30/2001,05/31/2001,06/29/2001,07/31/2001,08/31/2001,09/28/2001,10/31/2001,11/30/2001,12/31/2001,01/31/2002,02/28/2002,03/29/2002,04/30/2002,05/31/2002,06/28/2002,07/31/2002,08/30/2002,09/30/2002,10/31/2002,11/29/2002,12/31/2002,01/31/2003,02/28/2003,03/31/2003,04/30/2003,05/30/2003,06/30/2003,07/31/2003,08/29/2003,09/30/2003,10/31/2003,11/28/2003,12/31/2003,01/30/2004,02/27/2004,03/31/2004,04/30/2004,05/31/2004,06/30/2004,07/30/2004,08/31/2004,09/30/2004,10/29/2004,11/30/2004,12/31/2004,01/31/2005,02/28/2005,03/31/2005,04/29/2005,05/31/2005,06/30/2005,07/29/2005,08/31/2005,09/30/2005,10/31/2005,11/30/2005,12/30/2005,01/31/2006,02/28/2006,03/31/2006,04/28/2006,05/31/2006,06/30/2006,07/31/2006,08/31/2006,09/29/2006,10/31/2006,11/30/2006,12/29/2006,01/31/2007,02/28/2007,03/30/2007,04/30/2007,05/31/2007,06/29/2007,07/31/2007,08/31/2007,09/28/2007,10/31/2007,11/30/2007,12/31/2007,01/31/2008,02/29/2008,03/31/2008,04/30/2008,05/30/2008,06/30/2008,07/31/2008,08/29/2008,09/30/2008,10/31/2008,11/28/2008,12/31/2008,01/30/2009,02/27/2009,03/31/2009,04/30/2009,05/29/2009,06/30/2009,07/31/2009,08/31/2009,09/30/2009,10/30/2009,11/30/2009,12/31/2009,01/29/2010,02/26/2010,03/31/2010,04/30/2010,05/31/2010,06/30/2010,07/30/2010,08/31/2010,09/30/2010,10/29/2010,11/30/2010,12/31/2010,01/31/2011,02/28/2011,03/31/2011,04/29/2011,05/31/2011,06/30/2011,07/29/2011,08/31/2011,09/30/2011,10/31/2011,11/30/2011,12/30/2011,01/31/2012,02/29/2012,03/30/2012,04/30/2012,05/31/2012,06/29/2012,07/31/2012,08/31/2012,09/28/2012,10/31/2012,11/30/2012,12/31/2012,01/31/2013,02/28/2013,03/29/2013,04/30/2013,05/31/2013,06/28/2013,07/31/2013,08/30/2013,09/30/2013,10/31/2013,11/29/2013,12/31/2013
Def tax,Technology,-175,-175,-175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-320,-320,-320,-320,-320,-320,-320,-320,-320,-320,-320,-320,-182,-182,-182,-182,-182,-182,-182,-182,-182,-182,-182,-182,5,5,5,5,5,5,5,5,5,5,5,5,-716,-716,-716,-716,-716,-716,-716,-716,-716,-716,-716,-716,-826,-826,-826,-826,-826,-826,-826,-826,-826,-826,-826,-826,-659,-659,-659,-659,-659,-659,-659,-659,-659,-659,-659,-659,-4058,-4058,-4058,-4058,-4058,-4058,-4058,-4058,-4058,-4058,-4058,-4058,-4058,-4058,-4058,-4058,-6304,-6304,-6304,-6304,-6304,-6304,-6304,-6304,-6304,-6304,-6304,-6304,-8868,-8868,-8868,-8868,-8868,-8868,-8868,-8868,-8868,-8868,-8868,-8868,-10804,-10804,-10804,-10804,-10804,-10804,-10804,-10804,-10804,-10804,-10804,-10804,,,,,,
Price monthly,Technology,0.17,0.2,0.15,0.1,0.14,0.18,0.15,0.07,0.15,0.15,0.15,0.21,0.2,0.18,0.2,0.2,0.33,0.33,0.3,0.2,0.2,0.25,0.35,0.3,0.25,0.27,0.22,0.22,0.2,0.26,0.3,0.23,0.3,0.27,0.25,0.25,0.31,0.24,0.25,0.3,0.26,0.36,0.37,0.43,0.33,0.35,0.35,0.35,0.37,0.39,0.35,0.33,0.35,0.5,0.5,0.42,0.5,0.55,0.58,0.52,0.5,0.59,0.65,0.65,0.72,0.7,0.55,0.6,0.55,0.55,0.55,0.56,0.6,0.78,0.66,0.68,0.7,0.84,0.79,0.7,0.69,0.71,0.72,0.67,0.75,0.52,0.55,0.5,0.45,0.66,0.44,0.55,0.54,0.52,0.48,0.53,0.53,0.48,0.47,0.45,0.41,0.58,0.47,0.45,0.45,0.37,0.45,0.32,0.4,0.38,0.42,0.45,0.5,0.43,0.49,0.5,0.46,0.55,0.53,0.55,0.61,0.68,0.75,0.65,0.7,0.7,0.7,0.75,0.64,0.65,0.68,0.68,0.99,1.05,1.01,1,1.14,1.1,1.22,1.2,1.23,1.55,1.48,1.36,1.44,1.56,2.52,2.3,2.8,2.7,2.35,2.7,3.17,4.03,3.99,4.35,4.9
MV monthly,Technology,14.65,17.23,12.92,8.62,12.06,15.51,12.92,6.03,12.92,13.12,13.12,18.37,17.49,15.74,17.49,17.49,28.86,28.86,26.24,17.49,17.49,21.86,31.18,26.73,22.27,24.06,19.6,19.63,17.84,23.2,26.77,20.52,26.77,24.09,22.65,22.65,28.09,21.75,22.65,27.18,23.56,32.62,33.87,39.36,30.21,32.04,29.37,29.37,31.05,32.73,29.42,27.74,29.44,42.05,42.79,35.94,42.79,47.06,49.78,44.63,42.91,50.63,55.78,55.78,61.79,60.85,47.81,52.15,47.81,47.81,47.81,48.68,52.15,67.8,57.37,59.11,60.85,73.34,68.98,61.12,60.25,61.99,62.87,58.01,64.93,50.68,53.6,48.73,449.24,64.32,42.88,53.6,52.63,50.68,46.78,51.65,529.11,479.19,469.21,449.24,409.31,56.53,45.81,43.86,43.86,36.06,43.86,31.19,38.98,37.03,40.93,43.86,48.73,41.91,47.75,48.73,44.83,53.6,51.65,53.6,59.45,67.2,74.11,64.23,69.17,69.17,69.17,74.11,63.24,64.23,67.2,67.2,97.83,116.55,112.11,111,126.54,122.1,135.42,133.2,136.53,172.05,164.28,150.96,159.84,173.16,279.72,255.3,310.8,299.7,260.85,299.7,351.87,447.33,442.89,482.85,546.35
NOSH,Technology,86155,86155,86155,86155,86155,86155,86155,86155,86155,87455,87455,87455,87455,87455,87455,87455,87455,87455,87455,87455,87455,87455,87455,89095,89095,89095,89095,89225,89225,89225,89225,89225,89225,89225,89225,90605,90605,90605,90605,90605,90605,90605,91528,91528,91552,91552,83922,83922,83922,83922,84054,84054,84109,84109,85572,85572,85572,85572,85821,85821,85821,85821,85821,85821,85821,86923,86923,86923,86923,86923,86923,86923,86923,86923,86923,86923,86923,87313,87313,87313,87313,87313,87313,86575,86575,97458,97458,97458,998319,97458,97458,97458,97458,97458,97458,97458,998319,998319,998319,998319,998319,97458,97458,97458,97458,97458,97458,97458,97458,97458,97458,97458,97458,97458,97458,97458,97458,97458,97458,97458,97458,98819,98819,98819,98819,98819,98819,98819,98819,98819,98819,98819,98819,111001,111001,111001,111001,111001,111001,111001,111001,111001,111001,111001,111001,111001,111001,111001,111001,111001,111001,111001,111001,111001,111001,111001,111499
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market value,,,,,,,,12923.25,6030.85,12923.25,13118.25,13118.25,18365.55,17491,15741.9,17491,17491,28860.15,28860.15,26236.5,17491,17491,21863.75,30609.25,26728.5,22273.75,24055.65,19600.9,19629.5,17845,23198.5,26767.5,20521.75,26767.5,24090.75,22306.25,22651.25,28087.55,21745.2,22651.25,27181.5,23557.3,32617.8,33865.36,39357.04,30212.16,32043.2,29372.7,29372.7,31051.14,32729.58,29418.9,27737.82,29438.15,42054.5,42786,35940.24,42786,47064.6,49776.18,44626.92,42910.5,50634.39,55783.65,55783.65,61791.12,60846.1,47807.65,52153.8,47807.65,47807.65,47807.65,48676.88,52153.8,67799.94,57369.18,59107.64,60846.1,73342.92,68977.27,61119.1,60245.97,61992.23,62865.36,58005.25,64931.25,50678.16,53601.9,48729,449243.55,64322.28,42881.52,53601.9,52627.32,50678.16,46779.84,51652.74,529109.07,479193.12,469209.93,449243.55,409310.79,56525.64,45805.26,43856.1,43856.1,36059.46,43856.1,31186.56,38983.2,37034.04,40932.36,43856.1,48729,41906.94,47754.42,48729,44830.68,53601.9,51652.74,53601.9,59449.38,67196.92,74114.25,64232.35,69173.3,69173.3,69173.3,74114.25,63244.16,64232.35,67196.92,67196.92,97830.81,116551.05,112111.01,111001,126541.14,122101.1,135421.22,133201.2,136531.23,172051.55,164281.48,150961.36,159841.44,173161.56,279722.52,255302.3,310802.8,299702.7,260852.35,299702.7,351873.17,447334.03,442893.99,482854.35,546345.1
Debt equity ratio,,,,,,,,0.382102025419302,0.818790054469934,0.382102025419302,0.376422159967984,0.376422159967984,0.268872971405703,0.282316619975988,0.313685133306653,0.282316619975988,0.282316619975988,0.171100981803629,0.171100981803629,0.152078211651707,0.22811731747756,0.22811731747756,0.182493853982048,0.13035275284432,0.1492788596442,0.17913463157304,0.165865399604667,0.203562081333,0.203265493262691,0.22359204258896,0.171993878914585,0.185336695619688,0.24174351602568,0.185336695619688,0.205929661799653,0.222404034743626,0.219016610562331,0.17662629884059,0.228142302669095,0.219016610562331,0.182513842135276,0.210592894771472,0.152094868446063,0.0633685866620051,0.0545264582905625,0.0710310020865771,0.0669720876816298,0.0730610396728935,0.0730610396728935,0.0691117942851696,0.0655675997064429,0.0729463032268372,0.0773672913011909,0.0728986026635505,0.0510290218644854,0.0783901276118356,0.0933215804902805,0.0783901276118356,0.071263752374396,0.0673816271156203,0.0751564302443458,0.0781626874541196,0.0662395656390844,0.0601251441954766,0.0601251441954766,0.0542796440653609,0.0551226783639379,0.0823926714657591,0.0755266155102792,0.0823926714657591,0.0823926714657591,0.0823926714657591,0.0809213737610134,0.0755266155102792,0.0580973965463686,0.0686605595547993,0.0666411313325993,0.0647370990088108,0.0537066154442719,0.0448553559745116,0.0506224731712345,0.0513561322027017,0.049909480591358,0.0492162933609225,0.0533399993966063,0.0476503994609683,0.0610519403230109,0.0577218344872103,0.0634940179359314,0.00688713282583579,0.048101528739342,0.154751977075439,0.123801581660352,0.126094203542951,0.130943980602295,0.14185597898582,0.128473339458855,0.0125418375458958,0.0138482789569266,0.0141429231900527,0.014771497554055,0.0162126192666458,0.117398051574471,0.189912686883559,0.19835325074505,0.19835325074505,0.241240440095331,0.19835325074505,0.278934258860227,0.223147407088181,0.234892007461244,0.212521340083982,0.19835325074505,0.178517925670545,0.207578983337843,1.41785828411276,1.3895011184305,1.51032730264185,1.26318283493682,1.31085011172689,1.26318283493682,1.13893534297582,1.00762058737216,0.913575999217425,1.05412615294318,0.978831427732955,0.978831427732955,0.978831427732955,0.913575999217425,1.07059687408292,1.05412615294318,0.699243358177726,0.699243358177726,0.480288367233186,0.403145231209843,0.41911137898053,0.423302492770335,0.371317976114329,0.384820447973032,0.346969256369127,0.352752077308613,0.344148368105964,0.273098382432474,0.390232666518466,0.424664960623036,0.401072462810645,0.370220734902134,0.229184264463226,0.251106237585795,0.206265838016903,0.213905313499011,0.245763551679715,0.213905313499011,0.182190645566981,0.143311252220181,0.162427130700058,0.148984885400742,0.131671355705396
Price Sales,,,,,,,,0.590588154647656,0.275607805502239,0.590588154647656,0.599499588703044,0.599499588703044,0.839299424184261,0.799332784937391,0.719399506443652,0.799332784937391,0.799332784937391,1.3188990951467,1.3188990951467,0.975225811247816,0.650150540831878,0.650150540831878,0.812688176039847,1.13776344645579,0.993513734527748,0.827928112106457,0.894162361074973,0.728576738653682,0.729639817120767,0.663308924655243,0.862301602051816,0.929749913164293,0.712808266759291,0.929749913164293,0.836774921847864,0.774791594303578,0.786774921847864,0.975600903091351,0.755303924973949,0.786774921847864,0.944129906217437,0.818245918721778,1.13295588746092,1.11571706256383,1.2966441537904,0.995359931473001,1.0556847758047,0.967703357164037,0.967703357164037,1.02300069185912,1.07829802655421,0.969225447237505,0.913841135966791,0.969859651434784,1.38551378776398,1.34323297648573,1.12831570024801,1.34323297648573,1.4775562741343,1.56268420556933,1.4010272187863,1.34714155652529,1.58962703669984,1.75128402348287,1.75128402348287,1.93988384139641,1.91021567827206,1.38983807198093,1.51618698761556,1.38983807198093,1.38983807198093,1.38983807198093,1.41510785510786,1.51618698761556,1.97104308390023,1.66780568637712,1.71834525263097,1.76888481888482,2.13218559218559,1.39913326572008,1.239738336714,1.22202778904665,1.25744888438134,1.27515943204868,1.17657707910751,1.31706389452333,1.02795456389452,1.08725963488844,0.98841784989858,9.11244523326572,1.30471156186613,0.74382515177797,0.929781439722463,0.9128763226366,0.879066088464874,0.811445620121422,0.895971205550737,9.17795437987858,8.31210962705984,8.1389406764961,7.7926027753686,7.09992697311362,0.980496790980052,0.611838108595472,0.58580244439992,0.58580244439992,0.481659787617712,0.58580244439992,0.416570627128832,0.52071328391104,0.494677619715488,0.546748948106592,0.58580244439992,0.6508916048888,0.559766780204368,0.319984052532833,0.326514339319217,0.30039319217368,0.359165773251139,0.34610519967837,0.359165773251139,0.398347493969445,0.450260787992495,0.496611163227017,0.430396341463415,0.463503752345216,0.463503752345216,0.463503752345216,0.496611163227017,0.423774859287054,0.430396341463415,0.387228481038189,0.387228481038189,0.563759112099716,0.671636230572859,0.646050088455798,0.639653552926533,0.729205050336247,0.703618908219186,0.78037733457037,0.767584263511839,0.786773870099635,0.991463007036126,0.748046481553999,0.687394064130702,0.727829009079567,0.788481426502864,1.27370076588924,1.16250466727986,1.41522307321027,1.36467939202419,1.1877765078729,1.36467939202419,1.60223469359877,2.03691035179907,1.45975962584294,1.59146726125734,1.80073005451513
BV/MV,,,,,,,,0.494380283597392,1.05938632199441,0.494380283597392,0.487031425685591,0.487031425685591,0.347879589775422,0.365273569264193,0.405859521404659,0.365273569264193,0.365273569264193,0.221377920766178,0.221377920766178,0.419720618222705,0.629580927334057,0.629580927334057,0.503664741867246,0.359760529905176,0.411994687318779,0.494393624782536,0.457771874798644,0.561810937252881,0.560992383911969,0.617091622303166,0.474685863310128,0.307126179135145,0.40059936408932,0.307126179135145,0.341251310150161,0.368551414962174,0.362938027702665,0.29269195782473,0.37806044552361,0.362938027702665,0.302448356418888,0.348978872791024,0.25204029701574,0.312059284177106,0.268516128245417,0.349792931058223,0.329804763569182,0.359789872909198,0.359789872909198,0.340341771670863,0.322888347482614,0.359224852050892,0.380996055205492,0.358989950115751,0.251292965081026,0.239634459870051,0.285279118892918,0.239634459870051,0.217849508972774,0.205982058084811,0.229749218633058,0.238939187378381,0.202490836761339,0.183799374906447,0.183799374906447,0.165929991234987,0.168507102345097,0.27985060968276,0.25652972554253,0.27985060968276,0.27985060968276,0.27985060968276,0.274853277366996,0.25652972554253,0.197330558109638,0.2332088414023,0.226349757831644,0.219882621893597,0.182417062205868,0.231134111280426,0.260851354159338,0.264631808567444,0.2571773914247,0.253605483210468,0.274854431279927,0.245536625276735,0.314593110720673,0.297433486499546,0.3271768351495,0.0354885451332579,0.247861238749621,0.638503485883896,0.510802788707117,0.5202620996091,0.540272180363296,0.585294862060238,0.530078365639461,0.0517473646785151,0.0571377151658605,0.0583534112332192,0.0609468961769178,0.0668929348283245,0.484381954808473,0.684288223666889,0.71470103360764,0.71470103360764,0.869230986820102,0.71470103360764,1.00504832851074,0.804038662808594,0.846356487166942,0.765751107436757,0.71470103360764,0.643230930246876,0.74794294214753,0.893718319686429,0.875843953292701,0.952004297057283,0.796221775720637,0.826267880464812,0.796221775720637,0.717904879748115,0.63513327694186,0.575854171093953,0.664447120493023,0.616986611886378,0.616986611886378,0.616986611886378,0.575854171093953,0.674829106750726,0.664447120493023,0.716580462318809,0.716580462318809,0.492196681188677,0.413140851154923,0.429502865062049,0.433797893712669,0.380524468169008,0.394361721556972,0.355572044026778,0.361498244760558,0.352681214400544,0.279869608846883,0.427077963992046,0.46476131375605,0.438941240769603,0.405176529941172,0.250823566154059,0.274815385525316,0.225741209538653,0.234101995077121,0.268968249663076,0.234101995077121,0.199392866469473,0.156842527719163,0.208252995259656,0.191018264617477,0.168820037005914
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market value,,,,,,,,12923.25,0,12923.25,13118.25,13118.25,18365.55,0,0,0,0,28860.15,28860.15,0,17491,0,21863.75,30609.25,26728.5,0,0,19600.9,19629.5,17845,23198.5,26767.5,20521.75,0,24090.75,22306.25,0,0,0,22651.25,27181.5,0,0,33865.36,39357.04,30212.16,32043.2,0,29372.7,31051.14,32729.58,29418.9,27737.82,0,0,42786,35940.24,42786,47064.6,49776.18,44626.92,42910.5,50634.39,55783.65,55783.65,61791.12,60846.1,47807.65,52153.8,47807.65,47807.65,47807.65,48676.88,52153.8,67799.94,57369.18,59107.64,60846.1,73342.92,68977.27,61119.1,60245.97,61992.23,62865.36,58005.25,64931.25,50678.16,0,48729,449243.55,0,42881.52,53601.9,52627.32,50678.16,46779.84,51652.74,529109.07,0,0,0,0,0,45805.26,43856.1,0,0,0,31186.56,38983.2,37034.04,0,43856.1,48729,41906.94,47754.42,0,44830.68,0,51652.74,53601.9,59449.38,67196.92,74114.25,64232.35,69173.3,69173.3,69173.3,74114.25,63244.16,64232.35,67196.92,67196.92,97830.81,116551.05,112111.01,111001,126541.14,122101.1,135421.22,133201.2,136531.23,172051.55,164281.48,150961.36,159841.44,173161.56,279722.52,255302.3,310802.8,299702.7,260852.35,299702.7,351873.17,447334.03,442893.99,482854.35,546345.1
Debt equity ratio,,,,,,,,0.382102025419302,0,0.382102025419302,0.376422159967984,0.376422159967984,0.268872971405703,0,0,0,0,0.171100981803629,0.171100981803629,0,0.22811731747756,0,0.182493853982048,0.13035275284432,0.1492788596442,0,0,0.203562081333,0.203265493262691,0.22359204258896,0.171993878914585,0.185336695619688,0.24174351602568,0,0.205929661799653,0.222404034743626,0,0,0,0.219016610562331,0.182513842135276,0,0,0.0633685866620051,0.0545264582905625,0.0710310020865771,0.0669720876816298,0,0.0730610396728935,0.0691117942851696,0.0655675997064429,0.0729463032268372,0.0773672913011909,0,0,0.0783901276118356,0.0933215804902805,0.0783901276118356,0.071263752374396,0.0673816271156203,0.0751564302443458,0.0781626874541196,0.0662395656390844,0.0601251441954766,0.0601251441954766,0.0542796440653609,0.0551226783639379,0.0823926714657591,0.0755266155102792,0.0823926714657591,0.0823926714657591,0.0823926714657591,0.0809213737610134,0.0755266155102792,0.0580973965463686,0.0686605595547993,0.0666411313325993,0.0647370990088108,0.0537066154442719,0.0448553559745116,0.0506224731712345,0.0513561322027017,0.049909480591358,0.0492162933609225,0.0533399993966063,0.0476503994609683,0.0610519403230109,0,0.0634940179359314,0.00688713282583579,0,0.154751977075439,0.123801581660352,0.126094203542951,0.130943980602295,0.14185597898582,0.128473339458855,0.0125418375458958,0,0,0,0,0,0.189912686883559,0.19835325074505,0,0,0,0.278934258860227,0.223147407088181,0.234892007461244,0,0.19835325074505,0.178517925670545,0.207578983337843,1.41785828411276,0,1.51032730264185,0,1.31085011172689,1.26318283493682,1.13893534297582,1.00762058737216,0.913575999217425,1.05412615294318,0.978831427732955,0.978831427732955,0.978831427732955,0.913575999217425,1.07059687408292,1.05412615294318,0.699243358177726,0.699243358177726,0.480288367233186,0.403145231209843,0.41911137898053,0.423302492770335,0.371317976114329,0.384820447973032,0.346969256369127,0.352752077308613,0.344148368105964,0.273098382432474,0.390232666518466,0.424664960623036,0.401072462810645,0.370220734902134,0.229184264463226,0.251106237585795,0.206265838016903,0.213905313499011,0.245763551679715,0.213905313499011,0.182190645566981,0.143311252220181,0.162427130700058,0.148984885400742,0.131671355705396
Price Sales,,,,,,,,0.590588154647656,0,0.590588154647656,0.599499588703044,0.599499588703044,0.839299424184261,0,0,0,0,1.3188990951467,1.3188990951467,0,0.650150540831878,0,0.812688176039847,1.13776344645579,0.993513734527748,0,0,0.728576738653682,0.729639817120767,0.663308924655243,0.862301602051816,0.929749913164293,0.712808266759291,0,0.836774921847864,0.774791594303578,0,0,0,0.786774921847864,0.944129906217437,0,0,1.11571706256383,1.2966441537904,0.995359931473001,1.0556847758047,0,0.967703357164037,1.02300069185912,1.07829802655421,0.969225447237505,0.913841135966791,0,0,1.34323297648573,1.12831570024801,1.34323297648573,1.4775562741343,1.56268420556933,1.4010272187863,1.34714155652529,1.58962703669984,1.75128402348287,1.75128402348287,1.93988384139641,1.91021567827206,1.38983807198093,1.51618698761556,1.38983807198093,1.38983807198093,1.38983807198093,1.41510785510786,1.51618698761556,1.97104308390023,1.66780568637712,1.71834525263097,1.76888481888482,2.13218559218559,1.39913326572008,1.239738336714,1.22202778904665,1.25744888438134,1.27515943204868,1.17657707910751,1.31706389452333,1.02795456389452,0,0.98841784989858,9.11244523326572,0,0.74382515177797,0.929781439722463,0.9128763226366,0.879066088464874,0.811445620121422,0.895971205550737,9.17795437987858,0,0,0,0,0,0.611838108595472,0.58580244439992,0,0,0,0.416570627128832,0.52071328391104,0.494677619715488,0,0.58580244439992,0.6508916048888,0.559766780204368,0.319984052532833,0,0.30039319217368,0,0.34610519967837,0.359165773251139,0.398347493969445,0.450260787992495,0.496611163227017,0.430396341463415,0.463503752345216,0.463503752345216,0.463503752345216,0.496611163227017,0.423774859287054,0.430396341463415,0.387228481038189,0.387228481038189,0.563759112099716,0.671636230572859,0.646050088455798,0.639653552926533,0.729205050336247,0.703618908219186,0.78037733457037,0.767584263511839,0.786773870099635,0.991463007036126,0.748046481553999,0.687394064130702,0.727829009079567,0.788481426502864,1.27370076588924,1.16250466727986,1.41522307321027,1.36467939202419,1.1877765078729,1.36467939202419,1.60223469359877,2.03691035179907,1.45975962584294,1.59146726125734,1.80073005451513
BV/MV,,,,,,,,0.494380283597392,0,0.494380283597392,0.487031425685591,0.487031425685591,0.347879589775422,0,0,0,0,0.221377920766178,0.221377920766178,0,0.629580927334057,0,0.503664741867246,0.359760529905176,0.411994687318779,0,0,0.561810937252881,0.560992383911969,0.617091622303166,0.474685863310128,0.307126179135145,0.40059936408932,0,0.341251310150161,0.368551414962174,0,0,0,0.362938027702665,0.302448356418888,0,0,0.312059284177106,0.268516128245417,0.349792931058223,0.329804763569182,0,0.359789872909198,0.340341771670863,0.322888347482614,0.359224852050892,0.380996055205492,0,0,0.239634459870051,0.285279118892918,0.239634459870051,0.217849508972774,0.205982058084811,0.229749218633058,0.238939187378381,0.202490836761339,0.183799374906447,0.183799374906447,0.165929991234987,0.168507102345097,0.27985060968276,0.25652972554253,0.27985060968276,0.27985060968276,0.27985060968276,0.274853277366996,0.25652972554253,0.197330558109638,0.2332088414023,0.226349757831644,0.219882621893597,0.182417062205868,0.231134111280426,0.260851354159338,0.264631808567444,0.2571773914247,0.253605483210468,0.274854431279927,0.245536625276735,0.314593110720673,0,0.3271768351495,0.0354885451332579,0,0.638503485883896,0.510802788707117,0.5202620996091,0.540272180363296,0.585294862060238,0.530078365639461,0.0517473646785151,0,0,0,0,0,0.684288223666889,0.71470103360764,0,0,0,1.00504832851074,0.804038662808594,0.846356487166942,0,0.71470103360764,0.643230930246876,0.74794294214753,0.893718319686429,0,0.952004297057283,0,0.826267880464812,0.796221775720637,0.717904879748115,0.63513327694186,0.575854171093953,0.664447120493023,0.616986611886378,0.616986611886378,0.616986611886378,0.575854171093953,0.674829106750726,0.664447120493023,0.716580462318809,0.716580462318809,0.492196681188677,0.413140851154923,0.429502865062049,0.433797893712669,0.380524468169008,0.394361721556972,0.355572044026778,0.361498244760558,0.352681214400544,0.279869608846883,0.427077963992046,0.46476131375605,0.438941240769603,0.405176529941172,0.250823566154059,0.274815385525316,0.225741209538653,0.234101995077121,0.268968249663076,0.234101995077121,0.199392866469473,0.156842527719163,0.208252995259656,0.191018264617477,0.168820037005914
Return monthly,,,,,,,,-0.166561115,0,1.143322476,0,0,0.399696049,0,0,0,0,0.649757766,0,0,-0.333269998,0,0.249928755,0.399908801,-0.142833876,0,0,-0.185138273,0,-0.090932642,0.299800513,0.25279544,-0.233286664,0,-0.099929996,-0.074081276,0,0,0,0.041785167,0.199916002,0,0,0.115939915,0.162179822,-0.232654897,0.06066823,0,0,0.057198121,0.053972818,-0.102541847,-0.057198121,0,0,0.085686654,-0.159985747,0.190455992,0.100035632,0.054579318,-0.103509176,-0.038458244,0.180028505,0.1016834,0,0.1077155,-0.027774341,-0.173061017,0.090867123,-0.083298067,0,0,0.018158036,0.071412378,0.299971787,-0.153816939,0.03026417,0.029437391,0.199987909,-0.01088216,-0.113940814,-0.014313635,0.028984662,0.014112446,-0.069468507,0.119459459,-0.306668813,0,-0.090869183,-0.100032191,0,-0.283258139,0.25,-0.018237496,-0.037013932,-0.076945224,0.104179663,0,0,0,0,0,0,-0.157589055,-0.042515704,0,0,0,-0.288903112,0.25,-0.050045005,0,0.071495928,0.111048884,-0.139987038,0.13957967,0,-0.08000288,0,0.028083268,0.037695002,0.109099834,0.114799447,0.10292804,-0.133324334,0.076891127,0,0,0.071449233,-0.146688265,0.015661253,0.091843622,0,0.455872563,0.060619917,-0.038093185,-0.009924446,0.140011641,-0.035086226,0.109086099,-0.016379539,0.025005389,0.304022082,-0.045156738,-0.081093635,0.058841099,0.083324292,0.615383075,-0.087292927,0.217381263,-0.035710699,-0.129627701,0.148933624,0.174067516,0.293740759,-0.009927619,0.090229093,0.126432887
Excess return,,,,,,,,-0.402390415,0,0.924622676,-0.2275812,-0.2307645,0.176136049,0,0,0,0,0.411022966,-0.2390689,0,-0.581638398,0,0.005501155,0.163697201,-0.357499576,0,0,-0.364479873,-0.1806173,-0.274071642,0.126668013,0.08901114,-0.398461564,0,-0.266391796,-0.225413276,0,0,0,-0.119382233,0.034760202,0,0,-0.036281785,0.019886922,-0.375275397,-0.08703007,0,-0.1243787,-0.064444779,-0.055100082,-0.209763747,-0.166859321,0,0,-0.021315946,-0.251100647,0.092785392,-0.005155568,-0.040107482,-0.191812876,-0.137068344,0.078544005,0.0033243,-0.0915525,0.0049883,-0.134064541,-0.299093617,-0.032713977,-0.207444167,-0.11883,-0.1187989,-0.099905164,-0.044468322,0.179145387,-0.272581439,-0.05955203,-0.059547209,0.100397109,-0.12892636,-0.233311514,-0.123134635,-0.082220338,-0.107807454,-0.165575707,-0.014343741,-0.450567313,0,-0.240109883,-0.264771691,0,-0.429099539,0.1000399,-0.159247996,-0.180411032,-0.213648724,-0.017460637,-0.1290255,0,0,0,0,0,-0.300241855,-0.183266904,0,0,0,-0.439266112,0.1047715,-0.194994705,0,-0.071800372,-0.024801716,-0.274936238,0.00099977,0,-0.22688138,0,-0.125346432,-0.115405698,-0.052276866,-0.059490253,-0.07419426,-0.307304034,-0.065808473,-0.1434027,-0.1542137,-0.082884667,-0.299973465,-0.124082247,-0.048273078,-0.1217872,0.339424763,-0.056549883,-0.156797785,-0.129262446,0.027414741,-0.148355126,0.004610899,-0.121188539,-0.063369111,0.215998582,-0.129446338,-0.156384435,-0.023872501,0.034690392,0.568521975,-0.118431827,0.176526863,-0.101203899,-0.195635601,0.078228324,0.110986816,0.235103159,-0.073748819,0.001496393,0.126432887
