me,,12/31/2000,01/31/2001,02/28/2001,03/30/2001,04/30/2001,05/31/2001,06/29/2001,07/31/2001,08/31/2001,09/28/2001,10/31/2001,11/30/2001,12/31/2001,01/31/2002,02/28/2002,03/29/2002,04/30/2002,05/31/2002,06/28/2002,07/31/2002,08/30/2002,09/30/2002,10/31/2002,11/29/2002,12/31/2002,01/31/2003,02/28/2003,03/31/2003,04/30/2003,05/30/2003,06/30/2003,07/31/2003,08/29/2003,09/30/2003,10/31/2003,11/28/2003,12/31/2003,01/30/2004,02/27/2004,03/31/2004,04/30/2004,05/31/2004,06/30/2004,07/30/2004,08/31/2004,09/30/2004,10/29/2004,11/30/2004,12/31/2004,01/31/2005,02/28/2005,03/31/2005,04/29/2005,05/31/2005,06/30/2005,07/29/2005,08/31/2005,09/30/2005,10/31/2005,11/30/2005,12/30/2005,01/31/2006,02/28/2006,03/31/2006,04/28/2006,05/31/2006,06/30/2006,07/31/2006,08/31/2006,09/29/2006,10/31/2006,11/30/2006,12/29/2006,01/31/2007,02/28/2007,03/30/2007,04/30/2007,05/31/2007,06/29/2007,07/31/2007,08/31/2007,09/28/2007,10/31/2007,11/30/2007,12/31/2007,01/31/2008,02/29/2008,03/31/2008,04/30/2008,05/30/2008,06/30/2008,07/31/2008,08/29/2008,09/30/2008,10/31/2008,11/28/2008,12/31/2008,01/30/2009,02/27/2009,03/31/2009,04/30/2009,05/29/2009,06/30/2009,07/31/2009,08/31/2009,09/30/2009,10/30/2009,11/30/2009,12/31/2009,01/29/2010,02/26/2010,03/31/2010,04/30/2010,05/31/2010,06/30/2010,07/30/2010,08/31/2010,09/30/2010,10/29/2010,11/30/2010,12/31/2010,01/31/2011,02/28/2011,03/31/2011,04/29/2011,05/31/2011,06/30/2011,07/29/2011,08/31/2011,09/30/2011,10/31/2011,11/30/2011,12/30/2011,01/31/2012,02/29/2012,03/30/2012,04/30/2012,05/31/2012,06/29/2012,07/31/2012,08/31/2012,09/28/2012,10/31/2012,11/30/2012,12/31/2012,01/31/2013,02/28/2013,03/29/2013,04/30/2013,05/31/2013,06/28/2013,07/31/2013,08/30/2013,09/30/2013,10/31/2013,11/29/2013,12/31/2013
total liabilities,Industrials,131053,131053,131053,121530,121530,121530,121530,121530,121530,121530,121530,121530,121530,121530,121530,141353,141353,141353,141353,141353,141353,141353,141353,141353,141353,141353,141353,152855,152855,152855,152855,152855,152855,152855,152855,152855,152855,152855,152855,129101,129101,129101,129101,129101,129101,129101,129101,129101,129101,129101,129101,152606,152606,152606,152606,152606,152606,152606,152606,152606,152606,152606,152606,208969,208969,208969,208969,208969,208969,208969,208969,208969,208969,208969,208969,212792,212792,212792,212792,212792,212792,212792,212792,212792,212792,212792,212792,222017,222017,222017,222017,222017,222017,222017,222017,222017,222017,222017,222017,204323,204323,204323,204323,204323,204323,204323,204323,204323,204323,204323,204323,281292,281292,281292,281292,281292,281292,281292,281292,281292,281292,281292,281292,328647,328647,328647,328647,328647,328647,328647,328647,328647,328647,328647,328647,450682,450682,450682,450682,450682,450682,450682,450682,450682,450682,450682,450682,399492,399492,399492,399492,399492,399492,399492,399492,399492,399492
Excess return,Industrials,,-0.103152158,-0.087802161,-0.1279716,-0.140036036,-0.210042216,-0.102838613,-0.189009614,-0.110826524,-0.078406376,0.18337007,-0.1389762,0.061342726,-0.272254654,-0.245798704,-0.112034833,-0.241983418,0.53724567,-0.104091475,-0.1425032,-0.1386749,0.2065631,0.000382996,-0.119050366,-0.162800798,0.09533864,-0.287094306,-0.054812643,-0.048258693,-0.255648043,-0.164255122,-0.138681892,0.016198765,-0.172349898,0.101631819,-0.076591454,-0.111001384,-0.111832716,-0.068328606,-0.117553,-0.131828229,0.158015632,-0.101575734,-0.109381687,-0.076487899,0.061730963,-0.165453328,-0.107753,-0.058883613,-0.18211601,-0.1053697,-0.127443431,0.075641424,-0.142158538,-0.047588393,-0.172805149,-0.1016837,-0.029442064,0.158274835,-0.040460189,0.039016628,-0.042846368,-0.11297051,0.131841316,-0.042607795,-0.060403878,-0.0261791,-0.050783227,-0.073737664,-0.135484959,-0.152260612,-0.186118187,0.040011817,-0.055373604,0.118331828,-0.112020194,-0.100755436,-0.124516029,0.217815115,-0.100666,-0.1953264,-0.077036897,-0.023206191,-0.209557699,0.014139928,-0.29552306,-0.254494633,-0.1019844,-0.1080962,-0.1216034,-0.218852944,-0.4343424,-0.112418873,-0.135602711,-0.1208464,0.029192257,-0.034435297,-0.187376195,-0.23051575,-0.217589414,0.055159596,-0.059564358,-0.11285739,-0.129114553,-0.095919204,-0.122825,-0.129192632,-0.1257552,-0.110523715,-0.1282673,-0.168396921,-0.125209,-0.160833027,0.043561514,-0.084476712,-0.085290604,-0.063653041,-0.074096269,-0.1058395,-0.078519848,-0.056078087,-0.076368515,-0.049807099,-0.166699646,-0.087857875,-0.213875545,-0.035819741,-0.0927703,-0.135002467,0.073082313,-0.0860249,-0.159835919,-0.118289924,-0.070282559,-0.132334567,-0.081442774,-0.07417808,-0.0913008,0.032863642,-0.181975738,-0.084464188,-0.0811376,-0.0802576,-0.106631166,0.065325132,-0.022299814,-0.153106904,0.041064355,0.125799746,-0.048094706,-0.032290741,-0.121368309,-0.016224334,-0.161023346,0.119738973,0.029394655,0.034416234
Risk premium,Industrials,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Beta adj,Industrials,-0.1071,-0.1333,-0.0823,0.0932,0.1255,0.1552,0.3172,0.3254,0.274,0.3801,0.379,0.5774,0.5954,0.4829,0.4816,0.4731,0.4603,0.4875,0.4869,0.5064,0.4123,0.4023,0.4329,0.5503,0.4806,0.5423,0.5721,0.5699,0.3877,0.3481,0.3201,0.3541,0.2844,0.3872,0.4329,0.2797,0.2442,0.3031,0.3128,0.331,0.2552,0.1549,0.1503,0.2769,0.3473,0.3832,0.3311,0.331,0.4788,0.3479,0.4519,0.3096,0.4751,0.4751,0.4209,0.313,0.3299,-0.0263,-0.0123,0.0698,0.0982,0.1357,0.2306,0.1677,0.2722,0.218,0.2061,0.2,0.1553,0.0983,0.103,0.1194,0.0851,0.0607,-0.0247,0.2359,0.2649,0.0295,0.1464,0.232,0.2028,0.5305,0.7111,0.4291,0.7988,0.29,0.1333,0.1188,0.1174,0.2318,0.6974,0.6848,0.6064,0.5515,0.5928,0.5641,0.5799,0.5944,0.5074,0.5411,0.5751,0.5753,0.5601,0.5691,0.5265,0.525,0.515,0.5604,0.5036,0.6471,0.6405,0.643,0.5624,0.5603,0.3912,0.368,0.3727,0.3607,0.3665,0.3728,0.1268,0.2345,0.263,0.2775,0.2358,0.2097,0.2167,0.2281,0.095,0.1192,0.1123,0.1446,0.1398,0.1249,0.1321,0.127,0.2954,0.3016,0.2784,0.2767,0.2142,0.2252,0.2152,0.25,0.3083,0.3439,0.304,0.0363,0.1231,0.1481,0.0699,0.0799,0.1889,0.2922,0.2301,0.1453,
VO monthly avg,Industrials,0,1.49,8.68,0.15,7.87,9.12,8.28,0.34,6.28,15.58,5.89,3.2,1.96,4.14,4.91,1.36,2.23,10.5,0.82,0.68,0.33,5.15,9.81,2.79,16.22,18.22,1.53,2.04,0.74,5.75,0.65,0.97,1.85,17.45,7.84,1.96,0.25,0.89,1.08,0.49,0.01,4.35,8.83,5.31,1.01,5.63,4.92,1.19,0.54,1.02,0.26,6.58,2.79,1.09,1.34,0.42,1.13,0.96,2.11,0.53,1.51,1.57,0.41,0.68,0.31,0.8,1.78,0.14,0.24,0.45,2.15,3.3,0.8,0.32,0.19,0.45,0.44,2.58,1.56,0.3,0.55,0.23,1.18,0.81,0.25,0.57,0.16,1.07,0.02,0.24,0.3,9.38,1.63,0.05,0.05,0.05,8.59,0.04,0.94,0.15,0.33,0.4,0.01,1.01,8.66,2.78,1.29,0.53,1.48,0,0.26,1.14,0.08,0.59,0.83,0.16,0.37,0.13,1.27,0,0.12,0.11,2.5,0.15,52.22,1.81,1.12,0.05,0.23,0.03,0.25,0.35,0.61,0.14,1.31,0.02,0.14,0.29,1.01,0.62,0.01,0.03,0.11,0.8,0.01,0.6,1.22,0.51,0.53,0.62,0.17,0.32,0.32,0.18,1.8,1.25,0.87
Total assets,Industrials,235608,235608,235608,235855,235855,235855,235855,235855,235855,235855,235855,235855,235855,235855,235855,254560,254560,254560,254560,254560,254560,254560,254560,254560,254560,254560,254560,278901,278901,278901,278901,278901,278901,278901,278901,278901,278901,278901,278901,272706,272706,272706,272706,272706,272706,272706,272706,272706,272706,272706,272706,351901,351901,351901,351901,351901,351901,351901,351901,351901,351901,351901,351901,447119,447119,447119,447119,447119,447119,447119,447119,447119,447119,447119,447119,496711,496711,496711,496711,496711,496711,496711,496711,496711,496711,496711,496711,527778,527778,527778,527778,527778,527778,527778,527778,527778,527778,527778,527778,530346,530346,530346,530346,530346,530346,530346,530346,530346,530346,530346,530346,613611,613611,613611,613611,613611,613611,613611,613611,613611,613611,613611,613611,673950,673950,673950,673950,673950,673950,673950,673950,673950,673950,673950,673950,840441,840441,840441,840441,840441,840441,840441,840441,840441,840441,840441,840441,834540,834540,834540,834540,834540,834540,834540,834540,834540,834540
Net sales,Industrials,318810,318810,318810,346511,346511,346511,346511,346511,346511,346511,346511,346511,346511,346511,346511,364041,364041,364041,364041,364041,364041,364041,364041,364041,364041,364041,364041,399946,399946,399946,399946,399946,399946,399946,399946,399946,399946,399946,399946,371518,371518,371518,371518,371518,371518,371518,371518,371518,371518,371518,371518,353726,353726,353726,353726,353726,353726,353726,353726,353726,353726,353726,353726,424849,424849,424849,424849,424849,424849,424849,424849,424849,424849,424849,424849,419587,419587,419587,419587,419587,419587,419587,419587,419587,419587,419587,419587,488523,488523,488523,488523,488523,488523,488523,488523,488523,488523,488523,488523,443812,443812,443812,443812,443812,443812,443812,443812,443812,443812,443812,443812,538298,538298,538298,538298,538298,538298,538298,538298,538298,538298,538298,538298,593895,593895,593895,593895,593895,593895,593895,593895,593895,593895,593895,593895,726705,726705,726705,726705,726705,726705,726705,726705,726705,726705,726705,726705,915082,915082,915082,915082,915082,915082,915082,915082,915082,915082
common equity,Industrials,104555,104555,104555,113956,113956,113956,113956,113956,113956,113956,113956,113956,113956,113956,113956,112806,112806,112806,112806,112806,112806,112806,112806,112806,112806,112806,112806,125699,125699,125699,125699,125699,125699,125699,125699,125699,125699,125699,125699,142685,142685,142685,142685,142685,142685,142685,142685,142685,142685,142685,142685,197276,197276,197276,197276,197276,197276,197276,197276,197276,197276,197276,197276,235773,235773,235773,235773,235773,235773,235773,235773,235773,235773,235773,235773,283919,283919,283919,283919,283919,283919,283919,283919,283919,283919,283919,283919,305761,305761,305761,305761,305761,305761,305761,305761,305761,305761,305761,305761,326023,326023,326023,326023,326023,326023,326023,326023,326023,326023,326023,326023,330892,330892,330892,330892,330892,330892,330892,330892,330892,330892,330892,330892,343554,343554,343554,343554,343554,343554,343554,343554,343554,343554,343554,343554,373266,373266,373266,373266,373266,373266,373266,373266,373266,373266,373266,373266,420202,420202,420202,420202,420202,420202,420202,420202,420202,420202
Turnover ratio,Industrials,0%,0.01%,0.04%,0%,0.04%,0.05%,0.04%,0%,0.03%,0.08%,0.03%,0.02%,0.01%,0.02%,0.02%,0.01%,0.01%,0.05%,0%,0%,0%,0.03%,0.05%,0.01%,0.08%,0.09%,0.01%,0.01%,0%,0.03%,0%,0%,0.01%,0.09%,0.04%,0.01%,0%,0%,0.01%,0%,0%,0.02%,0.04%,0.03%,0.01%,0.03%,0.02%,0.01%,0%,0.01%,0%,0.03%,0.01%,0.01%,0.01%,0%,0.01%,0%,0.01%,0%,0.01%,0.01%,0%,0%,0%,0%,0.01%,0%,0%,0%,0.01%,0.02%,0%,0%,0%,0%,0%,0.01%,0.01%,0%,0%,0%,0.01%,0%,0%,0%,0%,0.01%,0%,0%,0%,0.05%,0.01%,0%,0%,0%,0.04%,0%,0%,0%,0%,0%,0%,0.01%,0.04%,0.01%,0.01%,0%,0.01%,0%,0%,0.01%,0%,0%,0%,0%,0%,0%,0.01%,0%,0%,0%,0.01%,0%,0.26%,0.01%,0.01%,0%,0%,0%,0%,0%,0%,0%,0.01%,0%,0%,0%,0.01%,0%,0%,0%,0%,0%,0%,0%,0.01%,0%,0%,0%,0%,0%,0%,0%,0.01%,0.01%,0%
Return monthly,Industrials,,0.012049942,0.023812939,0,-0.011629536,-0.082364616,0.025644987,-0.062509414,0.013335476,0.052639924,0.31254707,0,0.214252926,-0.119931954,-0.090957904,0.049970467,-0.095184518,0.68415817,0.043783225,0,0,0.343708,0.139555696,0.020418534,-0.028022998,0.22920354,-0.152552006,0.079991057,0.074066407,-0.137917743,-0.049988822,-0.021273592,0.130415965,-0.053856298,0.219504519,0.033329646,-0.004816784,0.003262584,0.045777794,0,-0.015650629,0.269874332,0.012493166,0.012663013,0.049992001,0.190472563,-0.039994028,0,0.052080787,-0.07999831,0,-0.021738631,0.188872724,-0.028027238,0.058828307,-0.074086149,0,0.050001036,0.238099935,0.041537211,0.119703228,0.040002732,-0.02564271,0.217106416,0.048640805,0.030930122,0.0725052,0.047616773,0.022726236,-0.048892059,-0.065421612,-0.099995987,0.123523117,0.025000496,0.195125728,-0.020408494,-0.004166736,-0.037657529,0.312738315,0,-0.1,0.037034603,0.107143109,-0.096774399,0.150614328,-0.18750306,-0.153846733,0,0,0,-0.083116744,-0.3,0.014284327,-0.009858211,0,0.137980557,0.081448403,-0.064328995,-0.11249955,-0.098600114,0.179690896,0.066229542,0.01117891,-0.006211253,0.025000296,0,-0.006097632,0,0.011653085,0,-0.042945421,0,-0.038451827,0.166660414,0.022218888,0.017143396,0.039327059,0.027027831,0,0.026316552,0.038260313,0.025004985,0.053661901,-0.064817146,0.009897525,-0.116664445,0.060232359,0,-0.046317467,0.158941913,0,-0.071426119,-0.032132524,0.016036141,-0.045262267,0.003308226,0.02198212,0,0.117052842,-0.097093638,-0.005369588,0,0,-0.027031166,0.149998032,0.063415886,-0.068804904,0.103451255,0.205355046,0.037035594,0.050512959,-0.034484609,0.071426366,-0.066664746,0.214285273,0.117648555,0.034416234
