me,,12/31/2000,01/31/2001,02/28/2001,03/30/2001,04/30/2001,05/31/2001,06/29/2001,07/31/2001,08/31/2001,09/28/2001,10/31/2001,11/30/2001,12/31/2001,01/31/2002,02/28/2002,03/29/2002,04/30/2002,05/31/2002,06/28/2002,07/31/2002,08/30/2002,09/30/2002,10/31/2002,11/29/2002,12/31/2002,01/31/2003,02/28/2003,03/31/2003,04/30/2003,05/30/2003,06/30/2003,07/31/2003,08/29/2003,09/30/2003,10/31/2003,11/28/2003,12/31/2003,01/30/2004,02/27/2004,03/31/2004,04/30/2004,05/31/2004,06/30/2004,07/30/2004,08/31/2004,09/30/2004,10/29/2004,11/30/2004,12/31/2004,01/31/2005,02/28/2005,03/31/2005,04/29/2005,05/31/2005,06/30/2005,07/29/2005,08/31/2005,09/30/2005,10/31/2005,11/30/2005,12/30/2005,01/31/2006,02/28/2006,03/31/2006,04/28/2006,05/31/2006,06/30/2006,07/31/2006,08/31/2006,09/29/2006,10/31/2006,11/30/2006,12/29/2006,01/31/2007,02/28/2007,03/30/2007,04/30/2007,05/31/2007,06/29/2007,07/31/2007,08/31/2007,09/28/2007,10/31/2007,11/30/2007,12/31/2007,01/31/2008,02/29/2008,03/31/2008,04/30/2008,05/30/2008,06/30/2008,07/31/2008,08/29/2008,09/30/2008,10/31/2008,11/28/2008,12/31/2008,01/30/2009,02/27/2009,03/31/2009,04/30/2009,05/29/2009,06/30/2009,07/31/2009,08/31/2009,09/30/2009,10/30/2009,11/30/2009,12/31/2009,01/29/2010,02/26/2010,03/31/2010,04/30/2010,05/31/2010,06/30/2010,07/30/2010,08/31/2010,09/30/2010,10/29/2010,11/30/2010,12/31/2010,01/31/2011,02/28/2011,03/31/2011,04/29/2011,05/31/2011,06/30/2011,07/29/2011,08/31/2011,09/30/2011,10/31/2011,11/30/2011,12/30/2011,01/31/2012,02/29/2012,03/30/2012,04/30/2012,05/31/2012,06/29/2012,07/31/2012,08/31/2012,09/28/2012,10/31/2012,11/30/2012,12/31/2012,01/31/2013,02/28/2013,03/29/2013,04/30/2013,05/31/2013,06/28/2013,07/31/2013,08/30/2013,09/30/2013,10/31/2013,11/29/2013,12/31/2013
total liabilities,Industrials,80429,80429,80429,80429,135138,135138,135138,135138,135138,135138,135138,135138,135138,135138,135138,135138,228525,228525,228525,228525,228525,228525,228525,228525,228525,228525,228525,228525,190183,190183,190183,190183,190183,190183,190183,190183,190183,190183,190183,190183,257486,257486,257486,257486,257486,257486,257486,257486,257486,257486,257486,257486,370569,370569,370569,370569,370569,370569,370569,370569,370569,370569,370569,370569,488093,488093,488093,488093,488093,488093,488093,488093,488093,488093,488093,488093,705553,705553,705553,705553,705553,705553,705553,705553,705553,705553,705553,705553,698226,698226,698226,698226,698226,698226,698226,698226,698226,698226,698226,698226,710462,710462,710462,710462,710462,710462,710462,710462,710462,710462,710462,710462,738735,738735,738735,738735,738735,738735,738735,738735,738735,738735,738735,738735,671056,671056,671056,671056,671056,671056,671056,671056,671056,671056,671056,671056,696294,696294,696294,696294,696294,696294,696294,696294,696294,696294,696294,696294,,,,,,,,,
Excess return,Industrials,,0.034288153,-0.185380506,-0.2392082,-0.126588838,-0.064122725,-0.052170306,-0.109517638,0.119375489,-0.265094201,-0.184415728,-0.082599062,-0.216529044,-0.126001292,-0.146412468,-0.200407347,0.02943191,-0.106157136,-0.094188351,-0.042407199,-0.23666014,-0.068695173,0.044754277,0.082121348,-0.045481801,-0.136170454,-0.172991866,-0.23386582,-0.178060406,-0.107793017,-0.062018928,-0.060686575,0.0334719,-0.071906012,-0.184534262,-0.106321661,-0.040179599,-0.054461605,-0.147362765,-0.1202179,-0.166826302,0.053320665,0.149813072,-0.004934863,-0.029330959,-0.065968225,-0.12863991,0.276756562,-0.084863152,-0.071382312,-0.018501368,-0.228286387,-0.153512933,-0.097633069,-0.106430313,-0.046623853,-0.037163781,-0.1334782,-0.174872127,-0.12220526,-0.08833343,-0.039219238,-0.034858385,-0.055836511,-0.1277599,-0.212132166,-0.149140023,-0.047916536,-0.139348,-0.069760428,-0.041807459,-0.131025115,-0.092716849,-0.023028028,-0.115706917,-0.085599453,-0.052078848,0.010595789,-0.112281422,-0.17517514,-0.140378076,-0.076093831,-0.144164726,-0.157008841,-0.117605221,-0.341978993,-0.007434278,-0.244904701,-0.064042304,-0.298882294,-0.261685008,-0.290973258,-0.296797148,-0.200065837,-0.383524539,0.059050357,-0.24265279,0.022833513,-0.274918614,-0.109284858,-0.23111145,-0.21767393,-0.31036903,0.078093306,0.016887115,-0.122267402,-0.154755042,-0.074002106,-0.198136738,-0.207377737,-0.195382568,-0.045111424,-0.109696441,-0.15999171,-0.074201217,-0.131383995,-0.187788595,-0.215478918,-0.054878805,-0.112031567,-0.096230549,-0.131594427,-0.158786755,-0.184302122,-0.1313785,-0.144318191,-0.125287683,-0.053251315,-0.305463112,-0.122333033,-0.228425008,-0.032911106,-0.127273679,-0.052539673,-0.076293563,0.10179515,-0.112180664,-0.144807959,-0.087422053,-0.183863002,-0.045148393,-0.081204964,-0.12219769,0.0491008,-0.010717297,-0.116682374,-0.134143671,-0.156128391,-0.093953439,-0.0922367,-0.12900228,-0.080251672,-0.0896415,-0.099933922,-0.145331306,-0.169912151,0.039224352
Risk premium,Industrials,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Beta adj,Industrials,0.5904,0.6672,0.7263,0.7996,0.789,0.7288,0.6734,0.7309,0.7856,0.7923,0.774,0.6763,0.67,0.6598,0.6382,0.5938,0.5938,0.6115,0.5299,0.557,0.5239,0.5062,0.5411,0.4444,0.4597,0.4828,0.4573,0.4689,0.421,0.4297,0.436,0.3995,0.3253,0.2574,0.2257,0.3198,0.3206,0.3445,0.3567,0.3733,0.3787,0.3767,0.3903,0.5015,0.5059,0.5397,0.7396,0.7397,0.7269,0.6873,0.599,0.5985,0.7102,0.7077,0.7,0.6887,0.5926,0.8314,0.8349,0.777,0.728,0.6631,0.6474,0.5696,0.7089,0.9161,0.8628,0.8444,0.836,0.6163,0.6175,0.6237,0.6233,0.603,0.5204,0.4866,0.4502,0.4668,0.4971,0.5171,0.5987,0.4975,0.569,0.4958,0.8345,1.0558,1.0956,1.1088,1.0581,1.1073,1.1815,1.2297,0.9667,1.0633,1.0922,1.0623,0.9965,1.0087,0.9629,0.9472,0.8237,0.8434,0.9435,0.9729,0.9847,0.97,0.9822,0.9937,0.9558,0.9055,0.9248,0.9009,0.9084,0.8899,0.8293,0.9095,0.8232,0.6577,0.664,0.6657,0.6859,0.6976,0.7121,0.704,0.7695,0.7706,0.4917,0.4997,0.5133,0.3177,0.3249,0.3462,0.3446,0.2287,0.1332,0.136,0.1597,0.2054,0.061,0.0744,0.1875,0.1161,0.1754,0.1315,0.1076,0.1646,0.161,0.1603,0.2162,0.2609,0.256,0.2576,0.2205,0.4363,0.475,0.4215,
VO monthly avg,Industrials,0.8,34.69,25.37,9,11.18,9.15,23.92,10.5,29.95,10.01,14.04,18.86,7.41,5.45,15.24,5.99,16.48,6.32,56.93,36.12,12.75,77.91,42.36,66.07,20.4,21.57,37.39,16.35,23.7,98.04,204.56,93.04,72.45,47.43,135.92,143.14,67.27,112.31,55.31,85.75,75.41,206.61,225,101.55,129.44,110.65,127.27,443.35,114.69,189.07,149.82,215.22,204.34,107.15,130.06,218.07,132.92,112.09,94.06,129.9,64.73,145.5,106.47,86.1,41.97,154.27,135.37,142.07,111.01,139.79,108.9,122.56,171.31,105.25,124.79,97.64,181.62,198.47,147.41,157.53,133.02,90.31,100.92,195.95,110.88,88.84,133.81,152.55,72.07,101.17,145.3,79.04,255.98,174.5,155.57,133.61,54.33,28.67,30.64,205.85,67.81,54.57,57.31,191.93,167.59,68.81,128.8,120.21,99.74,23.98,122.95,157.18,67.06,142.22,40.16,39.21,93.3,45.2,62.47,37.26,22.5,105.45,484.13,165.97,84.71,47.06,60.97,73.68,27.76,94.51,86.49,559.64,112.15,253.27,122.81,54.79,84.29,24.24,31.79,34.2,57.22,34.18,66.52,158.78,77.61,39.47,72.47,70.74,103.51,104.18,207.18,107.15,92.04,34.57,52.24,174.97,57.7
Total assets,Industrials,201456,201456,201456,201456,272905,272905,272905,272905,272905,272905,272905,272905,272905,272905,272905,272905,435835,435835,435835,435835,435835,435835,435835,435835,435835,435835,435835,435835,455664,455664,455664,455664,455664,455664,455664,455664,455664,455664,455664,455664,646649,646649,646649,646649,646649,646649,646649,646649,646649,646649,646649,646649,960115,960115,960115,960115,960115,960115,960115,960115,960115,960115,960115,960115,1226212,1226212,1226212,1226212,1226212,1226212,1226212,1226212,1226212,1226212,1226212,1226212,1805163,1805163,1805163,1805163,1805163,1805163,1805163,1805163,1805163,1805163,1805163,1805163,1958502,1958502,1958502,1958502,1958502,1958502,1958502,1958502,1958502,1958502,1958502,1958502,1962663,1962663,1962663,1962663,1962663,1962663,1962663,1962663,1962663,1962663,1962663,1962663,2030419,2030419,2030419,2030419,2030419,2030419,2030419,2030419,2030419,2030419,2030419,2030419,1985740,1985740,1985740,1985740,1985740,1985740,1985740,1985740,1985740,1985740,1985740,1985740,2055169,2055169,2055169,2055169,2055169,2055169,2055169,2055169,2055169,2055169,2055169,2055169,,,,,,,,,
Net sales,Industrials,283221,283221,283221,283221,371644,371644,371644,371644,371644,371644,371644,371644,371644,371644,371644,371644,621381,621381,621381,621381,621381,621381,621381,621381,621381,621381,621381,621381,604639,604639,604639,604639,604639,604639,604639,604639,604639,604639,604639,604639,751858,751858,751858,751858,751858,751858,751858,751858,751858,751858,751858,751858,1000002,1000002,1000002,1000002,1000002,1000002,1000002,1000002,1000002,1000002,1000002,1000002,1296312,1296312,1296312,1296312,1296312,1296312,1296312,1296312,1296312,1296312,1296312,1296312,1659201,1659201,1659201,1659201,1659201,1659201,1659201,1659201,1659201,1659201,1659201,1659201,1949368,1949368,1949368,1949368,1949368,1949368,1949368,1949368,1949368,1949368,1949368,1949368,1464494,1464494,1464494,1464494,1464494,1464494,1464494,1464494,1464494,1464494,1464494,1464494,1754867,1754867,1754867,1754867,1754867,1754867,1754867,1754867,1754867,1754867,1754867,1754867,1797206,1797206,1797206,1797206,1797206,1797206,1797206,1797206,1797206,1797206,1797206,1797206,1850430,1850430,1850430,1850430,1850430,1850430,1850430,1850430,1850430,1850430,1850430,1850430,,,,,,,,,
common equity,Industrials,115702,115702,115702,115702,133943,133943,133943,133943,133943,133943,133943,133943,133943,133943,133943,133943,202588,202588,202588,202588,202588,202588,202588,202588,202588,202588,202588,202588,265481,265481,265481,265481,265481,265481,265481,265481,265481,265481,265481,265481,389163,389163,389163,389163,389163,389163,389163,389163,389163,389163,389163,389163,589546,589546,589546,589546,589546,589546,589546,589546,589546,589546,589546,589546,728446,728446,728446,728446,728446,728446,728446,728446,728446,728446,728446,728446,1087654,1087654,1087654,1087654,1087654,1087654,1087654,1087654,1087654,1087654,1087654,1087654,1251747,1251747,1251747,1251747,1251747,1251747,1251747,1251747,1251747,1251747,1251747,1251747,1243596,1243596,1243596,1243596,1243596,1243596,1243596,1243596,1243596,1243596,1243596,1243596,1282795,1282795,1282795,1282795,1282795,1282795,1282795,1282795,1282795,1282795,1282795,1282795,1305523,1305523,1305523,1305523,1305523,1305523,1305523,1305523,1305523,1305523,1305523,1305523,1349624,1349624,1349624,1349624,1349624,1349624,1349624,1349624,1349624,1349624,1349624,1349624,,,,,,,,,
Turnover ratio,Industrials,0%,0.09%,0.06%,0.02%,0.03%,0.02%,0.05%,0.02%,0.07%,0.02%,0.03%,0.04%,0.02%,0.01%,0.03%,0.01%,0.04%,0.01%,0.13%,0.08%,0.03%,0.15%,0.08%,0.13%,0.04%,0.04%,0.06%,0.03%,0.04%,0.17%,0.35%,0.16%,0.12%,0.08%,0.2%,0.21%,0.1%,0.17%,0.08%,0.13%,0.11%,0.31%,0.34%,0.15%,0.19%,0.16%,0.19%,0.66%,0.17%,0.28%,0.22%,0.32%,0.28%,0.15%,0.18%,0.3%,0.18%,0.16%,0.13%,0.17%,0.09%,0.19%,0.13%,0.11%,0.05%,0.19%,0.17%,0.18%,0.14%,0.17%,0.14%,0.15%,0.21%,0.13%,0.16%,0.12%,0.23%,0.22%,0.16%,0.17%,0.14%,0.1%,0.11%,0.21%,0.12%,0.09%,0.14%,0.16%,0.07%,0.1%,0.15%,0.08%,0.27%,0.18%,0.16%,0.14%,0.06%,0.03%,0.03%,0.21%,0.07%,0.06%,0.06%,0.2%,0.17%,0.07%,0.13%,0.12%,0.1%,0.02%,0.13%,0.16%,0.07%,0.15%,0.04%,0.04%,0.1%,0.05%,0.06%,0.04%,0.02%,0.11%,0.5%,0.17%,0.09%,0.05%,0.06%,0.08%,0.03%,0.1%,0.09%,0.58%,0.12%,0.26%,0.13%,0.06%,0.09%,0.03%,0.03%,0.04%,0.06%,0.04%,0.07%,0.16%,0.08%,0.04%,0.08%,0.07%,0.11%,0.11%,0.21%,0.11%,0.1%,0.04%,0.05%,0.18%,0.06%
Return monthly,Industrials,,0.199921753,-0.022823606,-0.0667334,0.043618162,0.099691675,0.098753894,0.042529062,0.275768289,-0.108079301,-0.030353728,0.062607838,-0.058919044,0.037466108,0.018294132,-0.030797947,0.18464131,0.048567364,0.056395349,0.103283801,-0.09095444,0.074995427,0.190743577,0.214918548,0.087979299,-0.006054054,-0.045681966,-0.10542512,-0.053637406,0.015078083,0.059549072,0.059581925,0.1502658,0.038410188,-0.079715162,0.006125739,0.070818201,0.063241895,-0.030490665,0,-0.042868202,0.179152765,0.279001972,0.131259637,0.107140741,0.072632875,0.02255489,0.410257662,0.041731548,0.052117588,0.096135632,-0.104380887,-0.025470333,0.031152031,0.017569687,0.075764247,0.081070019,0,-0.041673427,0.00434574,0.03203057,0.076856062,0.078727815,0.054748289,-0.0089992,-0.076817866,-0.009083623,0.091080664,0,0.049466472,0.077445041,-0.013132015,0.024701051,0.091510972,-0.004571717,0.021806347,0.056183752,0.125004189,0.004735878,-0.05654784,-0.020109976,0.035898669,-0.022767726,-0.040023441,0.021118279,-0.185713593,0.153838522,-0.080550301,0.103317996,-0.122122394,-0.095450508,-0.122302158,-0.147395048,-0.042077937,-0.231215939,0.199225257,-0.10052329,0.171981613,-0.128205914,0.035288742,-0.09091835,-0.07498973,-0.16217853,0.226436006,0.166673215,0.028592598,-0.002226442,0.079050994,-0.047471338,-0.062831237,-0.052020168,0.096345276,0.034482759,-0.01612801,0.060094683,0.005164505,-0.056426995,-0.095643818,0.069703195,0.011257533,0.033331151,-0.001045627,-0.027024455,-0.055550122,0,-0.011770391,-0.011910583,0.056629785,-0.190425212,-0.023967933,-0.129006308,0.068199494,-0.028213879,0.040318427,0.010848037,0.18711315,-0.024569564,-0.059567759,-0.016929053,-0.111725802,0.032264107,-0.006940664,-0.04444749,0.1212353,0.061311503,-0.042262574,-0.058850671,-0.085929491,-0.008532839,0,-0.03447428,0.017827128,0,0.003502978,-0.035356306,-0.064257651,0.039224352
