Name,,12/31/2000,01/31/2001,02/28/2001,03/30/2001,04/30/2001,05/31/2001,06/29/2001,07/31/2001,08/31/2001,09/28/2001,10/31/2001,11/30/2001,12/31/2001,01/31/2002,02/28/2002,03/29/2002,04/30/2002,05/31/2002,06/28/2002,07/31/2002,08/30/2002,09/30/2002,10/31/2002,11/29/2002,12/31/2002,01/31/2003,02/28/2003,03/31/2003,04/30/2003,05/30/2003,06/30/2003,07/31/2003,08/29/2003,09/30/2003,10/31/2003,11/28/2003,12/31/2003,01/30/2004,02/27/2004,03/31/2004,04/30/2004,05/31/2004,06/30/2004,07/30/2004,08/31/2004,09/30/2004,10/29/2004,11/30/2004,12/31/2004,01/31/2005,02/28/2005,03/31/2005,04/29/2005,05/31/2005,06/30/2005,07/29/2005,08/31/2005,09/30/2005,10/31/2005,11/30/2005,12/30/2005,01/31/2006,02/28/2006,03/31/2006,04/28/2006,05/31/2006,06/30/2006,07/31/2006,08/31/2006,09/29/2006,10/31/2006,11/30/2006,12/29/2006,01/31/2007,02/28/2007,03/30/2007,04/30/2007,05/31/2007,06/29/2007,07/31/2007,08/31/2007,09/28/2007,10/31/2007,11/30/2007,12/31/2007,01/31/2008,02/29/2008,03/31/2008,04/30/2008,05/30/2008,06/30/2008,07/31/2008,08/29/2008,09/30/2008,10/31/2008,11/28/2008,12/31/2008,01/30/2009,02/27/2009,03/31/2009,04/30/2009,05/29/2009,06/30/2009,07/31/2009,08/31/2009,09/30/2009,10/30/2009,11/30/2009,12/31/2009,01/29/2010,02/26/2010,03/31/2010,04/30/2010,05/31/2010,06/30/2010,07/30/2010,08/31/2010,09/30/2010,10/29/2010,11/30/2010,12/31/2010,01/31/2011,02/28/2011,03/31/2011,04/29/2011,05/31/2011,06/30/2011,07/29/2011,08/31/2011,09/30/2011,10/31/2011,11/30/2011,12/30/2011,01/31/2012,02/29/2012,03/30/2012,04/30/2012,05/31/2012,06/29/2012,07/31/2012,08/31/2012,09/28/2012,10/31/2012,11/30/2012,12/31/2012,01/31/2013,02/28/2013,03/29/2013,04/30/2013,05/31/2013,06/28/2013,07/31/2013,08/30/2013,09/30/2013,10/31/2013,11/29/2013,12/31/2013
Def tax,Financials,-8274,-8274,-8274,-8274,-8274,-8274,-8274,-8274,-8274,-8274,9152,9152,9152,9152,9152,9152,9152,9152,9152,9152,9152,9152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Price monthly,Financials,4.75,5,3.9,2.75,3,2.7,3.5,3.35,3,2.6,2.4,3,3.1,3.1,1.42,1.3,1.25,1.65,1.8,1.8,1.6,1.5,1.7,1.7,1.7,1.75,1.8,1.85,1.84,1.89,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
MV monthly,Financials,1330.55,1400.58,1092.45,770.32,842.1,757.89,982.45,940.35,842.1,729.98,674.04,842.55,873.59,873.8,400.26,366.43,352.34,465.09,507.37,507.37,450.99,422.81,479.18,479.18,483.04,497.25,511.46,525.66,522.82,537.03,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55,545.55
NOSH,Financials,280116,280116,280116,280116,280701,280701,280701,280701,280701,280762,280850,280850,281805,281872,281872,281872,281872,281872,281872,281872,281872,281872,281872,281872,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142,284142
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market value,,,,,,,,,,,,,,,873803.2,400258.24,366433.6,352340,465088.8,507369.6,507369.6,450995.2,422808,479182.4,479182.4,483041.4,497248.5,511455.6,525662.7,522821.28,537028.38,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64,545552.64
Debt equity ratio,,,,,,,,,,,,,,,0.729085221935557,1.59166492112692,1.73858783692325,1.80813135040018,1.3697964775759,1.25564677111124,1.25564677111124,1.41260261750014,1.50677612533348,1.32950834588249,1.32950834588249,1.31888695254692,0.131218093166696,0.127573146134288,0.124125223265794,0.124799816870499,0.121498234413608,0.119599824500895,0.119599824500895,0.119599824500895,0.119599824500895,0.119599824500895,0.119599824500895,0.119599824500895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Price Sales,,,,,,,,,,,,,,,5.62622385051736,2.57717350572085,2.35938419537825,2.26863864940216,2.99460301721085,3.26683965513911,3.26683965513911,2.90385747123476,2.72236637928259,3.08534856318694,3.08534856318694,3.11019580320522,12.5790159372628,12.9384163926132,13.2978168479636,13.2259367568935,13.5853372122439,13.8009774854541,13.8009774854541,13.8009774854541,13.8009774854541,13.8009774854541,13.8009774854541,13.8009774854541,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
BV/MV,,,,,,,,,,,,,,,0.969092353976273,2.11562415304679,2.31091253640496,2.40334903786116,1.82071896807663,1.66899238740358,1.66899238740358,1.87761643582903,2.0027908648843,1.76716841019203,1.76716841019203,1.75305056668021,1.23689262008835,1.20253449175256,1.17003355954303,1.17639243758403,1.14527094452625,1.12737608601802,1.12737608601802,1.12737608601802,1.12737608601802,1.12737608601802,1.12737608601802,1.12737608601802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market value,,,,,,,,,,,,,,,873803.2,400258.24,366433.6,352340,465088.8,507369.6,507369.6,450995.2,422808,479182.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Debt equity ratio,,,,,,,,,,,,,,,0.729085221935557,1.59166492112692,1.73858783692325,1.80813135040018,1.3697964775759,1.25564677111124,1.25564677111124,1.41260261750014,1.50677612533348,1.32950834588249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Price Sales,,,,,,,,,,,,,,,5.62622385051736,2.57717350572085,2.35938419537825,2.26863864940216,2.99460301721085,3.26683965513911,3.26683965513911,2.90385747123476,2.72236637928259,3.08534856318694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV/MV,,,,,,,,,,,,,,,0.969092353976273,2.11562415304679,2.31091253640496,2.40334903786116,1.82071896807663,1.66899238740358,1.66899238740358,1.87761643582903,2.0027908648843,1.76716841019203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Return monthly,,,,,,,,,,,,,,,0,-0.194260167,-0.084481833,-0.038514174,0.3200488,0.090881084,0,-0.1111268,-0.0624305,0.133344629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Excess return,,,,,,,,,,,,,,,-0.1713739,-0.368360067,-0.266325833,-0.205447874,0.1631193,-0.061378416,-0.1461635,-0.2591887,-0.2083891,-0.015649771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beta,,,,,,,,,,,,,,,0.7853,0.7873,0.788,0.7799,0.6465,0.5565,0.5645,0.5613,0.5422,0.5888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
