Name,,12/31/2000,01/31/2001,02/28/2001,03/30/2001,04/30/2001,05/31/2001,06/29/2001,07/31/2001,08/31/2001,09/28/2001,10/31/2001,11/30/2001,12/31/2001,01/31/2002,02/28/2002,03/29/2002,04/30/2002,05/31/2002,06/28/2002,07/31/2002,08/30/2002,09/30/2002,10/31/2002,11/29/2002,12/31/2002,01/31/2003,02/28/2003,03/31/2003,04/30/2003,05/30/2003,06/30/2003,07/31/2003,08/29/2003,09/30/2003,10/31/2003,11/28/2003,12/31/2003,01/30/2004,02/27/2004,03/31/2004,04/30/2004,05/31/2004,06/30/2004,07/30/2004,08/31/2004,09/30/2004,10/29/2004,11/30/2004,12/31/2004,01/31/2005,02/28/2005,03/31/2005,04/29/2005,05/31/2005,06/30/2005,07/29/2005,08/31/2005,09/30/2005,10/31/2005,11/30/2005,12/30/2005,01/31/2006,02/28/2006,03/31/2006,04/28/2006,05/31/2006,06/30/2006,07/31/2006,08/31/2006,09/29/2006,10/31/2006,11/30/2006,12/29/2006,01/31/2007,02/28/2007,03/30/2007,04/30/2007,05/31/2007,06/29/2007,07/31/2007,08/31/2007,09/28/2007,10/31/2007,11/30/2007,12/31/2007,01/31/2008,02/29/2008,03/31/2008,04/30/2008,05/30/2008,06/30/2008,07/31/2008,08/29/2008,09/30/2008,10/31/2008,11/28/2008,12/31/2008,01/30/2009,02/27/2009,03/31/2009,04/30/2009,05/29/2009,06/30/2009,07/31/2009,08/31/2009,09/30/2009,10/30/2009,11/30/2009,12/31/2009,01/29/2010,02/26/2010,03/31/2010,04/30/2010,05/31/2010,06/30/2010,07/30/2010,08/31/2010,09/30/2010,10/29/2010,11/30/2010,12/31/2010,01/31/2011,02/28/2011,03/31/2011,04/29/2011,05/31/2011,06/30/2011,07/29/2011,08/31/2011,09/30/2011,10/31/2011,11/30/2011,12/30/2011,01/31/2012,02/29/2012,03/30/2012,04/30/2012,05/31/2012,06/29/2012,07/31/2012,08/31/2012,09/28/2012,10/31/2012,11/30/2012,12/31/2012,01/31/2013,02/28/2013,03/29/2013,04/30/2013,05/31/2013,06/28/2013,07/31/2013,08/30/2013,09/30/2013,10/31/2013,11/29/2013,12/31/2013
Def tax,Consumer Goods,-832,-832,-832,-832,-832,-832,-832,-1935,-1935,-1935,-1935,-1935,-1935,-1935,-1935,-1935,-1935,-1935,-1935,-2402,-2402,-2402,-2402,-2402,-2402,-2402,-2402,-2402,-2402,-2402,-2402,-2688,-2688,-2688,-2688,-2688,-2688,-2688,-2688,-2688,-2688,-2688,-2688,-9781,-9781,-9781,-9781,-9781,-9781,-9781,-9781,-9781,-9781,-9781,-9781,-9133,-9133,-9133,-9133,-9133,-9133,-9133,-9133,-9133,-9133,-9133,-9133,-8968,-8968,-8968,-8968,-8968,-8968,-8968,-8968,-8968,-8968,-8968,-8968,-11290,-11290,-11290,-11290,-11290,-11290,-11290,-11290,-11290,-11290,-11290,-11290,-6473,-6473,-6473,-6473,-6473,-6473,-6473,-6473,-6473,-6473,-6473,-6473,-4259,-4259,-4259,-4259,-4259,-4259,-4259,-4259,-4259,-4259,-4259,-4259,-3449,-3449,-3449,-3449,-3449,-3449,-3449,-3449,-3449,-3449,-3449,-3449,-1365,-1365,-1365,-1365,-1365,-1365,-1365,-1365,-1365,-1365,-1365,-1365,-8563,-8563,-8563,-8563,-8563,-8563,-8563,-8563,-8563,-8563,-8563,-8563,,,,,,
Price monthly,Consumer Goods,3.4,3.6,3.6,3.6,3.7,3.5,3.25,3.25,3.4,3,3,3,3.2,3.2,3.2,3.2,3,3.5,3.5,4.1,4.1,4,4,4,4,4,4,4,4,4,4,4,4,4.51,4.51,4.51,4.51,5,5.5,5.5,5.5,5.5,6,5.9,5.5,4.5,4.75,4.75,4.75,4.75,4.75,5.5,5.5,5.5,6.5,6.5,6.5,6.5,6.5,6.5,7.15,7.5,7.5,7.5,7.5,7.49,5.5,6,6,6,6,6,6,6,5.75,5.75,5.75,5.75,5.75,5.75,5.75,6.05,6.05,6.05,6.05,6.05,6.05,7,7,7,7.5,7.5,7.5,10,10.25,10.25,10.25,10.25,10.25,10.25,10.25,7.5,7.5,9,9,9,9,9.01,9,9,9,9,9,9,9,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,15,15,15,15,15,15.75,15.75,15.75,16.5,16.5,16.5,16.5,16.5,16.5,16.5,17.5,16,16,16,16,16,16,14,14,14,14,12,12
MV monthly,Consumer Goods,4.25,4.5,4.5,4.5,4.62,4.38,4.06,4.06,4.25,3.75,3.75,3.75,4,4,4,4,3.75,4.38,4.38,5.12,5.12,5,5,5,5,5,5,5,5,5,5,5,5,5.64,5.64,5.64,5.64,6.25,6.88,6.88,6.88,6.88,7.5,7.37,6.88,5.63,5.94,5.94,5.94,5.94,5.94,6.88,6.88,6.88,8.13,8.13,8.13,8.13,8.13,8.13,8.94,9.38,9.38,9.38,9.38,9.36,6.88,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.56,7.56,7.56,7.56,7.56,7.56,8.75,8.75,8.75,9.38,9.38,9.38,12.5,12.81,12.81,12.81,12.81,12.81,12.81,12.81,9.38,9.38,11.25,11.25,11.25,11.25,11.26,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.62,11.62,11.62,11.62,11.62,11.62,11.62,11.62,11.62,11.62,11.62,11.62,11.62,11.62,18.75,18.75,18.75,18.75,18.75,19.69,19.69,19.69,20.62,20.62,20.62,20.62,20.62,20.62,20.62,21.87,20,20,20,20,20,20,17.5,17.5,17.5,17.5,15,15
NOSH,Consumer Goods,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250,1250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market value,,,,,,,,,,,,3750,3750,4000,4000,4000,4000,3750,4375,4375,5125,5125,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5637.5,5637.5,5637.5,5637.5,6250,6875,6875,6875,6875,7500,7375,6875,5625,5937.5,5937.5,5937.5,5937.5,5937.5,6875,6875,6875,8125,8125,8125,8125,8125,8125,8937.5,9375,9375,9375,9375,9362.5,6875,7500,7500,7500,7500,7500,7500,7500,7187.5,7187.5,7187.5,7187.5,7187.5,7187.5,7187.5,7562.5,7562.5,7562.5,7562.5,7562.5,7562.5,8750,8750,8750,9375,9375,9375,12500,12812.5,12812.5,12812.5,12812.5,12812.5,12812.5,12812.5,9375,9375,11250,11250,11250,11250,11262.5,11250,11250,11250,11250,11250,11250,11250,11625,11625,11625,11625,11625,11625,11625,11625,11625,11625,11625,11625,11625,11625,18750,18750,18750,18750,18750,19687.5,19687.5,19687.5,20625,20625,20625,20625,20625,20625,20625,21875,20000,20000,20000,20000,20000,20000,17500,17500,17500,17500,15000,15000
Debt equity ratio,,,,,,,,,,,,7.47733333333333,7.47733333333333,7.01,7.01,7.01,7.01,7.47733333333333,6.40914285714286,6.40914285714286,5.47121951219512,5.47121951219512,5.608,5.2216,5.2216,5.2216,5.2216,5.2216,5.2216,5.2216,5.2216,5.2216,5.2216,5.2216,4.63113082039911,6.38953436807095,6.38953436807095,6.38953436807095,5.76336,5.23941818181818,5.23941818181818,5.23941818181818,5.23941818181818,4.8028,4.88420338983051,5.23941818181818,6.40373333333333,4.99435789473684,4.99435789473684,4.99435789473684,4.99435789473684,4.99435789473684,4.31330909090909,4.31330909090909,4.31330909090909,3.64972307692308,3.64972307692308,3.64972307692308,3.64972307692308,3.16098461538462,3.16098461538462,2.87362237762238,2.73952,2.73952,2.73952,2.73952,2.74317757009346,3.73570909090909,3.4244,3.4244,3.4244,3.37333333333333,3.37333333333333,3.37333333333333,3.37333333333333,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.34545454545455,3.89461157024793,3.89461157024793,3.89461157024793,3.89461157024793,3.89461157024793,3.36605714285714,3.36605714285714,3.36605714285714,3.14165333333333,3.14165333333333,3.14165333333333,2.35624,2.89568780487805,2.89568780487805,2.89568780487805,2.89568780487805,2.89568780487805,2.89568780487805,2.89568780487805,3.95744,3.95744,3.29786666666667,3.29786666666667,3.29786666666667,3.92853333333333,3.92417314095449,3.92853333333333,3.92853333333333,3.92853333333333,3.92853333333333,3.92853333333333,3.92853333333333,3.92853333333333,3.8018064516129,3.8018064516129,3.8018064516129,4.40094623655914,4.40094623655914,4.40094623655914,4.40094623655914,4.40094623655914,4.40094623655914,4.40094623655914,4.40094623655914,4.40094623655914,4.40094623655914,4.40094623655914,2.72858666666667,2.86789333333333,2.86789333333333,2.86789333333333,2.86789333333333,2.73132698412698,2.73132698412698,2.73132698412698,2.60717575757576,2.60717575757576,2.60717575757576,2.60717575757576,2.60717575757576,2.20334545454545,2.20334545454545,2.07744,2.2722,2.2722,2.2722,2.2722,2.2722,2.2722,2.5968,2.5968,2.5968,2.7516,3.2102,3.2102
Price Sales,,,,,,,,,,,,0.0133388823083736,0.0133388823083736,0.0142281411289319,0.0142281411289319,0.0142281411289319,0.0142281411289319,0.0133388823083736,0.0155620293597692,0.0155620293597692,0.0182298058214439,0.0182298058214439,0.0177851764111648,0.0150899208382753,0.0150899208382753,0.0150899208382753,0.0150899208382753,0.0150899208382753,0.0150899208382753,0.0150899208382753,0.0150899208382753,0.0150899208382753,0.0150899208382753,0.0150899208382753,0.0170138857451554,0.0158908457453406,0.0158908457453406,0.0158908457453406,0.0176173456156769,0.0193790801772446,0.0193790801772446,0.0193790801772446,0.0193790801772446,0.0211408147388123,0.0207884678264987,0.0193790801772446,0.0158556110541092,0.0158921554982174,0.0158921554982174,0.0158921554982174,0.0158921554982174,0.0158921554982174,0.0184014432084623,0.0184014432084623,0.0184014432084623,0.0217471601554554,0.0217471601554554,0.0217471601554554,0.0217471601554554,0.0259942604672888,0.0259942604672888,0.0285936865140177,0.0299933774622563,0.0299933774622563,0.0299933774622563,0.0299933774622563,0.0299533862923067,0.0219951434723213,0.0239947019698051,0.0239947019698051,0.0239947019698051,0.0236168403816481,0.0236168403816481,0.0236168403816481,0.0236168403816481,0.0226328053657461,0.0226328053657461,0.0226328053657461,0.0226328053657461,0.0226328053657461,0.0226328053657461,0.0226328053657461,0.0238136473848285,0.0193615365315391,0.0193615365315391,0.0193615365315391,0.0193615365315391,0.0193615365315391,0.0224017778050866,0.0224017778050866,0.0224017778050866,0.0240019047911642,0.0240019047911642,0.0240019047911642,0.0320025397215523,0.0282135354505137,0.0282135354505137,0.0282135354505137,0.0282135354505137,0.0282135354505137,0.0282135354505137,0.0282135354505137,0.0206440503296442,0.0206440503296442,0.024772860395573,0.024772860395573,0.024772860395573,0.0229113503848089,0.022936807440792,0.0229113503848089,0.0229113503848089,0.0229113503848089,0.0229113503848089,0.0229113503848089,0.0229113503848089,0.0229113503848089,0.0236750620643025,0.0236750620643025,0.0236750620643025,0.0241759384423417,0.0241759384423417,0.0241759384423417,0.0241759384423417,0.0241759384423417,0.0241759384423417,0.0241759384423417,0.0241759384423417,0.0241759384423417,0.0241759384423417,0.0241759384423417,0.0389934491005511,0.0369037824900901,0.0369037824900901,0.0369037824900901,0.0369037824900901,0.0387489716145946,0.0387489716145946,0.0387489716145946,0.0405941607390991,0.0405941607390991,0.0405941607390991,0.0405941607390991,0.0405941607390991,0.0381020117862223,0.0381020117862223,0.0404112246217509,0.036947405368458,0.036947405368458,0.036947405368458,0.036947405368458,0.036947405368458,0.036947405368458,0.0323289796974007,0.0323289796974007,0.0323289796974007,0.0368857469258365,0.0316163545078598,0.0316163545078598
BV/MV,,,,,,,,,,,,23.3098666666667,23.3098666666667,21.853,21.853,21.853,21.853,23.3098666666667,19.9798857142857,19.9798857142857,17.056,17.056,17.4824,18.1016,18.1016,18.1016,18.1016,18.1016,18.1016,18.1016,18.1016,18.1016,18.1016,18.1016,16.0546341463415,17.2308647450111,17.2308647450111,17.2308647450111,15.54224,14.1293090909091,14.1293090909091,14.1293090909091,14.1293090909091,12.9518666666667,13.1713898305085,14.1293090909091,17.2691555555556,16.5522526315789,16.5522526315789,16.5522526315789,16.5522526315789,16.5522526315789,14.2951272727273,14.2951272727273,14.2951272727273,12.0958769230769,12.0958769230769,12.0958769230769,12.0958769230769,9.4896,9.4896,8.62690909090909,8.22432,8.22432,8.22432,8.22432,8.23530040053405,11.2149818181818,10.2804,10.2804,10.2804,10.8834666666667,10.8834666666667,10.8834666666667,10.8834666666667,11.3566608695652,11.3566608695652,11.3566608695652,11.3566608695652,11.3566608695652,11.3566608695652,11.3566608695652,10.793520661157,11.5362644628099,11.5362644628099,11.5362644628099,11.5362644628099,11.5362644628099,9.97062857142857,9.97062857142857,9.97062857142857,9.30592,9.30592,9.30592,6.97944,8.32476097560976,8.32476097560976,8.32476097560976,8.32476097560976,8.32476097560976,8.32476097560976,8.32476097560976,11.3771733333333,11.3771733333333,9.48097777777778,9.48097777777778,9.48097777777778,10.3812444444444,10.3697225305216,10.3812444444444,10.3812444444444,10.3812444444444,10.3812444444444,10.3812444444444,10.3812444444444,10.3812444444444,10.0463655913979,10.0463655913979,10.0463655913979,11.141935483871,11.141935483871,11.141935483871,11.141935483871,11.141935483871,11.141935483871,11.141935483871,11.141935483871,11.141935483871,11.141935483871,11.141935483871,6.908,7.81109333333333,7.81109333333333,7.81109333333333,7.81109333333333,7.43913650793651,7.43913650793651,7.43913650793651,7.10099393939394,7.10099393939394,7.10099393939394,7.10099393939394,7.10099393939394,7.45624242424242,7.45624242424242,7.03017142857143,7.68925,7.68925,7.68925,7.68925,7.68925,7.68925,8.78771428571429,8.78771428571429,8.78771428571429,8.16925714285714,9.5308,9.5308
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market value,,,,,,,,,,,,3750,0,0,4000,0,4000,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,5637.5,0,0,0,6875,6875,6875,0,0,7375,6875,5625,5937.5,5937.5,0,5937.5,0,0,0,0,0,8125,0,0,8125,0,0,0,9375,0,0,9362.5,6875,0,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,7562.5,0,0,0,0,0,8750,0,0,9375,0,0,12812.5,0,0,0,0,0,0,0,9375,0,11250,0,0,0,11250,0,0,0,0,0,0,0,11625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19687.5,0,0,0,0,0,0,20625,20625,0,0,20000,0,20000,0,0,0,0,0,0,0,0
Debt equity ratio,,,,,,,,,,,,7.47733333333333,0,0,7.01,0,7.01,0,0,0,0,0,0,0,5.2216,0,0,0,0,0,0,0,0,0,0,6.38953436807095,0,0,0,5.23941818181818,5.23941818181818,5.23941818181818,0,0,4.88420338983051,5.23941818181818,6.40373333333333,4.99435789473684,4.99435789473684,0,4.99435789473684,0,0,0,0,0,3.64972307692308,0,0,3.16098461538462,0,0,0,2.73952,0,0,2.74317757009346,3.73570909090909,0,3.4244,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89461157024793,0,0,0,0,0,3.36605714285714,0,0,3.14165333333333,0,0,2.89568780487805,0,0,0,0,0,0,0,3.95744,0,3.29786666666667,0,0,0,3.92853333333333,0,0,0,0,0,0,0,3.8018064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73132698412698,0,0,0,0,0,0,2.20334545454545,2.20334545454545,0,0,2.2722,0,2.2722,0,0,0,0,0,0,0,0
Price Sales,,,,,,,,,,,,0.0133388823083736,0,0,0.0142281411289319,0,0.0142281411289319,0,0,0,0,0,0,0,0.0150899208382753,0,0,0,0,0,0,0,0,0,0,0.0158908457453406,0,0,0,0.0193790801772446,0.0193790801772446,0.0193790801772446,0,0,0.0207884678264987,0.0193790801772446,0.0158556110541092,0.0158921554982174,0.0158921554982174,0,0.0158921554982174,0,0,0,0,0,0.0217471601554554,0,0,0.0259942604672888,0,0,0,0.0299933774622563,0,0,0.0299533862923067,0.0219951434723213,0,0.0239947019698051,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193615365315391,0,0,0,0,0,0.0224017778050866,0,0,0.0240019047911642,0,0,0.0282135354505137,0,0,0,0,0,0,0,0.0206440503296442,0,0.024772860395573,0,0,0,0.0229113503848089,0,0,0,0,0,0,0,0.0236750620643025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387489716145946,0,0,0,0,0,0,0.0381020117862223,0.0381020117862223,0,0,0.036947405368458,0,0.036947405368458,0,0,0,0,0,0,0,0
BV/MV,,,,,,,,,,,,23.3098666666667,0,0,21.853,0,21.853,0,0,0,0,0,0,0,18.1016,0,0,0,0,0,0,0,0,0,0,17.2308647450111,0,0,0,14.1293090909091,14.1293090909091,14.1293090909091,0,0,13.1713898305085,14.1293090909091,17.2691555555556,16.5522526315789,16.5522526315789,0,16.5522526315789,0,0,0,0,0,12.0958769230769,0,0,9.4896,0,0,0,8.22432,0,0,8.23530040053405,11.2149818181818,0,10.2804,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5362644628099,0,0,0,0,0,9.97062857142857,0,0,9.30592,0,0,8.32476097560976,0,0,0,0,0,0,0,11.3771733333333,0,9.48097777777778,0,0,0,10.3812444444444,0,0,0,0,0,0,0,10.0463655913979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43913650793651,0,0,0,0,0,0,7.45624242424242,7.45624242424242,0,0,7.68925,0,7.68925,0,0,0,0,0,0,0,0
Return monthly,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050004129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099994125,0,0,0,0,-0.016670747,-0.067788593,-0.181808471,0.055551929,0.067346939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001334691,-0.265694791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024996226,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001113984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Excess return,,,,,,,,,,,,-0.139824,0,0,-0.1567957,0,-0.1682612,0,0,0,0,0,0,0,-0.074653471,0,0,0,0,0,0,0,0,0,0,-0.1028535,0,0,0,-0.005594675,-0.1084054,-0.1103186,0,0,-0.135389047,-0.181240093,-0.294566971,-0.056979771,-0.027491061,0,-0.085492,0,0,0,0,0,-0.0776707,0,0,-0.080537,0,0,0,-0.0818909,0,0,-0.090608591,-0.362432391,0,-0.1021717,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1137047,0,0,0,0,0,-0.1050029,0,0,-0.1036236,0,0,-0.050924874,0,0,0,0,0,0,0,-0.0880003,0,-0.0858285,0,0,0,-0.088124184,0,0,0,0,0,0,0,-0.0967431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0669787,0,0,0,0,0,0,-0.0282826,-0.0235804,0,0,-0.0200735,0,-0.0400669,0,0,0,0,0,0,0,0
Beta,,,,,,,,,,,,0.548,0,0,0.5539,0,0.5724,0,0,0,0,0,0,0,0.3152,0,0,0,0,0,0,0,0,0,0,0.1945,0,0,0,0.1776,0.1858,0.1622,0,0,0.2241,0.1405,0.1295,0.1259,0.126,0,0.084,0,0,0,0,0,-0.0211,0,0,-0.001,0,0,0,0.1443,0,0,0.1853,0.1752,0,0.2459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4469,0,0,0,0,0,0.0683,0,0,0.1972,0,0,-0.1203,0,0,0,0,0,0,0,-0.0119,0,-0.0305,0,0,0,-0.0546,0,0,0,0,0,0,0,0.2737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1551,0,0,0,0,0,0,-0.6098,-0.6392,0,0,-0.7155,0,-0.5037,0,0,0,0,0,0,0,0
