Name,,12/31/2000,01/31/2001,02/28/2001,03/30/2001,04/30/2001,05/31/2001,06/29/2001,07/31/2001,08/31/2001,09/28/2001,10/31/2001,11/30/2001,12/31/2001,01/31/2002,02/28/2002,03/29/2002,04/30/2002,05/31/2002,06/28/2002,07/31/2002,08/30/2002,09/30/2002,10/31/2002,11/29/2002,12/31/2002,01/31/2003,02/28/2003,03/31/2003,04/30/2003,05/30/2003,06/30/2003,07/31/2003,08/29/2003,09/30/2003,10/31/2003,11/28/2003,12/31/2003,01/30/2004,02/27/2004,03/31/2004,04/30/2004,05/31/2004,06/30/2004,07/30/2004,08/31/2004,09/30/2004,10/29/2004,11/30/2004,12/31/2004,01/31/2005,02/28/2005,03/31/2005,04/29/2005,05/31/2005,06/30/2005,07/29/2005,08/31/2005,09/30/2005,10/31/2005,11/30/2005,12/30/2005,01/31/2006,02/28/2006,03/31/2006,04/28/2006,05/31/2006,06/30/2006,07/31/2006,08/31/2006,09/29/2006,10/31/2006,11/30/2006,12/29/2006,01/31/2007,02/28/2007,03/30/2007,04/30/2007,05/31/2007,06/29/2007,07/31/2007,08/31/2007,09/28/2007,10/31/2007,11/30/2007,12/31/2007,01/31/2008,02/29/2008,03/31/2008,04/30/2008,05/30/2008,06/30/2008,07/31/2008,08/29/2008,09/30/2008,10/31/2008,11/28/2008,12/31/2008,01/30/2009,02/27/2009,03/31/2009,04/30/2009,05/29/2009,06/30/2009,07/31/2009,08/31/2009,09/30/2009,10/30/2009,11/30/2009,12/31/2009,01/29/2010,02/26/2010,03/31/2010,04/30/2010,05/31/2010,06/30/2010,07/30/2010,08/31/2010,09/30/2010,10/29/2010,11/30/2010,12/31/2010,01/31/2011,02/28/2011,03/31/2011,04/29/2011,05/31/2011,06/30/2011,07/29/2011,08/31/2011,09/30/2011,10/31/2011,11/30/2011,12/30/2011,01/31/2012,02/29/2012,03/30/2012,04/30/2012,05/31/2012,06/29/2012,07/31/2012,08/31/2012,09/28/2012,10/31/2012,11/30/2012,12/31/2012,01/31/2013,02/28/2013,03/29/2013,04/30/2013,05/31/2013,06/28/2013,07/31/2013,08/30/2013,09/30/2013,10/31/2013,11/29/2013,12/31/2013
Def tax,Consumer Goods,-4339,-4339,-4339,-28326,-28326,-28326,-28326,-28326,-28326,-28326,-28326,-28326,-28326,-28326,-28326,-30202,-30202,-30202,-30202,-30202,-30202,-30202,-30202,-30202,-30202,-30202,-30202,-25913,-25913,-25913,-25913,-25913,-25913,-25913,-25913,-25913,-25913,-25913,-25913,-77244,-77244,-77244,-77244,-77244,-77244,-77244,-77244,-77244,-77244,-77244,-77244,-60719,-60719,-60719,-60719,-60719,-60719,-60719,-60719,-60719,-60719,-60719,-60719,48439,48439,48439,48439,48439,48439,48439,48439,48439,48439,48439,48439,33145,33145,33145,33145,33145,33145,33145,33145,33145,33145,33145,33145,33145,33145,33145,33145,43723,43723,43723,43723,43723,43723,43723,43723,43723,43723,43723,43723,57792,57792,57792,57792,57792,57792,57792,57792,57792,57792,57792,57792,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,56000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,,,,,,
Price monthly,Consumer Goods,2.6,2.78,2.85,2.65,3.55,4.01,4.05,4,4.61,5,4.6,5,4.99,5.02,4.55,4.9,5.65,5.6,5.3,5.05,5.25,5.1,5.5,5.37,5.63,5,4.2,3.95,3.9,4.7,4.2,4.85,5.25,5.35,5.6,5.31,5.65,5.76,6.3,6.5,6.45,6.1,6.1,6.3,6.2,6.6,6.98,7.1,7,5.76,4.8,4.6,4.46,5.1,5.05,5.4,5.45,5.35,5.55,5.2,5.49,5.9,6.4,6.3,5.74,6.15,5.45,6.25,6.01,6.9,7.55,7.21,7.37,7.18,6.5,6.5,6.73,7,6.7,6.89,6.2,6.48,6.5,7.09,7.84,7,6.8,7.5,6.6,6.99,6.15,5.8,5.7,4.94,4.4,4.4,6,4.92,4,4.3,4.9,5.25,4.99,5,5.6,5.77,5.98,5.7,6.05,5.95,5.85,6.4,6.8,6.75,6.25,7,6.45,6.85,6.66,7.2,7.6,7.1,7.1,6.85,6.99,6.65,6.52,6.4,6.3,5.75,5.2,5.4,5.24,6.09,5.89,6.35,6,5.75,5.8,5.36,5.5,5.19,5.24,4.97,5.33,5.01,5.21,5.35,4.88,4.45,4.15,4.81,4.64,6.6,6.6,6.6,6.55
MV monthly,Consumer Goods,1687.6,1804.44,1849.87,1720.06,2411.84,2724.36,2751.54,2717.57,3132,3396.96,3125.2,3396.96,3390.16,3410.55,3091.23,3329.02,3838.56,3804.59,3600.78,3430.93,3566.81,3464.9,3736.66,3648.33,1983.24,1761.31,1479.5,1391.44,1373.82,1655.63,1479.5,1708.47,1849.38,1884.6,1972.67,1906.26,2028.32,2067.81,2264.94,2336.85,2318.87,2193.04,2193.04,2264.94,2228.99,2372.8,2509.41,2552.56,2516.6,2070.81,1725.67,1653.77,1603.44,1833.53,1815.55,1941.38,1993.69,1957.11,2030.27,1902.24,2008.32,2158.31,2392.28,2354.9,2145.58,2298.83,2037.18,2336.21,2246.5,2579.18,2822.14,2695.05,2754.86,2683.84,2429.66,2429.66,2515.63,2616.56,2504.42,2575.44,2317.52,2422.18,2429.66,2650.2,2930.54,2616.56,2541.8,2803.45,2467.04,2612.82,2298.83,2168,2130.63,1846.54,1644.69,1644.69,2242.76,1839.07,1495.18,1607.31,1831.59,1962.42,1865.23,1868.97,2093.25,2156.79,2235.29,2130.62,2261.45,2224.07,2186.69,2392.28,2541.8,2523.11,2336.21,2616.56,2410.97,2560.49,2500.85,2703.62,2853.82,2666.07,2666.07,2572.2,2624.77,2497.1,2448.28,2403.22,2365.67,2159.14,1952.62,2027.72,1967.64,2286.82,2211.72,2384.45,2253.02,2159.14,2177.92,2012.7,2065.27,1948.86,1967.64,1866.25,2001.43,1881.27,1956.37,2008.94,1832.46,1670.99,1558.34,1806.17,1742.34,2478.32,2478.32,2478.32,2459.55
NOSH,Consumer Goods,324539,324539,324539,324539,679392,679392,679392,679392,679392,679392,679392,679392,679392,679392,679392,679392,679392,679392,679392,679392,679392,679392,679392,679392,352262,352262,352262,352262,352262,352262,352262,352262,352262,352262,352262,358994,358994,358994,359515,359515,359515,359515,359515,359515,359515,359515,359515,359515,359515,359515,359515,359515,359515,359515,359515,359515,365815,365815,365815,365815,365815,365815,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,373794,375504,375504,375504,375504,375504,375504,375504,375504,375504,375504,375504,375504,375504,375504,375504,375504,375504,375504,375504,375504,375504,375504,375504,375504,375504,375504,375504,375504,375504,375504,375504,375504,375504,375504,375504,375504,375504,375504,375504
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market value,,,,,,,,2751537.6,2717568,3131997.12,3396960,3125203.2,3396960,3390166.08,3410547.84,3091233.6,3329020.8,3838564.8,3804595.2,3600777.6,3430929.6,3566808,3464899.2,3736656,3648335.04,1983235.06,1761310,1479500.4,1391434.9,1373821.8,1655631.4,1479500.4,1708470.7,1849375.5,1884601.7,1972667.2,1906258.14,2028316.1,2067805.44,2264944.5,2336847.5,2318871.75,2193041.5,2193041.5,2264944.5,2228993,2372799,2509414.7,2552556.5,2516605,2070806.4,1725672,1653769,1603436.9,1833526.5,1815550.75,1941381,1993691.75,1957110.25,2030273.25,1902238,2008324.35,2158308.5,2392281.6,2354902.2,2145577.56,2298833.1,2037177.3,2336212.5,2246501.94,2579178.6,2822144.7,2695054.74,2754861.78,2683840.92,2429661,2429661,2515633.62,2616558,2504419.8,2575440.66,2317522.8,2422185.12,2429661,2650199.46,2930544.96,2616558,2541799.2,2803455,2467040.4,2612820.06,2298833.1,2168005.2,2130625.8,1846542.36,1644693.6,1644693.6,2242764,1839066.48,1495176,1607314.2,1831590.6,1962418.5,1865232.06,1868970,2093246.4,2156791.38,2235288.12,2130625.8,2261453.7,2224074.3,2186694.9,2392281.6,2541799.2,2523109.5,2336212.5,2616558,2410971.3,2560488.9,2500856.64,2703628.8,2853830.4,2666078.4,2666078.4,2572202.4,2624772.96,2497101.6,2448286.08,2403225.6,2365675.2,2159148,1952620.8,2027721.6,1967640.96,2286819.36,2211718.56,2384450.4,2253024,2159148,2177923.2,2012701.44,2065272,1948865.76,1967640.96,1866254.88,2001436.32,1881275.04,1956375.84,2008946.4,1832459.52,1670992.8,1558341.6,1806174.24,1742338.56,2478326.4,2478326.4,2478326.4,2459551.2
Debt equity ratio,,,,,,,,0.675890818282839,0.684339453511375,0.593786944478416,0.5474715628091,0.595077785662065,0.5474715628091,0.548568700209519,0.545290401204283,0.601617101988022,0.55864445184602,0.484488108680619,0.488813895365268,0.289178093087449,0.303493840269996,0.291932170164472,0.300518410463427,0.278662526066087,0.285408546250182,0.525034082445073,0.591188376833153,0.703795686706134,0.74833971751032,0.75793381645276,0.628923805141652,1.39263226964994,1.20599083144944,1.11410581571996,1.09328140794949,1.04447420223746,1.08086095831701,1.01581799799351,0.996418695948493,0.909691164617941,0.881700667245081,0.888535556138454,0.93951710444148,0.625365730653068,0.605512850314875,0.615279186610276,0.577989538936926,0.546523059739787,0.537286050279396,0.544961565283388,0.662279680031895,0.794735616038274,0.829289338474721,0.85532084237303,0.74798646215367,1.18596409381561,1.10909605069793,1.07999544061914,1.10018227128492,1.06053606331069,1.13191829834122,1.07212662137966,0.997622907012598,0.900052067448916,0.914338608202073,1.00354237485593,0.936639549865538,0.95703550201546,0.834534957757481,0.86786081297575,0.75591934579482,0.690840196819107,0.723417959221118,0.707712820350646,0.726440596933741,0.802437459382194,0.802437459382194,0.775013890933768,0.745120497997751,2.02464898257073,1.96881686258693,2.18792712632644,2.09338706531233,2.08694587434214,1.91327901032777,1.73024849275815,1.93787831188913,1.99487473282705,1.80868642442986,2.05532548230665,1.94065066998912,3.05530140487363,3.23967304137462,3.29650941052155,3.80366470444794,4.27047809999382,4.27047809999382,3.13168393999547,3.81912675609204,4.69752590999321,4.36979154417973,3.83471502856588,3.57906735999482,3.76555183165788,3.75802072799456,3.35537564999515,3.25651709531591,3.32596631882963,3.48934712045635,3.28748406390102,3.34273589690776,3.39987668147029,3.10769977915643,2.92489390979429,2.94655979060758,3.18228457385619,2.8413255123716,3.08360908319398,2.90354431921185,2.42982340643085,2.24758665094853,2.12929261668808,2.27924280096189,2.27924280096189,2.36242684479262,2.31511071342338,2.43347727621495,2.48199752865482,2.5285349823171,2.56867045822689,2.81436937162251,3.2115810709381,3.09263362386631,3.1870651849004,2.74223671081742,2.83535170948694,2.62995615257923,2.78337026147968,2.90438635980489,2.87934854635829,3.1157129792683,3.0364039216142,3.21776908841582,2.69459729075776,2.84098386389752,2.64909752412208,2.81830135799814,2.71011320605963,2.6391943558076,2.89337905810874,3.1729640008024,3.40233489242667,2.93548644564879,3.04303659559713,2.13934693993495,1.92347545504902,1.92347545504902,1.93815847378985
Price Sales,,,,,,,,0.656799398087323,0.648690763543035,0.747616104983348,0.810863454428794,0.74599437807449,0.810863454428794,0.809241727519937,0.814106908246509,0.737885743530203,0.794646185340218,0.916275703504537,0.908167068960249,0.805039532319382,0.767065969474128,0.797444819750331,0.774660682043178,0.835418382595585,0.815672129916053,0.443399399391343,0.393782770329789,0.330777527077023,0.311088388560534,0.307150560857236,0.370155804110002,0.240258046328299,0.277440839212441,0.300322557910374,0.306042987584858,0.320344061771066,0.309559805805945,0.32938096097996,0.335793687653906,0.36780736295308,0.379483787173813,0.376564681118629,0.356130938732347,0.370825731944231,0.382983952663714,0.376904842303973,0.401221283742939,0.424321903109957,0.431616835541646,0.425537725181905,0.35015675672111,0.291797297267592,0.279639076548109,0.271128322044471,0.310034628346816,0.290632971472982,0.310775850683981,0.319149744232526,0.313293785622754,0.325005702842297,0.304509847708098,0.321492127676434,0.345501557976495,0.382955921231142,0.376972234961905,0.34346359185418,0.36799670555805,0.375090091118522,0.430149187062525,0.413631458279324,0.474884702517028,0.51962021797153,0.496220102195329,0.50723192138413,0.494155386097429,0.447355154545026,0.447355154545026,0.463184644628927,0.481767089510028,0.389152755699961,0.400188430861602,0.360111505274591,0.376374605512798,0.377536255529813,0.41180493103175,0.455366806669805,0.406577505955183,0.394961005785035,0.435618756380554,0.383344505614887,0.405996680946676,0.289787994418119,0.273295994735787,0.268583994826549,0.232772795516343,0.207327996006459,0.207327996006459,0.282719994554263,0.231830395534495,0.188479996369508,0.202615996097221,0.230887995552648,0.24737999523498,0.235128795470962,0.235599995461885,0.263871994917312,0.271882394763016,0.254576185286619,0.242656230122697,0.257556174077599,0.253299047233341,0.249041920389083,0.272456118032502,0.289484625409533,0.287356061987404,0.266070427766115,0.297998879098049,0.274584681454631,0.291613188831662,0.344525659747287,0.37246017269977,0.393152404516424,0.367287114745607,0.367287114745607,0.354354469860198,0.361596750996027,0.344008353951871,0.337283378611458,0.331075709066462,0.325902651112299,0.2974508323644,0.267849218106996,0.278151111111111,0.269909596707819,0.313692641975309,0.303390748971193,0.327085102880658,0.309056790123457,0.296179423868313,0.298754897119341,0.276090732510288,0.283302057613169,0.26733412345679,0.258491981082501,0.245172737782449,0.262931728849186,0.247145959012086,0.257012065160273,0.263918339464004,0.240732990015765,0.219520861797162,0.204721702574882,0.237279852863899,0.22889366263794,0.325581502890173,0.289085081068471,0.289085081068471,0.286895042575528
BV/MV,,,,,,,,0.395610803210539,0.400555938250671,0.347553959436591,0.320444750600537,0.348309511522323,0.320444750600537,0.321086924449436,0.319168078287387,0.352137088572019,0.326984439388303,0.28357942531021,0.286111384464765,0.371130391391015,0.389503183044036,0.37466496654712,0.385684524386741,0.357634740794978,0.366292565060033,0.673827337441281,0.758729581958883,0.903249502332003,0.960417192353016,0.972730233280619,0.807159129743492,0.86095549551727,0.745569707458255,0.688764396413816,0.675890295546268,0.645716621637953,0.66821170400353,0.628000734205088,0.616007664628254,0.562390822379974,0.545086489383668,0.549311966045556,0.580829865736695,0.628995848915764,0.609027726727962,0.618850754578413,0.581344648240327,0.549695512662774,0.540404884279741,0.548124954055166,0.666124076108708,0.79934889133045,0.834103190953513,0.860285802328735,0.752328368311012,0.521830083791378,0.488007763545641,0.475203350768743,0.484085656390589,0.46664112823237,0.498049665709548,0.471741031273161,0.438959027405026,0.396027374034896,0.402313522829101,0.441563622617306,0.412126047776152,0.575619019512931,0.501939785015276,0.521983969441843,0.454655602368909,0.415513067065626,0.43510730323793,0.425661283086224,0.436925300326668,0.482634408668534,0.482634408668534,0.466140216396058,0.448160522335068,0.49136730191959,0.477817260212084,0.530993697235686,0.50804952513291,0.506486295824809,0.464338635100318,0.419918485058834,0.470308703265894,0.484141312185479,0.438954789714834,0.498812261039584,0.470981534028792,0.599717743754429,0.635907607601679,0.647063881419252,0.746612170868368,0.838241846384032,0.838241846384032,0.61471068734829,0.749647179693036,0.922066031022435,0.857735842811567,0.752706964099947,0.702526499826617,0.739131086991932,0.737652824817948,0.658618593587453,0.639213886324045,0.665178679516267,0.69785412342233,0.657482397273931,0.668532521597862,0.679960427949962,0.621526328673012,0.584965956398129,0.589299037556634,0.636442960561165,0.568252643358183,0.616708295117408,0.580696131898873,0.640372172632814,0.592344259685353,0.561168246017703,0.60068713658233,0.60068713658233,0.622610024778765,0.61014000997633,0.641335138305946,0.654122495358059,0.666387292146022,0.676964868211832,0.741718029519051,0.80455969740771,0.774761190096313,0.798418020328261,0.686980365602642,0.710307372923615,0.658852035672455,0.697285071086682,0.727601813307842,0.721329383882774,0.780542990022405,0.760674623003653,0.80610990877073,0.889389901702392,0.937706858132904,0.8743720609607,0.930220176630845,0.894511148737147,0.871103380358978,0.955000632155847,1.04728159211697,1.12298869516157,0.968898770253749,1.0043972165777,0.706121679533414,0.88043285985252,0.88043285985252,0.887153721378112
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market value,,,,,,,,2751537.6,2717568,3131997.12,3396960,3125203.2,3396960,3390166.08,3410547.84,3091233.6,3329020.8,3838564.8,3804595.2,3600777.6,3430929.6,3566808,3464899.2,3736656,3648335.04,1983235.06,1761310,1479500.4,1391434.9,1373821.8,1655631.4,1479500.4,1708470.7,1849375.5,1884601.7,1972667.2,1906258.14,2028316.1,2067805.44,2264944.5,2336847.5,2318871.75,2193041.5,2193041.5,2264944.5,2228993,2372799,2509414.7,2552556.5,2516605,2070806.4,1725672,1653769,1603436.9,1833526.5,1815550.75,1941381,1993691.75,1957110.25,2030273.25,1902238,2008324.35,2158308.5,2392281.6,2354902.2,2145577.56,2298833.1,2037177.3,2336212.5,2246501.94,2579178.6,2822144.7,2695054.74,2754861.78,2683840.92,2429661,2429661,2515633.62,2616558,2504419.8,2575440.66,2317522.8,2422185.12,2429661,2650199.46,2930544.96,2616558,2541799.2,2803455,2467040.4,2612820.06,2298833.1,2168005.2,2130625.8,1846542.36,1644693.6,1644693.6,2242764,1839066.48,1495176,1607314.2,1831590.6,1962418.5,1865232.06,1868970,2093246.4,2156791.38,2235288.12,2130625.8,2261453.7,2224074.3,2186694.9,2392281.6,2541799.2,2523109.5,2336212.5,2616558,2410971.3,2560488.9,2500856.64,2703628.8,2853830.4,2666078.4,2666078.4,2572202.4,2624772.96,2497101.6,2448286.08,2403225.6,2365675.2,2159148,1952620.8,2027721.6,1967640.96,2286819.36,2211718.56,2384450.4,2253024,2159148,2177923.2,2012701.44,2065272,1948865.76,1967640.96,1866254.88,2001436.32,1881275.04,1956375.84,2008946.4,1832459.52,1670992.8,1558341.6,1806174.24,1742338.56,2478326.4,2478326.4,2478326.4,2459551.2
Debt equity ratio,,,,,,,,0.675890818282839,0.684339453511375,0.593786944478416,0.5474715628091,0.595077785662065,0.5474715628091,0.548568700209519,0.545290401204283,0.601617101988022,0.55864445184602,0.484488108680619,0.488813895365268,0.289178093087449,0.303493840269996,0.291932170164472,0.300518410463427,0.278662526066087,0.285408546250182,0.525034082445073,0.591188376833153,0.703795686706134,0.74833971751032,0.75793381645276,0.628923805141652,1.39263226964994,1.20599083144944,1.11410581571996,1.09328140794949,1.04447420223746,1.08086095831701,1.01581799799351,0.996418695948493,0.909691164617941,0.881700667245081,0.888535556138454,0.93951710444148,0.625365730653068,0.605512850314875,0.615279186610276,0.577989538936926,0.546523059739787,0.537286050279396,0.544961565283388,0.662279680031895,0.794735616038274,0.829289338474721,0.85532084237303,0.74798646215367,1.18596409381561,1.10909605069793,1.07999544061914,1.10018227128492,1.06053606331069,1.13191829834122,1.07212662137966,0.997622907012598,0.900052067448916,0.914338608202073,1.00354237485593,0.936639549865538,0.95703550201546,0.834534957757481,0.86786081297575,0.75591934579482,0.690840196819107,0.723417959221118,0.707712820350646,0.726440596933741,0.802437459382194,0.802437459382194,0.775013890933768,0.745120497997751,2.02464898257073,1.96881686258693,2.18792712632644,2.09338706531233,2.08694587434214,1.91327901032777,1.73024849275815,1.93787831188913,1.99487473282705,1.80868642442986,2.05532548230665,1.94065066998912,3.05530140487363,3.23967304137462,3.29650941052155,3.80366470444794,4.27047809999382,4.27047809999382,3.13168393999547,3.81912675609204,4.69752590999321,4.36979154417973,3.83471502856588,3.57906735999482,3.76555183165788,3.75802072799456,3.35537564999515,3.25651709531591,3.32596631882963,3.48934712045635,3.28748406390102,3.34273589690776,3.39987668147029,3.10769977915643,2.92489390979429,2.94655979060758,3.18228457385619,2.8413255123716,3.08360908319398,2.90354431921185,2.42982340643085,2.24758665094853,2.12929261668808,2.27924280096189,2.27924280096189,2.36242684479262,2.31511071342338,2.43347727621495,2.48199752865482,2.5285349823171,2.56867045822689,2.81436937162251,3.2115810709381,3.09263362386631,3.1870651849004,2.74223671081742,2.83535170948694,2.62995615257923,2.78337026147968,2.90438635980489,2.87934854635829,3.1157129792683,3.0364039216142,3.21776908841582,2.69459729075776,2.84098386389752,2.64909752412208,2.81830135799814,2.71011320605963,2.6391943558076,2.89337905810874,3.1729640008024,3.40233489242667,2.93548644564879,3.04303659559713,2.13934693993495,1.92347545504902,1.92347545504902,1.93815847378985
Price Sales,,,,,,,,0.656799398087323,0.648690763543035,0.747616104983348,0.810863454428794,0.74599437807449,0.810863454428794,0.809241727519937,0.814106908246509,0.737885743530203,0.794646185340218,0.916275703504537,0.908167068960249,0.805039532319382,0.767065969474128,0.797444819750331,0.774660682043178,0.835418382595585,0.815672129916053,0.443399399391343,0.393782770329789,0.330777527077023,0.311088388560534,0.307150560857236,0.370155804110002,0.240258046328299,0.277440839212441,0.300322557910374,0.306042987584858,0.320344061771066,0.309559805805945,0.32938096097996,0.335793687653906,0.36780736295308,0.379483787173813,0.376564681118629,0.356130938732347,0.370825731944231,0.382983952663714,0.376904842303973,0.401221283742939,0.424321903109957,0.431616835541646,0.425537725181905,0.35015675672111,0.291797297267592,0.279639076548109,0.271128322044471,0.310034628346816,0.290632971472982,0.310775850683981,0.319149744232526,0.313293785622754,0.325005702842297,0.304509847708098,0.321492127676434,0.345501557976495,0.382955921231142,0.376972234961905,0.34346359185418,0.36799670555805,0.375090091118522,0.430149187062525,0.413631458279324,0.474884702517028,0.51962021797153,0.496220102195329,0.50723192138413,0.494155386097429,0.447355154545026,0.447355154545026,0.463184644628927,0.481767089510028,0.389152755699961,0.400188430861602,0.360111505274591,0.376374605512798,0.377536255529813,0.41180493103175,0.455366806669805,0.406577505955183,0.394961005785035,0.435618756380554,0.383344505614887,0.405996680946676,0.289787994418119,0.273295994735787,0.268583994826549,0.232772795516343,0.207327996006459,0.207327996006459,0.282719994554263,0.231830395534495,0.188479996369508,0.202615996097221,0.230887995552648,0.24737999523498,0.235128795470962,0.235599995461885,0.263871994917312,0.271882394763016,0.254576185286619,0.242656230122697,0.257556174077599,0.253299047233341,0.249041920389083,0.272456118032502,0.289484625409533,0.287356061987404,0.266070427766115,0.297998879098049,0.274584681454631,0.291613188831662,0.344525659747287,0.37246017269977,0.393152404516424,0.367287114745607,0.367287114745607,0.354354469860198,0.361596750996027,0.344008353951871,0.337283378611458,0.331075709066462,0.325902651112299,0.2974508323644,0.267849218106996,0.278151111111111,0.269909596707819,0.313692641975309,0.303390748971193,0.327085102880658,0.309056790123457,0.296179423868313,0.298754897119341,0.276090732510288,0.283302057613169,0.26733412345679,0.258491981082501,0.245172737782449,0.262931728849186,0.247145959012086,0.257012065160273,0.263918339464004,0.240732990015765,0.219520861797162,0.204721702574882,0.237279852863899,0.22889366263794,0.325581502890173,0.289085081068471,0.289085081068471,0.286895042575528
BV/MV,,,,,,,,0.395610803210539,0.400555938250671,0.347553959436591,0.320444750600537,0.348309511522323,0.320444750600537,0.321086924449436,0.319168078287387,0.352137088572019,0.326984439388303,0.28357942531021,0.286111384464765,0.371130391391015,0.389503183044036,0.37466496654712,0.385684524386741,0.357634740794978,0.366292565060033,0.673827337441281,0.758729581958883,0.903249502332003,0.960417192353016,0.972730233280619,0.807159129743492,0.86095549551727,0.745569707458255,0.688764396413816,0.675890295546268,0.645716621637953,0.66821170400353,0.628000734205088,0.616007664628254,0.562390822379974,0.545086489383668,0.549311966045556,0.580829865736695,0.628995848915764,0.609027726727962,0.618850754578413,0.581344648240327,0.549695512662774,0.540404884279741,0.548124954055166,0.666124076108708,0.79934889133045,0.834103190953513,0.860285802328735,0.752328368311012,0.521830083791378,0.488007763545641,0.475203350768743,0.484085656390589,0.46664112823237,0.498049665709548,0.471741031273161,0.438959027405026,0.396027374034896,0.402313522829101,0.441563622617306,0.412126047776152,0.575619019512931,0.501939785015276,0.521983969441843,0.454655602368909,0.415513067065626,0.43510730323793,0.425661283086224,0.436925300326668,0.482634408668534,0.482634408668534,0.466140216396058,0.448160522335068,0.49136730191959,0.477817260212084,0.530993697235686,0.50804952513291,0.506486295824809,0.464338635100318,0.419918485058834,0.470308703265894,0.484141312185479,0.438954789714834,0.498812261039584,0.470981534028792,0.599717743754429,0.635907607601679,0.647063881419252,0.746612170868368,0.838241846384032,0.838241846384032,0.61471068734829,0.749647179693036,0.922066031022435,0.857735842811567,0.752706964099947,0.702526499826617,0.739131086991932,0.737652824817948,0.658618593587453,0.639213886324045,0.665178679516267,0.69785412342233,0.657482397273931,0.668532521597862,0.679960427949962,0.621526328673012,0.584965956398129,0.589299037556634,0.636442960561165,0.568252643358183,0.616708295117408,0.580696131898873,0.640372172632814,0.592344259685353,0.561168246017703,0.60068713658233,0.60068713658233,0.622610024778765,0.61014000997633,0.641335138305946,0.654122495358059,0.666387292146022,0.676964868211832,0.741718029519051,0.80455969740771,0.774761190096313,0.798418020328261,0.686980365602642,0.710307372923615,0.658852035672455,0.697285071086682,0.727601813307842,0.721329383882774,0.780542990022405,0.760674623003653,0.80610990877073,0.889389901702392,0.937706858132904,0.8743720609607,0.930220176630845,0.894511148737147,0.871103380358978,0.955000632155847,1.04728159211697,1.12298869516157,0.968898770253749,1.0043972165777,0.706121679533414,0.88043285985252,0.88043285985252,0.887153721378112
Return monthly,,,,,,,,0.037603158,-0.012345252,0.152515668,0.084576359,-0.079997759,0.108387882,-0.002005219,0.00600022,-0.093625171,0.076943975,0.153039774,-0.008848482,-0.03141785,-0.047174111,0.039597119,-0.028579463,0.078445304,0.00383095,0.048421206,-0.111891679,-0.160005221,-0.05951641,-0.012656555,0.205134212,-0.063404338,0.154756257,0.082479521,0.019048749,0.046720052,-0.024596909,0.064046148,0.019456587,0.093765764,0.031746642,-0.007692451,-0.054264584,0.042433264,0.032785637,-0.015872431,0.064513712,0.057577251,0.01718802,0.012448269,-0.016576728,-0.166672143,-0.041657631,-0.030425838,0.143493667,0.009407355,0.069300197,0.009265785,-0.018361438,0.037392421,-0.063057186,0.073620508,0.074674515,0.084756777,-0.015632577,-0.088880517,0.071421756,-0.113817518,0.192603387,-0.038397798,0.148098382,0.094201608,-0.045039703,0.036608676,-0.02577925,-0.094706513,0,0.03538185,0.040114724,-0.014195447,0.028348155,-0.100142713,0.045165575,0.0030867,0.090764517,0.122956746,-0.107139841,-0.028574469,0.102946367,-0.119996028,0.059082417,-0.089374297,-0.056906235,-0.017245895,-0.133332398,-0.092743959,0,0.363637985,-0.17999372,-0.187003414,0.075004415,0.139542525,0.113547891,-0.049517343,0.001997911,0.119998187,0.030359431,0.036402429,-0.020511007,0.061403169,-0.016534046,-0.016799664,0.094014624,0.062496411,0.028156379,-0.074071738,0.120007266,-0.078572297,0.062015248,-0.027741521,0.108144391,0.055564102,-0.06579223,0,-0.035207972,0.020434356,-0.014092876,-0.019547966,-0.018400885,-0.015625,-0.087306889,-0.095646921,0.044807564,-0.029631633,0.162223461,-0.032848188,0.11299486,-0.055116675,-0.041663987,0.00870178,-0.075866275,0.02612097,-0.056361085,0.009628253,-0.033175006,0.072435067,-0.060037879,0.039920411,0.026871564,-0.059353515,-0.088109924,-0.067421909,0.159039981,-0.03534724,0.422410042,0,0.005005701,-0.007572613
