me,,12/31/2000,01/31/2001,02/28/2001,03/30/2001,04/30/2001,05/31/2001,06/29/2001,07/31/2001,08/31/2001,09/28/2001,10/31/2001,11/30/2001,12/31/2001,01/31/2002,02/28/2002,03/29/2002,04/30/2002,05/31/2002,06/28/2002,07/31/2002,08/30/2002,09/30/2002,10/31/2002,11/29/2002,12/31/2002,01/31/2003,02/28/2003,03/31/2003,04/30/2003,05/30/2003,06/30/2003,07/31/2003,08/29/2003,09/30/2003,10/31/2003,11/28/2003,12/31/2003,01/30/2004,02/27/2004,03/31/2004,04/30/2004,05/31/2004,06/30/2004,07/30/2004,08/31/2004,09/30/2004,10/29/2004,11/30/2004,12/31/2004,01/31/2005,02/28/2005,03/31/2005,04/29/2005,05/31/2005,06/30/2005,07/29/2005,08/31/2005,09/30/2005,10/31/2005,11/30/2005,12/30/2005,01/31/2006,02/28/2006,03/31/2006,04/28/2006,05/31/2006,06/30/2006,07/31/2006,08/31/2006,09/29/2006,10/31/2006,11/30/2006,12/29/2006,01/31/2007,02/28/2007,03/30/2007,04/30/2007,05/31/2007,06/29/2007,07/31/2007,08/31/2007,09/28/2007,10/31/2007,11/30/2007,12/31/2007,01/31/2008,02/29/2008,03/31/2008,04/30/2008,05/30/2008,06/30/2008,07/31/2008,08/29/2008,09/30/2008,10/31/2008,11/28/2008,12/31/2008,01/30/2009,02/27/2009,03/31/2009,04/30/2009,05/29/2009,06/30/2009,07/31/2009,08/31/2009,09/30/2009,10/30/2009,11/30/2009,12/31/2009,01/29/2010,02/26/2010,03/31/2010,04/30/2010,05/31/2010,06/30/2010,07/30/2010,08/31/2010,09/30/2010,10/29/2010,11/30/2010,12/31/2010,01/31/2011,02/28/2011,03/31/2011,04/29/2011,05/31/2011,06/30/2011,07/29/2011,08/31/2011,09/30/2011,10/31/2011,11/30/2011,12/30/2011,01/31/2012,02/29/2012,03/30/2012,04/30/2012,05/31/2012,06/29/2012,07/31/2012,08/31/2012,09/28/2012,10/31/2012,11/30/2012,12/31/2012,01/31/2013,02/28/2013,03/29/2013,04/30/2013,05/31/2013,06/28/2013,07/31/2013,08/30/2013,09/30/2013,10/31/2013,11/29/2013,12/31/2013
total liabilities,Basic Materials,230,230,230,230,230,230,230,230,230,230,230,92,92,92,92,92,92,92,92,92,92,92,92,528,528,528,528,528,528,528,528,528,528,528,528,2959,2959,2959,2959,2959,2959,2959,2959,2959,2959,2959,2959,2959,2959,379,379,379,379,379,379,379,379,379,379,379,379,12853,12853,12853,12853,12853,12853,12853,12853,12853,12853,12853,12853,12220,12220,12220,12220,12220,12220,12220,12220,12220,12220,12220,12220,16502,16502,16502,16502,16502,16502,16502,16502,16502,16502,16502,16502,804707,804707,804707,804707,804707,804707,804707,804707,804707,804707,804707,804707,970740,970740,970740,970740,970740,970740,970740,970740,970740,970740,970740,970740,921094,921094,921094,921094,921094,921094,921094,921094,921094,921094,921094,921094,608808,608808,608808,608808,608808,608808,608808,608808,608808,608808,608808,608808,394515,394515,394515,394515,394515,394515,394515,394515,394515,394515,394515,394515
Excess return,Basic Materials,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.38463484,-0.0299248,-0.104469497,0.068077801,-0.24007289,-0.141092369,-0.185542156,0.086820078,-0.268625133,0.269003846,-0.343900336,-0.078941719,-0.470252295,0.075017769,-0.361099616,-0.321903491,-0.17667552,-0.367968357,-0.542067453,-0.28787481,-0.607544625,-0.685438668,-0.227094347,-0.454422846,-0.303757861,-0.365476645,0.681934259,0.172111555,-0.185851192,-0.452649074,-0.270198898,-0.215684756,-0.258092497,-0.258350033,-0.211701425,-0.163433769,0.097665271,-0.144602336,-0.034403541,-0.049514121,-0.494946563,-0.318716316,-0.158286674,-0.426827444,-0.179847692,0.122627257,-0.217934993,-0.033943898,-0.120469365,-0.258001911,-0.302180248,-0.324669725,-0.312913967,-0.32530066,-0.123212049,-0.204331141,-0.182070167,-0.235050299,-0.13871425,-0.313623286,-0.078668397,-0.127495821,-0.33670308,-0.34550807,-0.370004586,-0.336407213,-0.348850832,0.040090773,-0.22654958,-0.159304778,-0.212581564,-0.11077188,0.118555396,0.234497892,-0.08946052,-0.30959775,-0.059967958,-0.0854338,0.278130025,0.304090617,-0.319656193,0.033807053,0.072178964,0.15995397
Risk premium,Basic Materials,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Beta adj,Basic Materials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-54.6937,3.1996,3.6159,3.9997,2.178,2.3129,1.6757,0.8201,2.4087,2.8753,1.8072,2.3865,2.0469,2.1562,2.0215,1.9939,2.0543,2.21,2.2182,2.2025,2.334,2.3273,2.2828,2.266,2.2096,2.6199,2.6782,2.4536,2.483,2.249,2.2268,2.1495,2.0845,2.0758,2.1518,2.0338,2.0364,2.0268,2.072,2.1222,2.1278,1.9934,2.011,1.9059,1.7254,1.7231,1.7273,1.7985,1.0045,1.0533,1.0917,1.06,1.1327,1.3141,1.3232,1.2769,1.0992,1.1003,1.1372,1.4554,1.3449,1.3905,1.3894,1.3286,1.3141,1.1368,1.1969,1.2611,1.0488,1.029,0.7874,1.1027,0.7537,0.7087,0.8301,0.8918,0.6257,0.9496,1.0319,0.9344,1.3512,1.1843,1.0833,
VO monthly avg,Basic Materials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77,9.69,46.19,80.4,264.16,173.55,76.89,54.47,116.62,76.95,126.84,56.38,24.52,43.82,61.22,33.67,40.06,28.87,22.8,36.85,29.38,22.99,39.69,44.76,10.58,14.64,29.34,44.89,30.95,35.57,29.99,4.81,21.49,11.41,12.53,8.93,4.44,25.27,13.36,14.78,27.79,30.5,10.89,28.39,33.67,42.57,53.45,26.33,36.26,49.64,14.07,31.87,30.44,66.58,19.25,69.28,18.04,12.15,9.35,9.94,12.38,16.85,38.87,27.46,44.34,22.34,20.55,10.42,51.28,22.47,7.81,7.46,7.26,16.69,34.44,27.12,11.52,26.06,19.87,109.69,50.35,12.98,43.55,52.34,17.61
Total assets,Basic Materials,6888,6888,6888,6888,6888,6888,6888,6888,6888,6888,6888,7726,7726,7726,7726,7726,7726,7726,7726,7726,7726,7726,7726,9857,9857,9857,9857,9857,9857,9857,9857,9857,9857,9857,9857,26026,26026,26026,26026,26026,26026,26026,26026,26026,26026,26026,26026,26026,26026,13836,13836,13836,13836,13836,13836,13836,13836,13836,13836,13836,13836,21829,21829,21829,21829,21829,21829,21829,21829,21829,21829,21829,21829,16953,16953,16953,16953,16953,16953,16953,16953,16953,16953,16953,16953,15173,15173,15173,15173,15173,15173,15173,15173,15173,15173,15173,15173,1014215,1014215,1014215,1014215,1014215,1014215,1014215,1014215,1014215,1014215,1014215,1014215,1092106,1092106,1092106,1092106,1092106,1092106,1092106,1092106,1092106,1092106,1092106,1092106,893009,893009,893009,893009,893009,893009,893009,893009,893009,893009,893009,893009,814065,814065,814065,814065,814065,814065,814065,814065,814065,814065,814065,814065,773629,773629,773629,773629,773629,773629,773629,773629,773629,773629,773629,773629
Net sales,Basic Materials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62628,62628,62628,62628,62628,62628,62628,62628,62628,62628,62628,62628,148287,148287,148287,148287,148287,148287,148287,148287,148287,148287,148287,148287,144407,144407,144407,144407,144407,144407,144407,144407,144407,144407,144407,144407,117557,117557,117557,117557,117557,117557,117557,117557,117557,117557,117557,117557,195621,195621,195621,195621,195621,195621,195621,195621,195621,195621,195621,195621
common equity,Basic Materials,6658,6658,6658,6658,6658,6658,6658,6658,6658,6658,6658,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,7633,9328,9328,9328,9328,9328,9328,9328,9328,9328,9328,9328,9328,23067,23067,23067,23067,23067,23067,23067,23067,23067,23067,23067,23067,23067,23067,13457,13457,13457,13457,13457,13457,13457,13457,13457,13457,13457,13457,8976,8976,8976,8976,8976,8976,8976,8976,8976,8976,8976,8976,4734,4734,4734,4734,4734,4734,4734,4734,4734,4734,4734,4734,-1329,-1329,-1329,-1329,-1329,-1329,-1329,-1329,-1329,-1329,-1329,-1329,-35428,-35428,-35428,-35428,-35428,-35428,-35428,-35428,-35428,-35428,-35428,-35428,-83948,-83948,-83948,-83948,-83948,-83948,-83948,-83948,-83948,-83948,-83948,-83948,-165669,-165669,-165669,-165669,-165669,-165669,-165669,-165669,-165669,-165669,-165669,-165669,-181703,-181703,-181703,-181703,-181703,-181703,-181703,-181703,-181703,-181703,-181703,-181703,17976,17976,17976,17976,17976,17976,17976,17976,17976,17976,17976,17976
Turnover ratio,Basic Materials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0.01%,0.03%,0.05%,0.18%,0.12%,0.05%,0.04%,0.08%,0.05%,0.09%,0.03%,0.01%,0.02%,0.03%,0.02%,0.02%,0.02%,0.01%,0.02%,0.02%,0.01%,0.02%,0.02%,0.01%,0.01%,0.02%,0.02%,0.02%,0.02%,0.02%,0%,0.01%,0.01%,0.01%,0%,0%,0.01%,0.01%,0.01%,0.01%,0.02%,0.01%,0.01%,0.02%,0.02%,0.03%,0.01%,0.02%,0.02%,0.01%,0.02%,0.02%,0.03%,0.01%,0.03%,0.01%,0.01%,0%,0%,0.01%,0.01%,0.02%,0.01%,0.02%,0.01%,0.01%,0.01%,0.03%,0.01%,0%,0%,0%,0.01%,0.02%,0.01%,0.01%,0.01%,0.01%,0.05%,0.02%,0.01%,0.02%,0.03%,0.01%
Return monthly,Basic Materials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.38463484,0.25,0.200082203,0.399958901,-0.01785889,0.090320331,0.006076944,0.221036378,-0.036227033,0.535697746,-0.144296736,0.157557781,-0.251547595,0.303108369,-0.139245116,-0.095587791,0.05974538,-0.136938357,-0.311120853,-0.06061731,-0.369502625,-0.455318768,-0.010027947,-0.232314846,-0.078953061,-0.114372945,0.935560859,0.414988355,0.060127808,-0.222212074,-0.042860498,0.007483744,-0.037018997,-0.036924633,0.014311975,0.055145631,0.313458471,0.068186064,0.180832459,0.171134479,-0.273095163,-0.111082116,0.047656326,-0.227255744,0.007252508,0.313932557,-0.027765093,0.165711602,0.029414135,-0.104744011,-0.149003148,-0.174989725,-0.157553867,-0.16011236,0.038549551,-0.041186441,-0.034470567,-0.086781399,0.01222935,-0.144583086,0.084510303,0.038855679,-0.17242088,-0.18425627,-0.214916286,-0.198138813,-0.205996132,0.185140073,-0.09352518,-0.027777778,-0.099125364,0.02394822,0.230088496,0.344295992,0.02293578,-0.18161435,0.055251142,0.052791,0.424989725,0.438707817,-0.158580593,0.188467953,0.219526864,0.15995397
