me,,12/31/2000,01/31/2001,02/28/2001,03/30/2001,04/30/2001,05/31/2001,06/29/2001,07/31/2001,08/31/2001,09/28/2001,10/31/2001,11/30/2001,12/31/2001,01/31/2002,02/28/2002,03/29/2002,04/30/2002,05/31/2002,06/28/2002,07/31/2002,08/30/2002,09/30/2002,10/31/2002,11/29/2002,12/31/2002,01/31/2003,02/28/2003,03/31/2003,04/30/2003,05/30/2003,06/30/2003,07/31/2003,08/29/2003,09/30/2003,10/31/2003,11/28/2003,12/31/2003,01/30/2004,02/27/2004,03/31/2004,04/30/2004,05/31/2004,06/30/2004,07/30/2004,08/31/2004,09/30/2004,10/29/2004,11/30/2004,12/31/2004,01/31/2005,02/28/2005,03/31/2005,04/29/2005,05/31/2005,06/30/2005,07/29/2005,08/31/2005,09/30/2005,10/31/2005,11/30/2005,12/30/2005,01/31/2006,02/28/2006,03/31/2006,04/28/2006,05/31/2006,06/30/2006,07/31/2006,08/31/2006,09/29/2006,10/31/2006,11/30/2006,12/29/2006,01/31/2007,02/28/2007,03/30/2007,04/30/2007,05/31/2007,06/29/2007,07/31/2007,08/31/2007,09/28/2007,10/31/2007,11/30/2007,12/31/2007,01/31/2008,02/29/2008,03/31/2008,04/30/2008,05/30/2008,06/30/2008,07/31/2008,08/29/2008,09/30/2008,10/31/2008,11/28/2008,12/31/2008,01/30/2009,02/27/2009,03/31/2009,04/30/2009,05/29/2009,06/30/2009,07/31/2009,08/31/2009,09/30/2009,10/30/2009,11/30/2009,12/31/2009,01/29/2010,02/26/2010,03/31/2010,04/30/2010,05/31/2010,06/30/2010,07/30/2010,08/31/2010,09/30/2010,10/29/2010,11/30/2010,12/31/2010,01/31/2011,02/28/2011,03/31/2011,04/29/2011,05/31/2011,06/30/2011,07/29/2011,08/31/2011,09/30/2011,10/31/2011,11/30/2011,12/30/2011,01/31/2012,02/29/2012,03/30/2012,04/30/2012,05/31/2012,06/29/2012,07/31/2012,08/31/2012,09/28/2012,10/31/2012,11/30/2012,12/31/2012,01/31/2013,02/28/2013,03/29/2013,04/30/2013,05/31/2013,06/28/2013,07/31/2013,08/30/2013,09/30/2013,10/31/2013,11/29/2013,12/31/2013
total liabilities,Fincials,167425,167425,167425,167425,806139,806139,806139,806139,806139,806139,806139,806139,806139,806139,806139,806139,487287,487287,487287,487287,487287,487287,487287,487287,487287,487287,487287,487287,1259050,1259050,1259050,1259050,1259050,1259050,1259050,1259050,1259050,1259050,1259050,1259050,715598,715598,715598,715598,715598,715598,715598,715598,715598,715598,715598,715598,3756713,3756713,3756713,3756713,3756713,3756713,3756713,3756713,3756713,3756713,3756713,3756713,8245450,8245450,8245450,8245450,8245450,8245450,8245450,8245450,8245450,8245450,8245450,8245450,8596131,8596131,8596131,8596131,8596131,8596131,8596131,8596131,8596131,8596131,8596131,8596131,9085270,9085270,9085270,9085270,9085270,9085270,9085270,9085270,9085270,9085270,9085270,9085270,8769237,8769237,8769237,8769237,8769237,8769237,8769237,8769237,8769237,8769237,8769237,8769237,4448313,4448313,4448313,4448313,4448313,4448313,4448313,4448313,4448313,4448313,4448313,4448313,4251734,4251734,4251734,4251734,4251734,4251734,4251734,4251734,4251734,4251734,4251734,4251734,5098439,5098439,5098439,5098439,5098439,5098439,5098439,5098439,5098439,5098439,5098439,5098439,7735634,7735634,7735634,7735634,7735634,7735634,7735634,7735634,7735634
Excess return,Fincials,,-0.070605167,-0.351482083,-0.390026495,-0.244037448,-0.166520764,-0.221301836,-0.371659804,-0.058840124,-0.232056262,-0.244727581,-0.1526976,-0.265503105,-0.234597932,-0.240355922,-0.314413899,-0.1748969,-0.170191,-0.214120211,-0.239466438,-0.004015773,-0.188558353,-0.195763406,-0.03786493,-0.115759471,0.153455041,0.047655525,-0.090359631,-0.122481352,-0.117981797,-0.118926084,-0.0951,0,0,0,0,0,0,0,0,0,0,0,0,0,1.877639181,0.588295216,-0.135312956,0.233722279,0.23052362,-0.092450629,-0.070432025,-0.033307949,-0.103520911,-0.068829489,0.025667398,-0.111169961,0.041392809,-0.098614785,0.095989422,0.085669787,0.096585224,-0.070778012,-0.146541225,0.051335845,-0.087819349,-0.136437408,0.137965344,-0.19555211,-0.0989283,-0.0984625,0.143344103,-0.052325876,-0.061074268,-0.14315143,-0.101818405,-0.069917016,0.149853256,-0.131564232,-0.177313713,-0.103118659,-0.1300723,-0.006642377,-0.115507413,-0.162355822,-0.303228782,0.004315337,-0.133113908,-0.190173195,-0.274435751,-0.13981737,-0.239445801,-0.19011778,-0.158135012,-0.244375395,-0.240597839,-0.215992505,-0.056063039,-0.155205284,-0.164083559,-0.010693172,-0.143650827,-0.095430803,0.014940743,-0.110901421,0.027928541,0.055453062,-0.229685681,-0.051985224,-0.176482473,0.00422777,-0.095918204,-0.08796573,-0.116616358,-0.154287067,-0.161894591,-0.099023737,-0.134906797,0.02351877,-0.12566021,-0.087972695,-0.146571951,-0.107825643,-0.167043563,-0.073978505,-0.15034625,-0.08597235,-0.065808708,-0.154577728,-0.1023089,-0.122340872,-0.110660272,-0.063460955,-0.084813141,-0.143504218,-0.076134877,-0.074036204,-0.073412902,-0.032486382,-0.127274547,-0.056099722,-0.093399066,0.02544884,-0.114417408,-0.067937585,0.030549999,-0.090260957,-0.04983317,-0.103683503,0.01218414,-0.126414315,-0.056119014,-0.115910186,-0.134579368,-0.008294589,-0.208725247,0.024160138
Risk premium,Fincials,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Beta adj,Fincials,1.2006,1.2533,1.2965,1.3509,1.3346,1.381,1.4135,1.4279,1.319,1.0632,0.9917,0.7952,0.7959,0.9074,0.9057,0.9072,0.9063,0.857,0.7836,0.8533,0.8504,0.8487,0.8017,0.6577,0.532,0.4683,0.3697,0.3705,0.3463,0.2615,0.26,,,,,,,,,,,,,,0.6426,0.5077,0.2105,0.2138,0.2985,0.1906,-0.0804,0.0281,-0.2462,-0.2224,-0.2305,-1.0572,-0.8423,-0.5013,-0.5076,-0.3885,-0.2401,-0.0458,-0.1408,-0.1368,-0.007,-0.0141,-0.0864,-0.1505,-0.1393,0.2941,0.2875,0.3572,0.4404,0.4808,0.4626,0.6247,0.5385,0.573,0.613,0.6262,0.5596,0.4712,0.5585,0.2811,0.6289,0.7765,0.8843,0.8112,0.7605,0.765,0.9087,1.01,0.8527,0.8807,0.8129,0.7777,0.7423,0.7217,0.6436,0.6641,0.58,0.5753,0.6472,0.6487,0.633,0.6931,0.6797,0.688,0.6497,0.5791,0.5809,0.5958,0.6266,0.6338,0.5458,0.5615,0.523,0.426,0.4235,0.4165,0.4165,0.5044,0.5281,0.5356,0.6745,0.666,0.5175,0.5384,0.5654,0.3803,0.3786,0.3426,0.316,0.2838,0.2765,0.2897,0.2872,0.2574,0.3279,0.3356,0.409,0.4053,0.3898,0.3798,0.4165,0.4261,0.4015,0.3812,0.5583,0.5844,0.6121,0.6066,0.5849,0.7761,0.8317,0.9276,
VO monthly avg,Fincials,83.1,370.19,620.49,214.54,287.1,270.37,256.24,540.87,987.84,232.51,505.41,367.27,206.45,173.51,417.65,188.16,573.79,838.5,224.72,657.55,358.87,630.21,381.83,159.76,547.17,142.01,225.86,212.97,45.23,6.31,10.73,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,6.27,4.14,5.86,7.69,4.06,1.42,2.49,1.66,0.47,0.52,54.42,2.79,20.53,4.78,3.25,5.48,9.93,20.73,7.81,7.66,16.65,25.96,9.4,72.16,28.2,34.63,18.8,32.98,44.72,25.36,52.86,27.41,27.3,31.86,33.49,35.81,22.27,109.11,15.98,42.98,69.89,111.38,35.89,175.76,40.28,24.65,38.1,30.89,12.81,30.99,41.62,24.69,104.45,46.89,22.6,21.83,70.19,28.74,31.27,10.98,29.79,34.94,28.48,15.86,33.86,75.92,52.28,40.81,53.59,28.71,45.41,50.93,38.28,57.01,100.44,70.8,79.08,104.24,80.05,29.2,18.8,46.57,63.6,24,44.55,19.91,46.86,30.44,26.69,15.93,76.26,16.05,77.3,69.26,109.08,118.84,189.54,120.69,126.65,63.77,158,26.61,23.13,67.86,79.11,91.89,48.63,35.85,89.69,63.24,46.11,86.32
Total assets,Fincials,3500216,3500216,3500216,3500216,3281620,3281620,3281620,3281620,3281620,3281620,3281620,3281620,3281620,3281620,3281620,3281620,1097682,1097682,1097682,1097682,1097682,1097682,1097682,1097682,1097682,1097682,1097682,1097682,2154868,2154868,2154868,2154868,2154868,2154868,2154868,2154868,2154868,2154868,2154868,2154868,2398072,2398072,2398072,2398072,2398072,2398072,2398072,2398072,2398072,2398072,2398072,2398072,10183045,10183045,10183045,10183045,10183045,10183045,10183045,10183045,10183045,10183045,10183045,10183045,15085026,15085026,15085026,15085026,15085026,15085026,15085026,15085026,15085026,15085026,15085026,15085026,15828165,15828165,15828165,15828165,15828165,15828165,15828165,15828165,15828165,15828165,15828165,15828165,17705195,17705195,17705195,17705195,17705195,17705195,17705195,17705195,17705195,17705195,17705195,17705195,18639427,18639427,18639427,18639427,18639427,18639427,18639427,18639427,18639427,18639427,18639427,18639427,15680162,15680162,15680162,15680162,15680162,15680162,15680162,15680162,15680162,15680162,15680162,15680162,17087764,17087764,17087764,17087764,17087764,17087764,17087764,17087764,17087764,17087764,17087764,17087764,20119907,20119907,20119907,20119907,20119907,20119907,20119907,20119907,20119907,20119907,20119907,20119907,22665795,22665795,22665795,22665795,22665795,22665795,22665795,22665795,22665795
Net sales,Fincials,2133,2133,2133,2133,390266,390266,390266,390266,390266,390266,390266,390266,390266,390266,390266,390266,508559,508559,508559,508559,508559,508559,508559,508559,508559,508559,508559,508559,862598,862598,862598,862598,862598,862598,862598,862598,862598,862598,862598,862598,1413422,1413422,1413422,1413422,1413422,1413422,1413422,1413422,1413422,1413422,1413422,1413422,2111982,2111982,2111982,2111982,2111982,2111982,2111982,2111982,2111982,2111982,2111982,2111982,4382860,4382860,4382860,4382860,4382860,4382860,4382860,4382860,4382860,4382860,4382860,4382860,8914593,8914593,8914593,8914593,8914593,8914593,8914593,8914593,8914593,8914593,8914593,8914593,11528143,11528143,11528143,11528143,11528143,11528143,11528143,11528143,11528143,11528143,11528143,11528143,12136668,12136668,12136668,12136668,12136668,12136668,12136668,12136668,12136668,12136668,12136668,12136668,6381408,6381408,6381408,6381408,6381408,6381408,6381408,6381408,6381408,6381408,6381408,6381408,7092277,7092277,7092277,7092277,7092277,7092277,7092277,7092277,7092277,7092277,7092277,7092277,8214115,8214115,8214115,8214115,8214115,8214115,8214115,8214115,8214115,8214115,8214115,8214115,9201326,9201326,9201326,9201326,9201326,9201326,9201326,9201326,9201326
common equity,Fincials,2865181,2865181,2865181,2865181,2051852,2051852,2051852,2051852,2051852,2051852,2051852,2051852,2051852,2051852,2051852,2051852,545019,545019,545019,545019,545019,545019,545019,545019,545019,545019,545019,545019,664184,664184,664184,664184,664184,664184,664184,664184,664184,664184,664184,664184,1405415,1405415,1405415,1405415,1405415,1405415,1405415,1405415,1405415,1405415,1405415,1405415,1751429,1751429,1751429,1751429,1751429,1751429,1751429,1751429,1751429,1751429,1751429,1751429,2119671,2119671,2119671,2119671,2119671,2119671,2119671,2119671,2119671,2119671,2119671,2119671,2940494,2940494,2940494,2940494,2940494,2940494,2940494,2940494,2940494,2940494,2940494,2940494,4211289,4211289,4211289,4211289,4211289,4211289,4211289,4211289,4211289,4211289,4211289,4211289,4639167,4639167,4639167,4639167,4639167,4639167,4639167,4639167,4639167,4639167,4639167,4639167,10505914,10505914,10505914,10505914,10505914,10505914,10505914,10505914,10505914,10505914,10505914,10505914,11777703,11777703,11777703,11777703,11777703,11777703,11777703,11777703,11777703,11777703,11777703,11777703,12788446,12788446,12788446,12788446,12788446,12788446,12788446,12788446,12788446,12788446,12788446,12788446,12094478,12094478,12094478,12094478,12094478,12094478,12094478,12094478,12094478
Turnover ratio,Fincials,0.02%,0.1%,0.16%,0.06%,0.07%,0.07%,0.07%,0.14%,0.25%,0.06%,0.13%,0.1%,0.05%,0.05%,0.11%,0.05%,0.15%,0.22%,0.06%,0.17%,0.09%,0.17%,0.1%,0.04%,0.14%,0.14%,0.21%,0.2%,0.04%,0.01%,0.01%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.01%,0%,0%,0.01%,0%,0%,0%,0%,0%,0%,0.05%,0%,0.02%,0%,0%,0%,0.01%,0.02%,0.01%,0.01%,0.01%,0.02%,0.01%,0.06%,0.02%,0.03%,0.01%,0.03%,0.04%,0.02%,0.04%,0.02%,0.02%,0.03%,0.03%,0.03%,0.02%,0.09%,0.01%,0.03%,0.05%,0.09%,0.03%,0.14%,0.03%,0.02%,0.03%,0.02%,0.01%,0.02%,0.03%,0.02%,0.08%,0.04%,0.02%,0.02%,0.06%,0.02%,0.02%,0.01%,0.02%,0.03%,0.02%,0.01%,0.03%,0.06%,0.04%,0.03%,0.04%,0.02%,0.03%,0.04%,0.03%,0.04%,0.08%,0.05%,0.06%,0.08%,0.06%,0.02%,0.01%,0.04%,0.05%,0.02%,0.03%,0.02%,0.04%,0.02%,0.02%,0.01%,0.06%,0.01%,0.06%,0.05%,0.08%,0.09%,0.14%,0.09%,0.09%,0.05%,0.12%,0.02%,0.02%,0.05%,0.06%,0.07%,0.04%,0.03%,0.07%,0.05%,0.04%,0.07%
Return monthly,Fincials,,0.131952733,-0.153002583,-0.182819795,-0.039457648,0.038382236,-0.023751336,-0.175702104,0.131156876,-0.057974662,-0.076950481,0,-0.099961405,-0.055531732,-0.058796822,-0.125060299,0,0,-0.047553411,-0.075108538,0.162259427,-0.023290253,-0.033356306,0.10837017,0.022256529,0.282657941,0.169446625,0.031881869,-0.002764452,-0.005707297,-0.008446084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.014224281,0.706156716,-0.034943556,0.333327779,0.32273142,-0.020615829,0.017538275,0.034481451,-0.033332111,-0.003450989,0.038063798,-0.083334861,0.090910909,-0.049993585,0.149113922,0.145043487,0.167999824,-0.006848412,-0.080459625,0.124994845,-0.011107649,-0.056180608,0.214283844,-0.11764801,0,0,0.244447703,0.053569324,0.045766132,-0.03565763,0.014287695,0.043908484,0.270952256,-0.007245232,-0.051813113,0.014686141,-0.0197367,0.114093123,-0.012048113,-0.036585122,-0.164559282,0.152276237,0.012491692,-0.041561695,-0.119240751,0.00923073,-0.084615801,-0.04789768,-0.011650912,-0.109662695,-0.118352739,-0.089877605,0.075004061,-0.028608484,-0.037345259,0.114146828,-0.017856927,0.034092797,0.142858843,0.016727579,0.161343841,0.188924162,-0.095891681,0.079395876,-0.052499173,0.12592447,0.026317196,0.03846007,0.011113042,-0.037851667,-0.047270091,0.013425263,-0.029668797,0.13294927,-0.01807071,0.024616805,-0.028194751,0.012344657,-0.048900763,0.051414995,-0.02438825,0.02903015,0.046510492,-0.036257528,0,-0.019539072,-0.009776472,0.033797045,0.011516259,-0.047334718,0.018866223,0.021607396,0.015103298,0.054821318,-0.038681747,0.035267278,-0.000915166,0.11670624,-0.026640008,0.023551915,0.121444299,0.000183543,0.03428243,0.003289397,0.12480134,-0.009452015,0.063946786,-0.003311486,-0.009735068,0.124152511,-0.071186447,0.024160138
