Name,,12/31/2000,01/31/2001,02/28/2001,03/30/2001,04/30/2001,05/31/2001,06/29/2001,07/31/2001,08/31/2001,09/28/2001,10/31/2001,11/30/2001,12/31/2001,01/31/2002,02/28/2002,03/29/2002,04/30/2002,05/31/2002,06/28/2002,07/31/2002,08/30/2002,09/30/2002,10/31/2002,11/29/2002,12/31/2002,01/31/2003,02/28/2003,03/31/2003,04/30/2003,05/30/2003,06/30/2003,07/31/2003,08/29/2003,09/30/2003,10/31/2003,11/28/2003,12/31/2003,01/30/2004,02/27/2004,03/31/2004,04/30/2004,05/31/2004,06/30/2004,07/30/2004,08/31/2004,09/30/2004,10/29/2004,11/30/2004,12/31/2004,01/31/2005,02/28/2005,03/31/2005,04/29/2005,05/31/2005,06/30/2005,07/29/2005,08/31/2005,09/30/2005,10/31/2005,11/30/2005,12/30/2005,01/31/2006,02/28/2006,03/31/2006,04/28/2006,05/31/2006,06/30/2006,07/31/2006,08/31/2006,09/29/2006,10/31/2006,11/30/2006,12/29/2006,01/31/2007,02/28/2007,03/30/2007,04/30/2007,05/31/2007,06/29/2007,07/31/2007,08/31/2007,09/28/2007,10/31/2007,11/30/2007,12/31/2007,01/31/2008,02/29/2008,03/31/2008,04/30/2008,05/30/2008,06/30/2008,07/31/2008,08/29/2008,09/30/2008,10/31/2008,11/28/2008,12/31/2008,01/30/2009,02/27/2009,03/31/2009,04/30/2009,05/29/2009,06/30/2009,07/31/2009,08/31/2009,09/30/2009,10/30/2009,11/30/2009,12/31/2009,01/29/2010,02/26/2010,03/31/2010,04/30/2010,05/31/2010,06/30/2010,07/30/2010,08/31/2010,09/30/2010,10/29/2010,11/30/2010,12/31/2010,01/31/2011,02/28/2011,03/31/2011,04/29/2011,05/31/2011,06/30/2011,07/29/2011,08/31/2011,09/30/2011,10/31/2011,11/30/2011,12/30/2011,01/31/2012,02/29/2012,03/30/2012,04/30/2012,05/31/2012,06/29/2012,07/31/2012,08/31/2012,09/28/2012,10/31/2012,11/30/2012,12/31/2012,01/31/2013,02/28/2013,03/29/2013,04/30/2013,05/31/2013,06/28/2013,07/31/2013,08/30/2013,09/30/2013,10/31/2013,11/29/2013,12/31/2013
Def tax,Industrials,-2899,-11340,-11340,-11340,-11340,-11340,-11340,-11340,-11340,-11340,-11340,-11340,-11340,-21431,-21431,-21431,-21431,-21431,-21431,-21431,-21431,-21431,-21431,-21431,-21431,-20219,-20219,-20219,-20219,-20219,-20219,-20219,-20219,-20219,-20219,-20219,-20219,-21605,-21605,-21605,-21605,-21605,-21605,-21605,-21605,-21605,-21605,-21605,-21605,-23464,-23464,-23464,-23464,-23464,-23464,-23464,-23464,-23464,-23464,-23464,-23464,-13241,-13241,-13241,-13241,-13241,-13241,-13241,-13241,-13241,-13241,-13241,-13241,9301,9301,9301,9301,9301,9301,9301,9301,9301,9301,9301,9301,9301,9301,15702,15702,15702,15702,15702,15702,15702,15702,15702,15702,15702,15702,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,-29367,-29367,-29367,-29367,-29367,-29367,-29367,-29367,-29367,-29367,-29367,-29367,19665,19665,19665,19665,19665,19665,19665,19665,19665,19665,19665,19665,6269,6269,6269,6269,6269,6269,6269,6269,6269,6269,6269,6269,-585,-585,-585,-585,-585,-585,-585,-585,-585,-585
Price monthly,Industrials,15.5,15,13.35,12.1,11.8,13.25,14.2,13.75,14.6,13,12,10.1,9.35,9,8.6,9.1,9,10,9.6,9,6.25,6.07,6.25,6.25,6.3,6.75,7,7,7.25,7.95,8.7,7.8,8.61,8.81,10.2,11.21,11.8,12,14,14.5,14,13,13.77,13.55,15.4,16.5,16.84,16.65,16.9,19.35,19.8,18.75,18.8,17.5,18,19.5,22.6,22.6,21,21.2,24,24,23.5,27.5,26.7,25.38,21.75,22.4,23.5,23.25,25.5,27.5,30,29.55,33.7,34,37.5,37.9,37,36.25,36,37.5,43.2,37.8,40,34.74,35.55,30,31.89,34,28.5,29,29.5,28.2,24,24.6,22.5,22.9,20.5,17,21,23,24,24.75,24.5,27.54,26.8,24,25,25.9,27,25.6,26.58,27,26.75,27.95,28.5,25.96,29,30.9,27.7,27.3,27,27.75,27,27.5,28.5,27.1,27.3,25,26,25.5,25.5,26.65,28.75,27.43,27,27.2,27.13,27,26.5,28,30.25,29.4,29.9,31,31.8,30.5,28.8,30.95,29.62,31.7,32.99,32.5,34.69,32.5,32.5
MV monthly,Industrials,641.7,621,552.69,500.94,488.52,548.55,593.67,574.86,618.21,550.81,508.44,427.94,396.19,381.36,364.41,385.59,381.36,423.73,407.35,381.89,265.94,258.28,265.94,265.94,268.07,287.21,297.85,297.85,308.49,338.28,350.56,314.3,346.93,355.04,411.05,451.76,475.53,483.59,564.19,584.34,564.19,523.89,554.92,550.58,625.75,671.77,689.15,681.38,697.26,798.35,816.91,776.23,778.3,724.48,750.67,813.23,961.75,961.75,893.66,903.42,1022.74,1022.74,1001.44,1173.25,1139.12,1082.8,935.37,963.32,1010.63,1006.36,1103.75,1190.31,1301.46,1281.94,1461.98,1474.99,1626.83,1912.76,1875.78,1837.76,1828.64,1904.83,2195.57,1921.12,2032.93,1765.75,1807.06,1524.94,1621.01,1728.61,1448.98,1474.4,1595.39,1525.08,1297.94,1330.58,1217,1238.63,1111.5,921.73,1138.61,1247.05,1301.26,1341.93,1330.32,1495.39,1455.2,1303.4,1357.7,1406.58,1601.35,1518.31,1576.44,1602.84,1588,1661.72,1762.65,1605.56,1793.58,1911.17,1713.25,1688.51,1669.95,1716.34,1669.95,1700.88,1781.8,1694.27,1706.77,1562.98,1625.5,1966.23,1966.23,2054.9,2224.5,2122.37,2089.09,2104.57,2119.91,2109.75,2070.68,2187.89,2363.71,2317.07,2356.47,2846.16,2919.61,2800.26,2644.18,2841.57,2719.46,2916.14,3034.81,2989.73,3191.19,2989.73,3252.98
NOSH,Industrials,41400,41400,41400,41400,41400,41400,41808,41808,42343,42370,42370,42370,42373,42373,42373,42373,42373,42373,42432,42432,42550,42550,42550,42550,42550,42550,42550,42550,42550,42550,40294,40294,40294,40299,40299,40299,40299,40299,40299,40299,40299,40299,40299,40633,40633,40714,40924,40924,41258,41258,41258,41399,41399,41399,41704,41704,42185,42555,42555,42614,42614,42614,42614,42664,42664,42664,43005,43005,43005,43284,43284,43284,43382,43382,43382,43382,43382,43382,50697,50697,50795,50795,50823,50823,50823,50823,50831,50831,50831,50841,50841,50841,54081,54081,54081,54089,54089,54089,54219,54219,54219,54219,54219,54219,54299,54299,54299,54308,54308,54308,59309,59309,59309,59365,59365,59453,61848,61848,61848,61850,61850,61850,61850,61850,61850,61850,62519,62519,62519,62519,62519,77107,77107,77107,77374,77374,77374,77374,78139,78139,78139,78139,78139,78812,78812,91812,91812,91812,91812,91812,91812,91992,91992,91992,91992,91992,100092
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market value,,,,,,488520,548550,593673.6,574860,618207.8,550810,508440,427937,396187.55,381357,364407.8,385594.3,381357,423730,407347.2,381888,265937.5,258278.5,265937.5,265937.5,268065,287212.5,297850,297850,308487.5,338272.5,350557.8,314293.2,346931.34,355034.19,411049.8,451751.79,475528.2,483588,564186,584335.5,564186,523887,554917.23,550577.15,625748.2,671781,689160.16,681384.6,697260.2,798342.3,816908.4,776231.25,778301.2,724482.5,750672,813228,953381,961743,893655,903416.8,1022736,1022736,1001429,1173260,1139128.8,1082812.32,935358.75,963312,1010617.5,1006353,1103742,1190310,1301460,1281938.1,1461973.4,1474988,1626825,1644177.8,1875789,1837766.25,1828620,1904812.5,2195553.6,1921109.4,2032920,1765591.02,1807042.05,1524930,1621000.59,1728594,1448968.5,1474389,1595389.5,1525084.2,1297944,1330589.4,1217002.5,1238638.1,1111489.5,921723,1138599,1247037,1301256,1341920.25,1330325.5,1495394.46,1455213.2,1303392,1357700,1406577.2,1601343,1518310.4,1576433.22,1602855,1588013.75,1661711.35,1762668,1605574.08,1793592,1911165,1713245,1688505,1669950,1716337.5,1669950,1700875,1781791.5,1694264.9,1706768.7,1562975,1625494,1966228.5,1966228.5,2054901.55,2224502.5,2122368.82,2089098,2104572.8,2119911.07,2109753,2070683.5,2187892,2363704.75,2317072.8,2356478.8,2846172,2919621.6,2800266,2644185.6,2841581.4,2719471.44,2916146.4,3034816.08,2989740,3191202.48,2989740,3252990
Debt equity ratio,,,,,,0.360165397527225,0.320751071005378,0.296371608911024,0.306071043384476,0.284609802723291,0.319435013888637,0.346054598379356,0.411153978272503,0.444102799292911,0.461373463709857,0.482832694580083,0.456303425647112,0.297456189344892,0.267710570410403,0.278477426627702,0.297042588402882,0.426555111633373,0.439204192373736,0.426555111633373,0.426555111633373,0.423169753604536,0.394958436697567,0.380852778244083,0.380852778244083,0.619584261923092,0.565029672822946,0.545228204878054,0.608139151594753,0.550927454406396,0.538353785025606,0.464989886870155,0.423095169141444,0.401940410684372,0.395241403839632,0.338778346148256,0.327096334212109,0.347502419414874,0.374233374754479,0.35330674450314,0.356091784775303,0.313314524915933,0.291845110236818,0.284485394512648,0.28773177438997,0.28118054063605,0.24557887011624,0.239997532159052,0.252574216768521,0.305953530586873,0.328681507144755,0.317214442526163,0.292813331562612,0.24976793118386,0.247596291316911,0.266460770655342,0.263581549512916,0.232830368736409,0.232830368736409,0.237784206369099,0.202959275863832,0.246352300108644,0.259164949286872,0.300020713977391,0.291314755759297,0.277678745915245,0.278855431444036,0.254250540434268,0.235759592039049,0.215624759885052,0.218908385670104,0.191950824823489,0.190257141075046,0.198188495996804,0.19609679683061,0.171883937905596,0.175440157310539,0.176317660312148,0.169264953899662,0.146850434441682,0.167829067933351,0.158598469197017,0.182611939202092,0.178423075434244,0.211431344389579,0.332337325059209,0.311651550335128,0.371794831978749,0.365384576254977,0.337672399122597,0.353238857238177,0.415055657254858,0.404872457273446,0.442660553285634,0.43492849121951,0.484682041530757,0.584469520669442,0.473141992922882,0.431999210929587,0.581683388971886,0.564056619609101,0.568972781473406,0.506166780904083,0.520143027839495,0.580730125702782,0.55750092067467,0.538128301809527,0.472677621221687,0.498527178632248,0.480146567832414,0.472231736495191,0.38905330637093,0.371798627962672,0.350503895231547,0.38479819006545,0.344460724624106,0.32326983803073,0.360615090077601,0.365898827661156,0.369964370190724,0.359965333158542,0.369964370190724,0.363237745278166,0.410491350980179,0.431697546233768,0.42853492684744,0.467960140117404,0.449961673189812,0.37198626710985,0.37198626710985,0.355934326878093,0.328797113062359,0.344619650038017,0.350108037057141,0.347533713255251,0.632893529821513,0.635940794965098,0.647939677888968,0.613228623716344,0.56761657732422,0.57904007159378,0.569357127252747,0.471397371627576,0.459538318253297,0.479125197391962,0.507406893071349,0.472158918269946,0.792362798264945,0.738923121280879,0.710029188984658,0.72073424444935,0.675233869835799,0.72073424444935,0.66240843039788
Price Sales,,,,,,0.507056463122364,0.569364248845028,0.616200024287892,0.596672558729473,0.641665152998153,0.571710002563722,0.52773231005882,0.444174694299507,0.41122053925349,0.395827257035445,0.378234934500536,0.400225337669172,0.31483620314591,0.349818003495456,0.336292885170897,0.315274579847716,0.219549536980088,0.213226510315062,0.219549536980088,0.219549536980088,0.221305933275929,0.237113499938495,0.245895481417699,0.245895481417699,0.202501869197528,0.222053773809704,0.230118269822192,0.206312931564723,0.227737735996445,0.233056727108977,0.269827311749326,0.296545506344112,0.31215316457275,0.317443896175678,0.370351212204957,0.383578041212277,0.338396206893449,0.314225049258203,0.332836840637343,0.330233680315013,0.375320935560974,0.402931200460643,0.413355141896613,0.408691396233884,0.418213509193365,0.478842094845658,0.489977957516487,0.465579987224356,0.388052605153718,0.361219180329258,0.374276983275821,0.405466731882139,0.475345509879795,0.479514713119229,0.445566768827602,0.450433897287625,0.509925166740707,0.509925166740707,0.499301725766942,0.584974813764454,0.482752880509499,0.458886445967456,0.396396905136859,0.408243249428305,0.428290908998445,0.426483650979043,0.467756262364111,0.504443028039728,0.551547431570418,0.543274220096862,0.619571614797436,0.62508708911314,0.629021219666857,0.635730779343304,0.725284578622578,0.710582864191039,0.707046414154693,0.736506681411139,0.848923395765346,0.742807971294678,0.78604018126421,0.682675897427966,0.698703175990225,0.589622933325085,0.426891407398044,0.455226191792943,0.381586660767614,0.388281163588099,0.420146712595004,0.401631772717936,0.341814274653562,0.350411458909413,0.320498285587877,0.326196032887217,0.292711378324142,0.242736264951728,0.299850680234487,0.328407887875867,0.269014453426138,0.277421155095705,0.275024120742847,0.309149562663592,0.300842711669726,0.269456038227682,0.280683373153835,0.290787974587373,0.331052776619491,0.313887077091073,0.325903066760965,0.33136535911946,0.314435877615013,0.329028427291689,0.349018426020492,0.317912924192701,0.355141556301553,0.378421688125871,0.339232387090182,0.334333724460721,0.330659727488625,0.339844719918865,0.330659727488625,0.336783055775452,0.330907170605765,0.314652081523376,0.316974237106575,0.290269447899794,0.301880225815785,0.365160070468075,0.365160070468075,0.381628073646047,0.413125681809825,0.394157824418904,0.387978901177922,0.390852818964425,0.330038220651949,0.328456762167439,0.322374229534709,0.3406218274329,0.367993224280187,0.360733332098233,0.366868252712148,0.443106107535634,0.454541103859134,0.435959234833446,0.411659867646008,0.442391420265415,0.31559954795504,0.338424030520694,0.352195860153871,0.346964700060649,0.370344782926274,0.346964700060649,0.377515335664737
BV/MV,,,,,,0.476500450339802,0.424355118038465,0.392100979393391,0.404933375082629,0.376540056595857,0.42261396851909,0.457831799229014,0.543958573341403,0.587550012613975,0.610399179771185,0.638789839295427,0.603691496476997,0.726201433302653,0.653581289972388,0.67986719928356,0.725191679235797,1.04138002350176,1.07226114446228,1.04138002350176,1.04138002350176,1.03311510268032,0.964240762501632,0.929803592412288,0.929803592412288,0.721478179829004,0.65795179921513,0.634893874847457,0.708150860406779,0.641530396187326,0.626888920191038,0.541459939890495,0.492675413638095,0.468041642956191,0.460240948906921,0.394492241920218,0.380889061164348,0.3441294183124,0.370600912028739,0.349877404239187,0.352635411767452,0.310273365548634,0.28901234181973,0.281724062516905,0.284938931698779,0.278451286908388,0.243195180814044,0.237668017613725,0.250122627760735,0.282623231211772,0.303618099816076,0.293025449197519,0.270485030028479,0.23072203033205,0.228715987535131,0.246141967537808,0.243482299642867,0.215076031351199,0.215076031351199,0.219652117124629,0.187482740398548,0.219207871840305,0.230608754063677,0.266962809724076,0.259216121049047,0.247082600489305,0.248129632445076,0.226235841346981,0.209782325612655,0.191866058119343,0.194787876263292,0.170800645210098,0.169293580693538,0.190987352665468,0.188971655012007,0.165638565958111,0.169065570771038,0.169911189859019,0.163114742264659,0.141514650336936,0.161731028956498,0.15283582236389,0.175976767258365,0.171940105101594,0.203749024545389,0.411936925945227,0.386296608688911,0.460845077032386,0.452899472255965,0.418549827487269,0.437844677690583,0.514467496286435,0.501845272478497,0.54868416457649,0.539100161701792,0.600770407637679,0.724458432739554,0.586466350312972,0.535469276372714,0.617465740791973,0.598754657737671,0.603973238128563,0.537303715836957,0.552139713960813,0.616453837372026,0.591795683877145,0.57123135509377,0.50175446484607,0.529194162142339,0.509682864967791,0.50128115144539,0.571482457252023,0.546136968974786,0.514857023557471,0.565232094429427,0.505980178323721,0.474852773046807,0.529709411088315,0.537470721140891,0.543442618042456,0.528754979716985,0.543442618042456,0.533561843168957,0.568467185975463,0.597834494476041,0.59345475458977,0.648052592012028,0.623127492319258,0.51514358580399,0.51514358580399,0.492914125253349,0.455333271147144,0.477245043582953,0.48484561279557,0.481280571525015,0.678690733946684,0.681958504147168,0.69482564573485,0.657602843284769,0.608690235106563,0.620940351982035,0.610556734055914,0.505508451351499,0.492791257606808,0.513795475144147,0.544123680274183,0.506325104746251,0.694492309137837,0.647653355126478,0.622328322446479,0.631711118692595,0.591830826102893,0.631711118692595,0.580589549921764
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market value,,,,,,,548550,593673.6,574860,618207.8,550810,508440,427937,396187.55,381357,364407.8,385594.3,381357,423730,407347.2,381888,265937.5,258278.5,265937.5,265937.5,268065,287212.5,297850,297850,308487.5,338272.5,350557.8,314293.2,346931.34,355034.19,411049.8,451751.79,475528.2,483588,564186,584335.5,564186,523887,554917.23,550577.15,625748.2,671781,689160.16,681384.6,697260.2,798342.3,816908.4,776231.25,778301.2,724482.5,750672,813228,953381,961743,893655,903416.8,1022736,1022736,1001429,1173260,1139128.8,1082812.32,935358.75,963312,1010617.5,1006353,1103742,1190310,1301460,1281938.1,1461973.4,1474988,1626825,1644177.8,1875789,1837766.25,1828620,1904812.5,2195553.6,1921109.4,2032920,1765591.02,1807042.05,1524930,1621000.59,1728594,1448968.5,1474389,1595389.5,1525084.2,1297944,1330589.4,1217002.5,1238638.1,1111489.5,921723,1138599,1247037,1301256,1341920.25,1330325.5,1495394.46,1455213.2,1303392,1357700,1406577.2,1601343,1518310.4,1576433.22,1602855,1588013.75,1661711.35,1762668,1605574.08,1793592,1911165,1713245,1688505,1669950,1716337.5,1669950,1700875,1781791.5,1694264.9,1706768.7,1562975,1625494,1966228.5,1966228.5,2054901.55,2224502.5,2122368.82,2089098,2104572.8,2119911.07,2109753,2070683.5,2187892,2363704.75,2317072.8,2356478.8,2846172,2919621.6,2800266,2644185.6,2841581.4,2719471.44,2916146.4,3034816.08,2989740,3191202.48,2989740,3252990
Debt equity ratio,,,,,,,0.320751071005378,0.296371608911024,0.306071043384476,0.284609802723291,0.319435013888637,0.346054598379356,0.411153978272503,0.444102799292911,0.461373463709857,0.482832694580083,0.456303425647112,0.297456189344892,0.267710570410403,0.278477426627702,0.297042588402882,0.426555111633373,0.439204192373736,0.426555111633373,0.426555111633373,0.423169753604536,0.394958436697567,0.380852778244083,0.380852778244083,0.619584261923092,0.565029672822946,0.545228204878054,0.608139151594753,0.550927454406396,0.538353785025606,0.464989886870155,0.423095169141444,0.401940410684372,0.395241403839632,0.338778346148256,0.327096334212109,0.347502419414874,0.374233374754479,0.35330674450314,0.356091784775303,0.313314524915933,0.291845110236818,0.284485394512648,0.28773177438997,0.28118054063605,0.24557887011624,0.239997532159052,0.252574216768521,0.305953530586873,0.328681507144755,0.317214442526163,0.292813331562612,0.24976793118386,0.247596291316911,0.266460770655342,0.263581549512916,0.232830368736409,0.232830368736409,0.237784206369099,0.202959275863832,0.246352300108644,0.259164949286872,0.300020713977391,0.291314755759297,0.277678745915245,0.278855431444036,0.254250540434268,0.235759592039049,0.215624759885052,0.218908385670104,0.191950824823489,0.190257141075046,0.198188495996804,0.19609679683061,0.171883937905596,0.175440157310539,0.176317660312148,0.169264953899662,0.146850434441682,0.167829067933351,0.158598469197017,0.182611939202092,0.178423075434244,0.211431344389579,0.332337325059209,0.311651550335128,0.371794831978749,0.365384576254977,0.337672399122597,0.353238857238177,0.415055657254858,0.404872457273446,0.442660553285634,0.43492849121951,0.484682041530757,0.584469520669442,0.473141992922882,0.431999210929587,0.581683388971886,0.564056619609101,0.568972781473406,0.506166780904083,0.520143027839495,0.580730125702782,0.55750092067467,0.538128301809527,0.472677621221687,0.498527178632248,0.480146567832414,0.472231736495191,0.38905330637093,0.371798627962672,0.350503895231547,0.38479819006545,0.344460724624106,0.32326983803073,0.360615090077601,0.365898827661156,0.369964370190724,0.359965333158542,0.369964370190724,0.363237745278166,0.410491350980179,0.431697546233768,0.42853492684744,0.467960140117404,0.449961673189812,0.37198626710985,0.37198626710985,0.355934326878093,0.328797113062359,0.344619650038017,0.350108037057141,0.347533713255251,0.632893529821513,0.635940794965098,0.647939677888968,0.613228623716344,0.56761657732422,0.57904007159378,0.569357127252747,0.471397371627576,0.459538318253297,0.479125197391962,0.507406893071349,0.472158918269946,0.792362798264945,0.738923121280879,0.710029188984658,0.72073424444935,0.675233869835799,0.72073424444935,0.66240843039788
Price Sales,,,,,,,0.569364248845028,0.616200024287892,0.596672558729473,0.641665152998153,0.571710002563722,0.52773231005882,0.444174694299507,0.41122053925349,0.395827257035445,0.378234934500536,0.400225337669172,0.31483620314591,0.349818003495456,0.336292885170897,0.315274579847716,0.219549536980088,0.213226510315062,0.219549536980088,0.219549536980088,0.221305933275929,0.237113499938495,0.245895481417699,0.245895481417699,0.202501869197528,0.222053773809704,0.230118269822192,0.206312931564723,0.227737735996445,0.233056727108977,0.269827311749326,0.296545506344112,0.31215316457275,0.317443896175678,0.370351212204957,0.383578041212277,0.338396206893449,0.314225049258203,0.332836840637343,0.330233680315013,0.375320935560974,0.402931200460643,0.413355141896613,0.408691396233884,0.418213509193365,0.478842094845658,0.489977957516487,0.465579987224356,0.388052605153718,0.361219180329258,0.374276983275821,0.405466731882139,0.475345509879795,0.479514713119229,0.445566768827602,0.450433897287625,0.509925166740707,0.509925166740707,0.499301725766942,0.584974813764454,0.482752880509499,0.458886445967456,0.396396905136859,0.408243249428305,0.428290908998445,0.426483650979043,0.467756262364111,0.504443028039728,0.551547431570418,0.543274220096862,0.619571614797436,0.62508708911314,0.629021219666857,0.635730779343304,0.725284578622578,0.710582864191039,0.707046414154693,0.736506681411139,0.848923395765346,0.742807971294678,0.78604018126421,0.682675897427966,0.698703175990225,0.589622933325085,0.426891407398044,0.455226191792943,0.381586660767614,0.388281163588099,0.420146712595004,0.401631772717936,0.341814274653562,0.350411458909413,0.320498285587877,0.326196032887217,0.292711378324142,0.242736264951728,0.299850680234487,0.328407887875867,0.269014453426138,0.277421155095705,0.275024120742847,0.309149562663592,0.300842711669726,0.269456038227682,0.280683373153835,0.290787974587373,0.331052776619491,0.313887077091073,0.325903066760965,0.33136535911946,0.314435877615013,0.329028427291689,0.349018426020492,0.317912924192701,0.355141556301553,0.378421688125871,0.339232387090182,0.334333724460721,0.330659727488625,0.339844719918865,0.330659727488625,0.336783055775452,0.330907170605765,0.314652081523376,0.316974237106575,0.290269447899794,0.301880225815785,0.365160070468075,0.365160070468075,0.381628073646047,0.413125681809825,0.394157824418904,0.387978901177922,0.390852818964425,0.330038220651949,0.328456762167439,0.322374229534709,0.3406218274329,0.367993224280187,0.360733332098233,0.366868252712148,0.443106107535634,0.454541103859134,0.435959234833446,0.411659867646008,0.442391420265415,0.31559954795504,0.338424030520694,0.352195860153871,0.346964700060649,0.370344782926274,0.346964700060649,0.377515335664737
BV/MV,,,,,,,0.424355118038465,0.392100979393391,0.404933375082629,0.376540056595857,0.42261396851909,0.457831799229014,0.543958573341403,0.587550012613975,0.610399179771185,0.638789839295427,0.603691496476997,0.726201433302653,0.653581289972388,0.67986719928356,0.725191679235797,1.04138002350176,1.07226114446228,1.04138002350176,1.04138002350176,1.03311510268032,0.964240762501632,0.929803592412288,0.929803592412288,0.721478179829004,0.65795179921513,0.634893874847457,0.708150860406779,0.641530396187326,0.626888920191038,0.541459939890495,0.492675413638095,0.468041642956191,0.460240948906921,0.394492241920218,0.380889061164348,0.3441294183124,0.370600912028739,0.349877404239187,0.352635411767452,0.310273365548634,0.28901234181973,0.281724062516905,0.284938931698779,0.278451286908388,0.243195180814044,0.237668017613725,0.250122627760735,0.282623231211772,0.303618099816076,0.293025449197519,0.270485030028479,0.23072203033205,0.228715987535131,0.246141967537808,0.243482299642867,0.215076031351199,0.215076031351199,0.219652117124629,0.187482740398548,0.219207871840305,0.230608754063677,0.266962809724076,0.259216121049047,0.247082600489305,0.248129632445076,0.226235841346981,0.209782325612655,0.191866058119343,0.194787876263292,0.170800645210098,0.169293580693538,0.190987352665468,0.188971655012007,0.165638565958111,0.169065570771038,0.169911189859019,0.163114742264659,0.141514650336936,0.161731028956498,0.15283582236389,0.175976767258365,0.171940105101594,0.203749024545389,0.411936925945227,0.386296608688911,0.460845077032386,0.452899472255965,0.418549827487269,0.437844677690583,0.514467496286435,0.501845272478497,0.54868416457649,0.539100161701792,0.600770407637679,0.724458432739554,0.586466350312972,0.535469276372714,0.617465740791973,0.598754657737671,0.603973238128563,0.537303715836957,0.552139713960813,0.616453837372026,0.591795683877145,0.57123135509377,0.50175446484607,0.529194162142339,0.509682864967791,0.50128115144539,0.571482457252023,0.546136968974786,0.514857023557471,0.565232094429427,0.505980178323721,0.474852773046807,0.529709411088315,0.537470721140891,0.543442618042456,0.528754979716985,0.543442618042456,0.533561843168957,0.568467185975463,0.597834494476041,0.59345475458977,0.648052592012028,0.623127492319258,0.51514358580399,0.51514358580399,0.492914125253349,0.455333271147144,0.477245043582953,0.48484561279557,0.481280571525015,0.678690733946684,0.681958504147168,0.69482564573485,0.657602843284769,0.608690235106563,0.620940351982035,0.610556734055914,0.505508451351499,0.492791257606808,0.513795475144147,0.544123680274183,0.506325104746251,0.694492309137837,0.647653355126478,0.622328322446479,0.631711118692595,0.591830826102893,0.631711118692595,0.580589549921764
Return monthly,,,,,,,0.122880605,0.071698612,-0.031691613,0.061817696,-0.109587198,-0.076924088,-0.15833452,-0.074255416,-0.037433888,-0.044446026,0.058142942,0.019780189,0.111110088,-0.039999669,-0.062499461,-0.305558496,-0.028799194,0.029653182,0,0.00800493,0.071426224,0.037035219,0,0.035718512,0.096547903,0.094340311,-0.06442353,0.103846741,0.023232337,0.170854,0.099020796,0.0526325,0.016948532,0.166667212,0.035712984,-0.034481545,-0.071428772,0.059229831,0.023501448,0.136531725,0.071427346,0.020605897,0.003300374,0.015016101,0.144969308,0.023255188,-0.053028909,0.002665271,-0.069148431,0.074799318,0.083334981,0.158973002,0,-0.05630248,0.009523428,0.132075191,0,-0.020833972,0.170213622,0.009019202,-0.049438103,-0.143026035,0.029885171,0.049107788,-0.010639214,0.116375785,0.078432595,0.090907996,-0.01499979,0.140440056,0.008902605,0.102940732,0.010667003,-0.023746351,0.013383905,-0.006896406,0.041666667,0.151999658,-0.125000185,0.073120854,-0.131500255,0.023316206,-0.15611757,0.062999635,0.06616544,-0.16176532,0.017544443,0.071584277,-0.044067783,-0.148935876,0.024999407,-0.06231334,0.017776946,-0.104803783,-0.170731046,0.235293511,0.095237896,0.043478814,0.095955597,-0.010101134,0.124082132,-0.026870807,-0.087261861,0.041666339,0.036000376,0.042470081,-0.051851089,0.038280867,0.015800912,-0.009258695,0.044859272,0.059563877,-0.089122592,0.117103288,0.08539135,-0.103559975,-0.014440104,-0.01098899,0.027777725,-0.027026977,0.018518798,0.036363249,-0.007283582,0.007379385,-0.084248888,0.040000195,0.002692574,0,0.04509803,0.078799039,-0.045912906,-0.015676977,0.007408489,-0.002574605,-0.004791739,0.011565809,0.056603609,0.080357335,-0.028098963,0.038485376,0.036788835,0.025806272,-0.040880404,-0.055737507,0.074652938,-0.04297283,0.070223255,0.064924415,-0.014853686,0.067384858,-0.063130798,0.01875029
