me,,12/31/2000,01/31/2001,02/28/2001,03/30/2001,04/30/2001,05/31/2001,06/29/2001,07/31/2001,08/31/2001,09/28/2001,10/31/2001,11/30/2001,12/31/2001,01/31/2002,02/28/2002,03/29/2002,04/30/2002,05/31/2002,06/28/2002,07/31/2002,08/30/2002,09/30/2002,10/31/2002,11/29/2002,12/31/2002,01/31/2003,02/28/2003,03/31/2003,04/30/2003,05/30/2003,06/30/2003,07/31/2003,08/29/2003,09/30/2003,10/31/2003,11/28/2003,12/31/2003,01/30/2004,02/27/2004,03/31/2004,04/30/2004,05/31/2004,06/30/2004,07/30/2004,08/31/2004,09/30/2004,10/29/2004,11/30/2004,12/31/2004,01/31/2005,02/28/2005,03/31/2005,04/29/2005,05/31/2005,06/30/2005,07/29/2005,08/31/2005,09/30/2005,10/31/2005,11/30/2005,12/30/2005,01/31/2006,02/28/2006,03/31/2006,04/28/2006,05/31/2006,06/30/2006,07/31/2006,08/31/2006,09/29/2006,10/31/2006,11/30/2006,12/29/2006,01/31/2007,02/28/2007,03/30/2007,04/30/2007,05/31/2007,06/29/2007,07/31/2007,08/31/2007,09/28/2007,10/31/2007,11/30/2007,12/31/2007,01/31/2008,02/29/2008,03/31/2008,04/30/2008,05/30/2008,06/30/2008,07/31/2008,08/29/2008,09/30/2008,10/31/2008,11/28/2008,12/31/2008,01/30/2009,02/27/2009,03/31/2009,04/30/2009,05/29/2009,06/30/2009,07/31/2009,08/31/2009,09/30/2009,10/30/2009,11/30/2009,12/31/2009,01/29/2010,02/26/2010,03/31/2010,04/30/2010,05/31/2010,06/30/2010,07/30/2010,08/31/2010,09/30/2010,10/29/2010,11/30/2010,12/31/2010,01/31/2011,02/28/2011,03/31/2011,04/29/2011,05/31/2011,06/30/2011,07/29/2011,08/31/2011,09/30/2011,10/31/2011,11/30/2011,12/30/2011,01/31/2012,02/29/2012,03/30/2012,04/30/2012,05/31/2012,06/29/2012,07/31/2012,08/31/2012,09/28/2012,10/31/2012,11/30/2012,12/31/2012,01/31/2013,02/28/2013,03/29/2013,04/30/2013,05/31/2013,06/28/2013,07/31/2013,08/30/2013,09/30/2013,10/31/2013,11/29/2013,12/31/2013
total liabilities,Consumer Goods,31706,31706,31706,43172,43172,43172,43172,43172,43172,43172,43172,43172,43172,43172,43172,47573,47573,47573,47573,47573,47573,47573,47573,47573,47573,47573,47573,36830,36830,36830,36830,36830,36830,36830,36830,36830,36830,36830,36830,41149,41149,41149,41149,41149,41149,41149,41149,41149,41149,41149,41149,42386,42386,42386,42386,42386,42386,42386,42386,42386,42386,42386,42386,49632,49632,49632,49632,49632,49632,49632,49632,49632,49632,49632,49632,53231,53231,53231,53231,53231,53231,53231,53231,53231,53231,53231,53231,63216,63216,63216,63216,63216,63216,63216,63216,63216,63216,63216,63216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excess return,Consumer Goods,,-0.382401269,-0.01759436,-0.4243522,-0.1718135,0.003356266,-0.1518188,-0.1468177,-0.278005445,0.033497266,-0.273494845,-0.1214811,-0.302472368,0.059730101,-0.1440174,-0.315908168,-0.333358299,-0.362750751,0.551684336,-0.1109717,0.094224601,-0.1063064,-0.1049952,-0.268833268,-0.0971857,0.104780201,-0.241144768,0.124310101,-0.441987433,0.3907495,-0.440990933,-0.1113792,-0.1277937,-0.376176451,-0.1224402,-0.1463855,0.195686672,-0.397499351,-0.1375298,0.530541336,0.058320901,-0.499283833,0.074899849,0.450265902,-0.4042755,0.015049766,0.122663185,0.299082938,-0.1483549,-0.212235801,-0.246508684,-0.428953315,-0.1016456,0.023171024,-0.429162292,-0.0773053,0.088645766,-0.0773074,0.08311134,0.234234524,-0.379912035,0.342586425,0.048360473,-0.063408747,-0.032434172,-0.155577972,-0.164282206,-0.192481205,-0.187934333,-0.158055613,-0.153241415,-0.260904272,0.007719124,-0.1157045,0.009079346,-0.156477827,-0.131420005,-0.210822923,-0.111397708,-0.074090181,-0.789834907,1.690692283,-0.44838144,-0.06809496,0.124957466,-0.500041865,-0.264135474,-0.164304,-0.1695086,-0.1668185,-0.03455809,-0.0912,0,-0.1303939,0.067990442,-0.443029275,0.123396901,-0.330351825,-0.1041688,-0.600354001,-0.224654673,-0.243803719,-0.1001152,-0.1007021,0.028264597,-0.25831981,0.023807831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Risk premium,Consumer Goods,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Beta adj,Consumer Goods,0.775,0.5785,0.7069,0.8294,0.8145,0.7065,0.6876,0.6479,0.4589,0.3995,0.4127,0.2997,0.3096,0.3122,0.3098,0.2562,0.2607,-0.0762,-0.0161,0.0059,-0.0893,-0.0872,-0.1096,-0.0561,-0.1161,-0.0505,-0.3956,-0.3478,0.1707,0.2135,0.2152,0.2584,0.4999,0.4877,0.5054,0.8585,0.7818,0.796,0.6846,0.6449,0.6806,1.0135,1.0976,0.7439,0.7885,0.732,0.9313,0.9322,1.0723,0.8809,1.3623,1.1172,0.2912,0.2691,0.2592,-0.0269,-0.06,-0.0602,-0.317,-0.5954,-0.1346,0.203,0.1875,0.2903,0.236,0.3884,0.7913,0.7543,0.7218,0.6018,0.6066,0.6314,0.6104,0.6215,0.3865,0.2016,0.2476,0.242,0.2792,0.6103,1.6947,1.7742,1.5586,1.081,1.6192,1.142,1.1565,1.108,1.0922,0.9495,0.836,,0.9018,0.6253,0.636,0.6578,0.742,0.7155,0.2876,0.2614,0.1722,0.1704,0.1804,0.2167,-0.2971,-0.2174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VO monthly avg,Consumer Goods,0.9,1,2.02,2.67,0.8,3.33,1.11,0.8,1.41,2.11,1.97,0.6,2.17,0.83,0.97,2.39,0.94,0.9,3.75,0.32,3.15,0.72,0.69,1.16,25.99,1.11,1.55,2.05,0.6,0.59,1.57,0.5,0.29,0.19,0.51,382.8,0.41,0.66,0.86,0.1,0.9,0.91,2.43,0.89,3.75,1.36,0.76,19.22,17.51,12.9,6.03,1.36,2.75,3.23,4.75,3.55,16.17,2.93,1.96,19.94,5.16,11.97,4.69,9.87,9.35,11.24,9.78,8.51,16.31,16.48,2.87,3.1,2.38,1.02,79.45,10.66,3.72,42.33,2.78,1.11,0.01,1.41,0.25,0.6,1.23,14.78,0.8,0.05,0.63,3.3,1.36,0,0,0,0.09,0.03,0.01,0.07,0,1.1,0.68,0.34,0,0.35,0.52,0.01,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total assets,Consumer Goods,49185,49185,49185,51899,51899,51899,51899,51899,51899,51899,51899,51899,51899,51899,51899,50405,50405,50405,50405,50405,50405,50405,50405,50405,50405,50405,50405,49154,49154,49154,49154,49154,49154,49154,49154,49154,49154,49154,49154,53070,53070,53070,53070,53070,53070,53070,53070,53070,53070,53070,53070,59267,59267,59267,59267,59267,59267,59267,59267,59267,59267,59267,59267,67667,67667,67667,67667,67667,67667,67667,67667,67667,67667,67667,67667,67138,67138,67138,67138,67138,67138,67138,67138,67138,67138,67138,67138,64898,64898,64898,64898,64898,64898,64898,64898,64898,64898,64898,64898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net sales,Consumer Goods,183750,183750,183750,186848,186848,186848,186848,186848,186848,186848,186848,186848,186848,186848,186848,204938,204938,204938,204938,204938,204938,204938,204938,204938,204938,204938,204938,203074,203074,203074,203074,203074,203074,203074,203074,203074,203074,203074,203074,229293,229293,229293,229293,229293,229293,229293,229293,229293,229293,229293,229293,225816,225816,225816,225816,225816,225816,225816,225816,225816,225816,225816,225816,238419,238419,238419,238419,238419,238419,238419,238419,238419,238419,238419,238419,230922,230922,230922,230922,230922,230922,230922,230922,230922,230922,230922,230922,235200,235200,235200,235200,235200,235200,235200,235200,235200,235200,235200,235200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
common equity,Consumer Goods,17479,17479,17479,8727,8727,8727,8727,8727,8727,8727,8727,8727,8727,8727,8727,2832,2832,2832,2832,2832,2832,2832,2832,2832,2832,2832,2832,12324,12324,12324,12324,12324,12324,12324,12324,12324,12324,12324,12324,11921,11921,11921,11921,11921,11921,11921,11921,11921,11921,11921,11921,16881,16881,16881,16881,16881,16881,16881,16881,16881,16881,16881,16881,18035,18035,18035,18035,18035,18035,18035,18035,18035,18035,18035,18035,13907,13907,13907,13907,13907,13907,13907,13907,13907,13907,13907,13907,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,1682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turnover ratio,Consumer Goods,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.02%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.15%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.01%,0.01%,0.01%,0%,0%,0%,0%,0%,0%,0.01%,0%,0%,0.12%,0.03%,0.07%,0.03%,0.06%,0.06%,0.07%,0.06%,0.05%,0.1%,0.1%,0.02%,0.02%,0.01%,0.01%,0.47%,0.06%,0.02%,0.25%,0.02%,0.01%,0%,0.01%,0%,0%,0.01%,0.09%,0%,0%,0%,0.02%,0.01%,0%,0%,0%,0%,0%,0%,0%,0%,0.01%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Return monthly,Consumer Goods,,-0.222355769,0.14374034,-0.25,0,0.165765766,0,0,-0.142194745,0.165765766,-0.142194745,0,-0.167567568,0.201298701,0,-0.167567568,-0.199134199,-0.251351351,0.667870036,0,0.201298701,0,0,-0.167567568,0,0.201298701,-0.167567568,0.201298701,-0.333333333,0.5,-0.333333333,0,0,-0.251351351,0,0,0.335740072,-0.251351351,0,0.667870036,0.201298701,-0.333333333,0.248648649,0.601731602,-0.25,0.165765766,0.285935085,0.444711538,0,-0.076539101,-0.083783784,-0.272369715,0,0.124324324,-0.332932692,0,0.165765766,0,0.14374034,0.274324324,-0.313891835,0.429675425,0.132972973,0.029580153,0.056533828,-0.053508772,-0.028730306,-0.059160305,-0.055780933,-0.039742213,-0.034675615,-0.142526072,0.124324324,0,0.111778846,-0.067027027,-0.035921205,-0.110576923,-0.008108108,0.050408719,-0.600518807,1.883116883,-0.26463964,0.08575804,0.313117066,-0.338345865,-0.099025974,0,0,0,0.10990991,0,0,0,0.191558442,-0.328337875,0.249492901,-0.199675325,0,-0.498985801,-0.125506073,-0.143518519,0,0,0.097297297,-0.18226601,0.114457831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
