me,,12/31/2000,01/31/2001,02/28/2001,03/30/2001,04/30/2001,05/31/2001,06/29/2001,07/31/2001,08/31/2001,09/28/2001,10/31/2001,11/30/2001,12/31/2001,01/31/2002,02/28/2002,03/29/2002,04/30/2002,05/31/2002,06/28/2002,07/31/2002,08/30/2002,09/30/2002,10/31/2002,11/29/2002,12/31/2002,01/31/2003,02/28/2003,03/31/2003,04/30/2003,05/30/2003,06/30/2003,07/31/2003,08/29/2003,09/30/2003,10/31/2003,11/28/2003,12/31/2003,01/30/2004,02/27/2004,03/31/2004,04/30/2004,05/31/2004,06/30/2004,07/30/2004,08/31/2004,09/30/2004,10/29/2004,11/30/2004,12/31/2004,01/31/2005,02/28/2005,03/31/2005,04/29/2005,05/31/2005,06/30/2005,07/29/2005,08/31/2005,09/30/2005,10/31/2005,11/30/2005,12/30/2005,01/31/2006,02/28/2006,03/31/2006,04/28/2006,05/31/2006,06/30/2006,07/31/2006,08/31/2006,09/29/2006,10/31/2006,11/30/2006,12/29/2006,01/31/2007,02/28/2007,03/30/2007,04/30/2007,05/31/2007,06/29/2007,07/31/2007,08/31/2007,09/28/2007,10/31/2007,11/30/2007,12/31/2007,01/31/2008,02/29/2008,03/31/2008,04/30/2008,05/30/2008,06/30/2008,07/31/2008,08/29/2008,09/30/2008,10/31/2008,11/28/2008,12/31/2008,01/30/2009,02/27/2009,03/31/2009,04/30/2009,05/29/2009,06/30/2009,07/31/2009,08/31/2009,09/30/2009,10/30/2009,11/30/2009,12/31/2009,01/29/2010,02/26/2010,03/31/2010,04/30/2010,05/31/2010,06/30/2010,07/30/2010,08/31/2010,09/30/2010,10/29/2010,11/30/2010,12/31/2010,01/31/2011,02/28/2011,03/31/2011,04/29/2011,05/31/2011,06/30/2011,07/29/2011,08/31/2011,09/30/2011,10/31/2011,11/30/2011,12/30/2011,01/31/2012,02/29/2012,03/30/2012,04/30/2012,05/31/2012,06/29/2012,07/31/2012,08/31/2012,09/28/2012,10/31/2012,11/30/2012,12/31/2012,01/31/2013,02/28/2013,03/29/2013,04/30/2013,05/31/2013,06/28/2013,07/31/2013,08/30/2013,09/30/2013,10/31/2013,11/29/2013,12/31/2013
total liabilities,Basic Materials,249519,249519,249519,249519,351188,351188,351188,351188,351188,351188,351188,351188,351188,351188,351188,351188,454479,454479,454479,454479,454479,454479,454479,454479,454479,454479,454479,454479,410732,410732,410732,410732,410732,410732,410732,410732,410732,410732,410732,410732,485576,485576,485576,485576,485576,485576,485576,485576,485576,485576,485576,485576,388605,388605,388605,388605,388605,388605,388605,388605,388605,388605,388605,388605,494157,494157,494157,494157,494157,494157,494157,494157,494157,494157,494157,494157,550817,550817,550817,550817,550817,550817,550817,550817,550817,550817,550817,550817,866678,866678,866678,866678,866678,866678,866678,866678,866678,866678,866678,866678,681356,681356,681356,681356,681356,681356,681356,681356,681356,681356,681356,681356,613168,613168,613168,613168,613168,613168,613168,613168,613168,613168,613168,613168,481516,481516,481516,481516,481516,481516,481516,481516,481516,481516,481516,481516,456419,456419,456419,456419,456419,456419,456419,456419,456419,456419,456419,456419,401540,401540,401540,401540,401540,401540,401540,401540,401540
Excess return,Basic Materials,,-0.042945186,-0.071196496,-0.338937014,-0.112682905,0.028142237,-0.285680224,-0.212085246,-0.261419535,-0.221664592,-0.218419124,-0.095365083,0.085065386,-0.116198455,-0.159209822,-0.186219366,-0.018489122,-0.056751151,-0.149040514,-0.173652416,-0.015186556,-0.093652654,-0.107798099,-0.254398457,-0.263069325,-0.12540998,-0.063351647,-0.383369825,-0.219349316,0.12978861,-0.132917476,-0.069310254,-0.162157185,-0.114858133,-0.095937803,-0.041169415,-0.135159423,-0.190980165,-0.119621578,-0.186133996,-0.269704548,-0.281983759,-0.276942375,-0.111475366,-0.064408319,-0.200477862,-0.209690173,-0.30398162,-0.062634039,-0.237822671,-0.1430248,-0.169697192,-0.230731759,-0.058440117,-0.162914866,0.014847823,-0.285265898,-0.07046013,-0.154978507,-0.349565845,-0.034949592,-0.074921438,-0.372906158,-0.178965393,-0.151420057,-0.269645891,-0.113813503,-0.099389547,-0.218918432,-0.203106204,-0.122247407,-0.100697471,-0.06872691,0.087127801,-0.1542587,-0.189494924,-0.097936737,-0.215341725,-0.186715139,-0.142883523,-0.19941407,-0.262026576,-0.131673004,-0.355280758,-0.148396627,-0.216695297,-0.118730193,0.000272841,-0.226669738,-0.188423174,-0.121694601,-0.21229391,-0.1356996,-0.326752758,-0.442280723,-0.387243551,-0.227717523,-0.545637879,-0.32174058,-0.201585018,-0.1449874,-0.037384148,0.291555,0.351753371,-0.148322784,-0.203867758,-0.002026691,-0.1643931,-0.176804838,-0.198365699,-0.239594742,-0.164144146,-0.11436352,-0.088144058,-0.214781399,-0.085869421,-0.205857581,-0.273272979,-0.268684821,-0.37578524,-0.095721163,-0.161629967,-0.031066661,-0.15835321,-0.17246425,0.161526182,-0.1089041,-0.096772296,-0.16173362,-0.060111217,-0.164600344,0.118983688,-0.184650529,-0.075984994,-0.168301724,-0.161006409,-0.052812449,0.084683567,-0.161873585,-0.075636904,-0.06506969,-0.11175577,-0.04324309,-0.05367602,-0.06430042,0.007397371,-0.147857345,0.028217442,-0.134751714,-0.073895694,-0.010979352,-0.195713055,0.003648977,-0.11891084,-0.106318025,-0.011534452,0.194424691
Risk premium,Basic Materials,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Beta adj,Basic Materials,0.9393,0.9243,1.0183,0.8253,0.9204,1.1439,1.1858,1.1367,1.0668,1.1285,1.0742,0.9433,0.9347,0.877,0.8725,0.7525,0.7514,0.7176,0.7143,0.8436,0.829,0.8267,0.8937,0.8785,0.865,0.8354,0.8996,0.9079,0.9939,0.9828,0.9861,1.0161,1.0806,1.0351,1.0978,0.9662,0.9346,0.9577,0.97,0.9944,0.9795,1.1839,1.1905,1.1893,1.1518,1.1721,1.0246,1.0238,1.0884,1.193,1.0496,1.0577,0.7983,0.7967,0.8413,0.9477,0.9641,0.9156,0.9962,1.0489,1.1089,1.2472,1.2198,1.2179,1.214,1.1967,1.0749,1.0539,1.0637,1.2096,1.207,1.2491,1.2,1.2061,1.2049,1.2604,1.2716,1.2444,1.114,1.1247,1.0727,1.174,1.3251,1.1034,1.0673,0.745,0.6273,0.5055,0.4876,0.4571,0.5626,0.5996,0.7492,0.9522,0.9099,0.8066,0.9037,0.9126,0.8172,0.8296,0.8998,0.8142,1.105,1.108,1.1426,1.1846,1.1605,1.1737,1.1701,1.2711,1.2762,1.3063,1.2942,1.2927,1.3134,1.3584,1.2316,1.0583,1.0833,1.0758,0.697,0.8591,0.8707,0.8687,1.1121,1.0991,0.4207,0.4357,0.3966,0.1646,0.1831,0.2391,0.2206,0.201,0.2375,0.2612,0.212,0.1537,-0.0757,-0.0713,0.0935,0.1023,0.1029,0.043,0.0354,0.076,0.0482,0.277,0.309,0.2099,0.115,0.1311,0.1204,0.2291,0.1827,0.1127,
VO monthly avg,Basic Materials,549.2,46.83,95.62,77.57,62.65,47.78,54.25,38.41,29.88,38.64,19.14,50.06,38.98,32.45,115.24,16.29,226.03,286.89,41.86,51.08,56.62,55.88,78.83,55.99,36.29,25.28,102.85,57.78,33.1,66.07,99.72,89.4,138.35,40.31,83.78,45.82,80.45,407.05,102.92,71.27,94.27,118.68,149.38,107.36,147.71,64.21,121.89,149.61,56.25,74.02,167.95,40.63,89.97,82.22,67.73,108.4,109.5,113.83,99.77,53.87,72.79,124.69,69.71,134.17,138.53,125.16,171.04,40.98,65.5,231.05,69.09,52.21,55.76,64.21,197.58,56.81,115.84,164.45,80.84,115.67,70.09,29.7,41.85,87.19,23.62,48.3,36.12,67.11,36.07,119.92,151.43,37.48,30.69,79.08,296.17,19.96,7.1,51.91,57.63,101.8,137.62,362.01,50.13,126.03,48.24,95.62,142.51,54.02,16.67,30.18,60.82,129.95,47.23,214.12,37.73,42.01,44.62,577.81,203.37,1347.27,324.22,334.13,92.34,37.66,92.84,132.84,223.88,49.38,31.74,158.9,40.99,86.08,110.79,42.27,105.79,39.14,38.45,212.61,38.18,69.26,41.94,41.41,138.24,211.7,63.9,16.77,112.07,18.1,21.76,42.8,77.19,81.62,157.33,36.16,163.77,55.42,46.89
Total assets,Basic Materials,830704,830704,830704,830704,1165579,1165579,1165579,1165579,1165579,1165579,1165579,1165579,1165579,1165579,1165579,1165579,1416114,1416114,1416114,1416114,1416114,1416114,1416114,1416114,1416114,1416114,1416114,1416114,1488405,1488405,1488405,1488405,1488405,1488405,1488405,1488405,1488405,1488405,1488405,1488405,1586609,1586609,1586609,1586609,1586609,1586609,1586609,1586609,1586609,1586609,1586609,1586609,1348332,1348332,1348332,1348332,1348332,1348332,1348332,1348332,1348332,1348332,1348332,1348332,1503592,1503592,1503592,1503592,1503592,1503592,1503592,1503592,1503592,1503592,1503592,1503592,1545289,1545289,1545289,1545289,1545289,1545289,1545289,1545289,1545289,1545289,1545289,1545289,984685,984685,984685,984685,984685,984685,984685,984685,984685,984685,984685,984685,1008363,1008363,1008363,1008363,1008363,1008363,1008363,1008363,1008363,1008363,1008363,1008363,922561,922561,922561,922561,922561,922561,922561,922561,922561,922561,922561,922561,950593,950593,950593,950593,950593,950593,950593,950593,950593,950593,950593,950593,990447,990447,990447,990447,990447,990447,990447,990447,990447,990447,990447,990447,951771,951771,951771,951771,951771,951771,951771,951771,951771
Net sales,Basic Materials,506041,506041,506041,506041,831288,831288,831288,831288,831288,831288,831288,831288,831288,831288,831288,831288,972220,972220,972220,972220,972220,972220,972220,972220,972220,972220,972220,972220,1079734,1079734,1079734,1079734,1079734,1079734,1079734,1079734,1079734,1079734,1079734,1079734,1014798,1014798,1014798,1014798,1014798,1014798,1014798,1014798,1014798,1014798,1014798,1014798,1087897,1087897,1087897,1087897,1087897,1087897,1087897,1087897,1087897,1087897,1087897,1087897,1035811,1035811,1035811,1035811,1035811,1035811,1035811,1035811,1035811,1035811,1035811,1035811,880900,880900,880900,880900,880900,880900,880900,880900,880900,880900,880900,880900,637301,637301,637301,637301,637301,637301,637301,637301,637301,637301,637301,637301,715667,715667,715667,715667,715667,715667,715667,715667,715667,715667,715667,715667,657998,657998,657998,657998,657998,657998,657998,657998,657998,657998,657998,657998,754484,754484,754484,754484,754484,754484,754484,754484,754484,754484,754484,754484,751304,751304,751304,751304,751304,751304,751304,751304,751304,751304,751304,751304,695730,695730,695730,695730,695730,695730,695730,695730,695730
common equity,Basic Materials,581185,581185,581185,581185,814391,814391,814391,814391,814391,814391,814391,814391,814391,814391,814391,814391,961635,961635,961635,961635,961635,961635,961635,961635,961635,961635,961635,961635,1077673,1077673,1077673,1077673,1077673,1077673,1077673,1077673,1077673,1077673,1077673,1077673,1101033,1101033,1101033,1101033,1101033,1101033,1101033,1101033,1101033,1101033,1101033,1101033,959727,959727,959727,959727,959727,959727,959727,959727,959727,959727,959727,959727,1009435,1009435,1009435,1009435,1009435,1009435,1009435,1009435,1009435,1009435,1009435,1009435,994472,994472,994472,994472,994472,994472,994472,994472,994472,994472,994472,994472,118007,118007,118007,118007,118007,118007,118007,118007,118007,118007,118007,118007,327007,327007,327007,327007,327007,327007,327007,327007,327007,327007,327007,327007,311609,311609,311609,311609,311609,311609,311609,311609,311609,311609,311609,311609,470111,470111,470111,470111,470111,470111,470111,470111,470111,470111,470111,470111,533904,533904,533904,533904,533904,533904,533904,533904,533904,533904,533904,533904,549231,549231,549231,549231,549231,549231,549231,549231,549231
Turnover ratio,Basic Materials,0.67%,0.06%,0.12%,0.09%,0.08%,0.06%,0.07%,0.05%,0.04%,0.05%,0.02%,0.06%,0.05%,0.04%,0.14%,0.02%,0.27%,0.34%,0.05%,0.06%,0.07%,0.07%,0.09%,0.07%,0.04%,0.03%,0.12%,0.07%,0.04%,0.08%,0.12%,0.1%,0.16%,0.05%,0.1%,0.05%,0.09%,0.46%,0.12%,0.08%,0.11%,0.13%,0.17%,0.12%,0.17%,0.07%,0.14%,0.17%,0.06%,0.08%,0.19%,0.05%,0.1%,0.09%,0.08%,0.12%,0.12%,0.13%,0.11%,0.06%,0.08%,0.14%,0.08%,0.15%,0.15%,0.14%,0.19%,0.05%,0.07%,0.26%,0.08%,0.06%,0.06%,0.07%,0.22%,0.06%,0.13%,0.18%,0.09%,0.13%,0.08%,0.03%,0.05%,0.1%,0.03%,0.05%,0.04%,0.06%,0.03%,0.11%,0.14%,0.04%,0.03%,0.07%,0.28%,0.02%,0.01%,0.05%,0.05%,0.1%,0.13%,0.34%,0.05%,0.12%,0.05%,0.09%,0.13%,0.05%,0.02%,0.03%,0.06%,0.12%,0.04%,0.2%,0.04%,0.04%,0.04%,0.54%,0.19%,1.27%,0.31%,0.32%,0.09%,0.04%,0.09%,0.13%,0.21%,0.05%,0.03%,0.15%,0.04%,0.08%,0.1%,0.04%,0.1%,0.04%,0.04%,0.2%,0.04%,0.07%,0.04%,0.04%,0.13%,0.2%,0.06%,0.02%,0.11%,0.02%,0.02%,0.04%,0.07%,0.08%,0.15%,0.03%,0.15%,0.05%,0.04%
Return monthly,Basic Materials,,0.138885714,0.109756404,-0.164843114,0.065802295,0.218107937,-0.102474824,-0.034473146,-0.087311135,-0.043469092,-0.045444524,0.066662817,0.259351486,0.060952545,0.020257678,-0.006611866,0.146649078,0.104657649,0.013160386,-0.009905616,0.149740444,0.070229446,0.060405001,-0.094252957,-0.104074325,0.02692022,0.091823153,-0.227272125,-0.058833616,0.28750501,0.023306824,0.089804046,0.002220615,0.044453167,0.063823597,0.112001185,0.014520377,-0.034645065,0.035888422,-0.026786796,-0.107896048,-0.105298059,-0.097340875,0.068050534,0.112755081,-0.022035562,-0.040540373,-0.15258222,0.086735161,-0.082463671,0,-0.016862092,-0.097138859,0.075951983,-0.030012966,0.153552923,-0.143627598,0.06832267,-0.011617907,-0.205885145,0.109411108,0.077952162,-0.223258758,-0.027537693,-0.000838057,-0.116653791,0.039605197,0.052806153,-0.065225332,-0.046501404,0.034143593,0.056595829,0.08502309,0.239662101,0,-0.033339724,0.062074063,-0.051944525,-0.030833139,0.014022577,-0.04928397,-0.107414576,0.037358296,-0.200016558,0.004993273,-0.080010297,0.013039707,0.126619341,-0.095250938,-0.052625874,0.005549199,-0.08331911,0,-0.175764158,-0.301457023,-0.263177751,-0.091434423,-0.402544079,-0.18420698,-0.064420218,0,0.103460452,0.44992,0.508607371,0.011411016,-0.039487958,0.161734809,0,-0.012638538,-0.030786399,-0.074094142,0.002852754,0.05412108,0.081096042,-0.049987199,0.078959779,-0.048766781,-0.128200079,-0.117686921,-0.22665984,0.034539837,-0.020906667,0.110687439,-0.01922511,-0.01950195,0.314769482,0,0.009076804,-0.05404782,0.028608583,-0.074115044,0.213346988,-0.093402729,0.015128006,-0.074589224,-0.067800809,0.038093551,0.166666667,-0.099992685,-0.012678804,0.00642081,-0.03836087,0.02993961,0.01288298,0.00317978,0.076235371,-0.079670745,0.105768442,-0.043484714,0.015128006,0.074665648,-0.105603755,0.086984177,-0.02852754,-0.014757925,0.074665648,0.194424691
