me,,12/31/2000,01/31/2001,02/28/2001,03/30/2001,04/30/2001,05/31/2001,06/29/2001,07/31/2001,08/31/2001,09/28/2001,10/31/2001,11/30/2001,12/31/2001,01/31/2002,02/28/2002,03/29/2002,04/30/2002,05/31/2002,06/28/2002,07/31/2002,08/30/2002,09/30/2002,10/31/2002,11/29/2002,12/31/2002,01/31/2003,02/28/2003,03/31/2003,04/30/2003,05/30/2003,06/30/2003,07/31/2003,08/29/2003,09/30/2003,10/31/2003,11/28/2003,12/31/2003,01/30/2004,02/27/2004,03/31/2004,04/30/2004,05/31/2004,06/30/2004,07/30/2004,08/31/2004,09/30/2004,10/29/2004,11/30/2004,12/31/2004,01/31/2005,02/28/2005,03/31/2005,04/29/2005,05/31/2005,06/30/2005,07/29/2005,08/31/2005,09/30/2005,10/31/2005,11/30/2005,12/30/2005,01/31/2006,02/28/2006,03/31/2006,04/28/2006,05/31/2006,06/30/2006,07/31/2006,08/31/2006,09/29/2006,10/31/2006,11/30/2006,12/29/2006,01/31/2007,02/28/2007,03/30/2007,04/30/2007,05/31/2007,06/29/2007,07/31/2007,08/31/2007,09/28/2007,10/31/2007,11/30/2007,12/31/2007,01/31/2008,02/29/2008,03/31/2008,04/30/2008,05/30/2008,06/30/2008,07/31/2008,08/29/2008,09/30/2008,10/31/2008,11/28/2008,12/31/2008,01/30/2009,02/27/2009,03/31/2009,04/30/2009,05/29/2009,06/30/2009,07/31/2009,08/31/2009,09/30/2009,10/30/2009,11/30/2009,12/31/2009,01/29/2010,02/26/2010,03/31/2010,04/30/2010,05/31/2010,06/30/2010,07/30/2010,08/31/2010,09/30/2010,10/29/2010,11/30/2010,12/31/2010,01/31/2011,02/28/2011,03/31/2011,04/29/2011,05/31/2011,06/30/2011,07/29/2011,08/31/2011,09/30/2011,10/31/2011,11/30/2011,12/30/2011,01/31/2012,02/29/2012,03/30/2012,04/30/2012,05/31/2012,06/29/2012,07/31/2012,08/31/2012,09/28/2012,10/31/2012,11/30/2012,12/31/2012,01/31/2013,02/28/2013,03/29/2013,04/30/2013,05/31/2013,06/28/2013,07/31/2013,08/30/2013,09/30/2013,10/31/2013,11/29/2013,12/31/2013
total liabilities,Industrials,168874,168874,168874,168874,168874,168874,168874,164493,164493,164493,164493,164493,164493,164493,164493,164493,164493,164493,164493,181964,181964,181964,181964,181964,181964,181964,181964,181964,181964,181964,181964,233921,233921,233921,233921,233921,233921,233921,233921,233921,233921,233921,233921,442484,442484,442484,442484,442484,442484,442484,442484,442484,442484,442484,442484,741337,741337,741337,741337,741337,741337,741337,741337,741337,741337,741337,741337,1413315,1413315,1413315,1413315,1413315,1413315,1413315,1413315,1413315,1413315,1413315,1413315,1866552,1866552,1866552,1866552,1866552,1866552,1866552,1866552,1866552,1866552,1866552,1866552,1487463,1487463,1487463,1487463,1487463,1487463,1487463,1487463,1487463,1487463,1487463,1487463,1204642,1204642,1204642,1204642,1204642,1204642,1204642,1204642,1204642,1204642,1204642,1204642,1326559,1326559,1326559,1326559,1326559,1326559,1326559,1326559,1326559,1326559,1326559,1326559,1341593,1341593,1341593,1341593,1341593,1341593,1341593,1341593,1341593,1341593,1341593,1341593,1562616,1562616,1562616,1562616,1562616,1562616,1562616,1562616,1562616,1562616,1562616,1562616,,,,,,
Excess return,Industrials,,-0.291745919,0.142267755,-0.397038747,-0.136177473,-0.19614504,-0.222491689,-0.1413493,0.030159881,-0.262048168,-0.296644147,-0.075977571,-0.116399178,-0.116624289,-0.440862783,-0.134091867,-0.06362215,-0.167121623,-0.008606641,-0.184517369,-0.166201071,-0.061754459,0.052418166,-0.038463478,-0.11815943,-0.055802429,0.132658886,-0.131292551,-0.136022564,-0.021647589,0.036153268,-0.170919407,0.168796294,-0.279882106,0.2432575,-0.017547478,0.075581818,-0.207800112,0.033694535,-0.134826111,-0.144370651,-0.1466788,0.111898208,0.164639772,-0.1497269,0.039187706,-0.085772952,0.075274632,0.006993092,-0.139077202,-0.183177429,-0.120654899,-0.1454432,-0.050046555,-0.092154982,-0.045828701,-0.085524773,-0.080480794,-0.099571259,-0.130395982,-0.071502502,0.081992444,0.064412902,-0.124887119,-0.121519476,-0.103058098,-0.176762356,-0.044553309,-0.075254955,-0.092621566,0.014360704,-0.09181328,0.026132084,-0.010834095,0.071039935,-0.094683047,-0.031681659,-0.112701453,-0.090354104,-0.053238034,-0.056966468,-0.049482799,0.039963343,-0.32950415,-0.223073471,-0.364750539,0.030476742,-0.357727769,-0.238979098,-0.213722,-0.295374435,-0.228001082,-0.054871723,-0.186980609,-0.407600928,-0.341754665,-0.187766962,-0.251007217,-0.150401787,-0.116302785,-0.163199896,-0.178603458,-0.161108863,-0.1448966,-0.072880873,0.025943151,-0.26516041,-0.13340926,-0.129766729,-0.110929225,-0.076506978,0.006018445,-0.19351551,-0.146012671,-0.145594479,-0.114530175,-0.099496914,-0.154767658,-0.071785824,-0.118577473,0.02276195,-0.150494835,-0.104722271,-0.349287497,-0.041216339,-0.177266289,-0.154326736,-0.145619729,-0.456241,0.006562291,-0.171357272,0.017259578,-0.097615083,-0.082204149,0.014580977,-0.038255501,-0.125880034,0.01414155,-0.184950142,-0.049358525,-0.105587742,-0.06578183,-0.123576097,-0.059867828,-0.108992441,-0.00417165,0.073955756,0.1360948,-0.187974744,-0.132202732,-0.051208915,-0.060347931,-0.038159711,0.148853431,-0.126037726,-0.120203793,0.052048205
Risk premium,Industrials,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Beta adj,Industrials,0.4469,0.4795,0.6504,0.7007,0.5659,0.6203,0.5136,0.5611,0.6464,0.6617,0.6743,0.7663,0.7552,0.6208,0.6313,0.4988,0.4987,0.3911,0.4208,0.4184,0.4508,0.4273,0.4154,0.534,0.5066,0.437,0.298,0.3028,0.3909,0.3442,0.3136,0.341,0.3533,0.5397,0.5491,0.6445,0.5924,0.7472,0.7621,0.7752,0.7866,0.7076,0.7404,0.6868,0.7163,0.7412,0.7593,0.759,0.771,0.8443,0.8346,0.8265,0.9864,0.9841,1.0299,0.7962,0.6839,0.4605,0.4153,0.3845,0.5361,0.4187,0.361,0.2953,0.3214,0.4928,0.5636,0.5591,0.5125,0.4433,0.444,0.4867,0.4649,0.4719,0.4298,0.2946,0.3153,0.3469,0.3073,0.3073,0.3373,0.3407,0.7061,0.7488,1.0758,1.4088,1.6245,1.6773,1.6581,1.694,1.5307,1.5365,1.1858,1.2848,1.2671,1.2156,1.2249,1.0894,1.0441,1.0419,0.9589,0.9467,0.908,0.9182,0.8629,0.8129,0.7932,0.7937,0.7351,0.5924,0.6246,0.6349,0.6089,0.6089,0.6068,0.663,0.6247,0.4085,0.3974,0.4479,0.4119,0.3967,0.4719,0.4697,0.5594,0.5734,0.6366,0.7193,0.5958,0.603,0.6152,0.5908,0.6392,0.5264,0.4838,0.4651,0.364,0.3342,0.3605,0.3581,0.4611,0.4077,0.4144,0.1888,0.1983,0.0736,-0.0435,0.0604,-0.0078,-0.0032,-0.1777,-0.1746,0.0217,0.1024,0.1659,0.1407,
VO monthly avg,Industrials,0,41.9,205.74,50.94,99.95,399.33,299.81,234.31,443.32,169.01,144.63,125.62,32.65,68.53,332.07,25.8,45.77,136.28,62.13,123.08,102.47,269.05,518.79,361.89,73.56,125.75,129.84,106.25,84.96,142.1,85.5,114.24,46.29,299.92,174.04,113.37,52.33,36.92,211.77,46.58,171.63,196.72,41.27,88.03,246.8,90.09,67.42,82.49,56.58,63.43,85.26,160.97,110.57,193.94,248.17,90.87,238.6,179.54,82.63,70.31,264.57,116.27,334.96,415.44,118.66,118.74,192.2,134.16,207.07,180.94,110.15,50.06,382.75,91.09,103.58,193.29,127.08,221.09,105.96,147.8,264.1,196.19,160.21,163.53,176.75,131.17,224.55,62.89,79.28,160.23,103.11,146.05,232.23,105.85,48.78,127.46,86.92,514.27,161.13,90.17,79.42,214.82,334.99,115.25,168.04,187.28,347.3,76.22,521.85,99.83,436.04,249.28,227.71,173.94,229.34,86.62,77.22,122.95,99.44,186.98,157.58,58.57,92.78,259.83,32.47,60.87,42.24,158.41,67.61,201.37,21.96,28.32,87.59,36.88,40.46,48.69,20.14,34.35,395.51,43.38,47.05,84.61,112.55,24.77,30.49,56.95,25.07,44.07,61.14,121.25,36.14,26.01,40.71,85.72,96.27,331.08,60.2
Total assets,Industrials,277256,277256,277256,277256,277256,277256,277256,288198,288198,288198,288198,288198,288198,288198,288198,288198,288198,288198,288198,290856,290856,290856,290856,290856,290856,290856,290856,290856,290856,290856,290856,371122,371122,371122,371122,371122,371122,371122,371122,371122,371122,371122,371122,643033,643033,643033,643033,643033,643033,643033,643033,643033,643033,643033,643033,1114587,1114587,1114587,1114587,1114587,1114587,1114587,1114587,1114587,1114587,1114587,1114587,1952792,1952792,1952792,1952792,1952792,1952792,1952792,1952792,1952792,1952792,1952792,1952792,2635554,2635554,2635554,2635554,2635554,2635554,2635554,2635554,2635554,2635554,2635554,2635554,2327163,2327163,2327163,2327163,2327163,2327163,2327163,2327163,2327163,2327163,2327163,2327163,2420602,2420602,2420602,2420602,2420602,2420602,2420602,2420602,2420602,2420602,2420602,2420602,2501489,2501489,2501489,2501489,2501489,2501489,2501489,2501489,2501489,2501489,2501489,2501489,2613834,2613834,2613834,2613834,2613834,2613834,2613834,2613834,2613834,2613834,2613834,2613834,3030001,3030001,3030001,3030001,3030001,3030001,3030001,3030001,3030001,3030001,3030001,3030001,,,,,,
Net sales,Industrials,808590,808590,808590,808590,808590,808590,808590,844922,844922,844922,844922,844922,844922,844922,844922,844922,844922,844922,844922,933051,933051,933051,933051,933051,933051,933051,933051,933051,933051,933051,933051,1047417,1047417,1047417,1047417,1047417,1047417,1047417,1047417,1047417,1047417,1047417,1047417,1357315,1357315,1357315,1357315,1357315,1357315,1357315,1357315,1357315,1357315,1357315,1357315,1740917,1740917,1740917,1740917,1740917,1740917,1740917,1740917,1740917,1740917,1740917,1740917,3002544,3002544,3002544,3002544,3002544,3002544,3002544,3002544,3002544,3002544,3002544,3002544,3935752,3935752,3935752,3935752,3935752,3935752,3935752,3935752,3935752,3935752,3935752,3935752,3957256,3957256,3957256,3957256,3957256,3957256,3957256,3957256,3957256,3957256,3957256,3957256,3618391,3618391,3618391,3618391,3618391,3618391,3618391,3618391,3618391,3618391,3618391,3618391,3792631,3792631,3792631,3792631,3792631,3792631,3792631,3792631,3792631,3792631,3792631,3792631,4228261,4228261,4228261,4228261,4228261,4228261,4228261,4228261,4228261,4228261,4228261,4228261,4588344,4588344,4588344,4588344,4588344,4588344,4588344,4588344,4588344,4588344,4588344,4588344,,,,,,
common equity,Industrials,108382,108382,108382,108382,108382,108382,108382,123705,123705,123705,123705,123705,123705,123705,123705,123705,123705,123705,123705,96481,96481,96481,96481,96481,96481,96481,96481,96481,96481,96481,96481,124778,124778,124778,124778,124778,124778,124778,124778,124778,124778,124778,124778,193313,193313,193313,193313,193313,193313,193313,193313,193313,193313,193313,193313,337711,337711,337711,337711,337711,337711,337711,337711,337711,337711,337711,337711,515804,515804,515804,515804,515804,515804,515804,515804,515804,515804,515804,515804,747332,747332,747332,747332,747332,747332,747332,747332,747332,747332,747332,747332,821848,821848,821848,821848,821848,821848,821848,821848,821848,821848,821848,821848,1197143,1197143,1197143,1197143,1197143,1197143,1197143,1197143,1197143,1197143,1197143,1197143,1173649,1173649,1173649,1173649,1173649,1173649,1173649,1173649,1173649,1173649,1173649,1173649,1269970,1269970,1269970,1269970,1269970,1269970,1269970,1269970,1269970,1269970,1269970,1269970,1455777,1455777,1455777,1455777,1455777,1455777,1455777,1455777,1455777,1455777,1455777,1455777,,,,,,
Turnover ratio,Industrials,0%,0.02%,0.07%,0.02%,0.04%,0.14%,0.1%,0.08%,0.15%,0.06%,0.05%,0.04%,0.01%,0.02%,0.11%,0.01%,0.02%,0.05%,0.02%,0.06%,0.05%,0.13%,0.26%,0.19%,0.04%,0.07%,0.07%,0.06%,0.04%,0.08%,0.05%,0.06%,0.02%,0.16%,0.1%,0.06%,0.03%,0.02%,0.12%,0.03%,0.1%,0.11%,0.02%,0.05%,0.15%,0.05%,0.04%,0.05%,0.03%,0.04%,0.05%,0.1%,0.07%,0.11%,0.15%,0.05%,0.14%,0.11%,0.05%,0.04%,0.15%,0.07%,0.2%,0.24%,0.07%,0.07%,0.11%,0.08%,0.12%,0.1%,0.06%,0.03%,0.2%,0.05%,0.05%,0.1%,0.07%,0.12%,0.06%,0.08%,0.14%,0.1%,0.08%,0.09%,0.09%,0.07%,0.12%,0.03%,0.04%,0.08%,0.05%,0.08%,0.12%,0.06%,0.03%,0.07%,0.04%,0.27%,0.08%,0.05%,0.04%,0.11%,0.17%,0.06%,0.08%,0.09%,0.17%,0.03%,0.22%,0.04%,0.18%,0.1%,0.09%,0.07%,0.1%,0.04%,0.03%,0.05%,0.04%,0.08%,0.07%,0.02%,0.04%,0.11%,0.01%,0.03%,0.02%,0.07%,0.03%,0.08%,0.01%,0.01%,0.04%,0.02%,0.02%,0.02%,0.01%,0.01%,0.16%,0.02%,0.02%,0.04%,0.05%,0.01%,0.01%,0.02%,0.01%,0.02%,0.03%,0.05%,0.01%,0.01%,0.02%,0.04%,0.04%,0.14%,0.02%
Return monthly,Industrials,,-0.137937419,0.300042955,-0.230794647,0.019974227,-0.03916614,-0.081634889,0,0.177783081,-0.113261068,-0.148863247,0.074899329,0.046578422,0.044386111,-0.276590883,0.029532533,0.08559595,-0.026282323,0.135103759,-0.047558169,-0.025100671,0.076965441,0.190488366,0.099978522,0.01825637,0.071428571,0.249932886,-0.013316151,-0.013495864,0.095837011,0.150010068,-0.054336407,0.287354194,-0.151781006,0.3684508,0.115356022,0.203703018,-0.064726512,0.176106835,0.010711489,0.005285149,0,0.263143408,0.312508172,0,0.190483306,0.066662948,0.209991632,0.136366092,-0.005686302,-0.053697629,0.017614601,0,0.096151745,0.052628718,0.083331899,0.038460927,0.029630706,0.007192641,-0.028572482,0.036771798,0.182670544,0.159955902,-0.031583219,-0.027171276,0.005588302,-0.055555556,0.076469991,0.043712545,0.015706334,0.122682704,0.01744882,0.133570784,0.095445605,0.176467335,0.000626753,0.068082241,-0.005846753,0.014705796,0.052171866,0.046833432,0.052631301,0.169997643,-0.19657975,-0.069148071,-0.186246139,0.225070242,-0.157557869,-0.033818798,0,-0.107140335,-0.040001582,0.108333677,-0.015038209,-0.244273628,-0.191921865,-0.031248262,-0.096775017,0.001426513,0.034236915,-0.014489196,-0.029411358,-0.015154863,0,0.069231827,0.166905851,-0.12453881,0.00704384,0.006994571,0.013891975,0.047942822,0.130717145,-0.06820481,-0.019851971,-0.025316079,0.006488825,0.019359186,-0.050632158,0.036000376,-0.009009773,0.13506165,-0.038902735,0.011907429,-0.235296397,0.076925861,-0.057142089,-0.031820936,-0.021903829,-0.3360056,0.122901291,-0.053649672,0.133779978,0.020004517,0.029409051,0.123810377,0.067795799,-0.025398034,0.10749615,-0.095588642,0.040651775,-0.010938442,0.02685327,-0.030768897,0.015876572,-0.031249541,0.06451515,0.136365256,0.2,-0.116666144,-0.056604332,0.015995985,0.010502269,0.038957389,0.231254631,-0.035536026,-0.032239693,0.052048205
