Name,,12/31/2000,01/31/2001,02/28/2001,03/30/2001,04/30/2001,05/31/2001,06/29/2001,07/31/2001,08/31/2001,09/28/2001,10/31/2001,11/30/2001,12/31/2001,01/31/2002,02/28/2002,03/29/2002,04/30/2002,05/31/2002,06/28/2002,07/31/2002,08/30/2002,09/30/2002,10/31/2002,11/29/2002,12/31/2002,01/31/2003,02/28/2003,03/31/2003,04/30/2003,05/30/2003,06/30/2003,07/31/2003,08/29/2003,09/30/2003,10/31/2003,11/28/2003,12/31/2003,01/30/2004,02/27/2004,03/31/2004,04/30/2004,05/31/2004,06/30/2004,07/30/2004,08/31/2004,09/30/2004,10/29/2004,11/30/2004,12/31/2004,01/31/2005,02/28/2005,03/31/2005,04/29/2005,05/31/2005,06/30/2005,07/29/2005,08/31/2005,09/30/2005,10/31/2005,11/30/2005,12/30/2005,01/31/2006,02/28/2006,03/31/2006,04/28/2006,05/31/2006,06/30/2006,07/31/2006,08/31/2006,09/29/2006,10/31/2006,11/30/2006,12/29/2006,01/31/2007,02/28/2007,03/30/2007,04/30/2007,05/31/2007,06/29/2007,07/31/2007,08/31/2007,09/28/2007,10/31/2007,11/30/2007,12/31/2007,01/31/2008,02/29/2008,03/31/2008,04/30/2008,05/30/2008,06/30/2008,07/31/2008,08/29/2008,09/30/2008,10/31/2008,11/28/2008,12/31/2008,01/30/2009,02/27/2009,03/31/2009,04/30/2009,05/29/2009,06/30/2009,07/31/2009,08/31/2009,09/30/2009,10/30/2009,11/30/2009,12/31/2009,01/29/2010,02/26/2010,03/31/2010,04/30/2010,05/31/2010,06/30/2010,07/30/2010,08/31/2010,09/30/2010,10/29/2010,11/30/2010,12/31/2010,01/31/2011,02/28/2011,03/31/2011,04/29/2011,05/31/2011,06/30/2011,07/29/2011,08/31/2011,09/30/2011,10/31/2011,11/30/2011,12/30/2011,01/31/2012,02/29/2012,03/30/2012,04/30/2012,05/31/2012,06/29/2012,07/31/2012,08/31/2012,09/28/2012,10/31/2012,11/30/2012,12/31/2012,01/31/2013,02/28/2013,03/29/2013,04/30/2013,05/31/2013,06/28/2013,07/31/2013,08/30/2013,09/30/2013,10/31/2013,11/29/2013,12/31/2013
Def tax,Consumer Goods,,,,,,,,,,,,,,-38188,-38188,-38188,-38188,-38188,-38188,-38188,-38188,-38188,-38188,-38188,-38188,-40207,-40207,-40207,-40207,-40207,-40207,-40207,-40207,-40207,-40207,-40207,-40207,-44533,-44533,-44533,-44533,-44533,-44533,-44533,-44533,-44533,-44533,-44533,-44533,-41698,-41698,-41698,-41698,-41698,-41698,-41698,-41698,-41698,-41698,-41698,-41698,-35410,-35410,-35410,-35410,-35410,-35410,-35410,-35410,-35410,-35410,-35410,-35410,-26833,-26833,-26833,-26833,-26833,-26833,-26833,-26833,-26833,-26833,-26833,-26833,-18572,-18572,-18572,-18572,-18572,-18572,-18572,-18572,-18572,-18572,-18572,-18572,-20719,-20719,-20719,-20719,-20719,-20719,-20719,-20719,-20719,-20719,-20719,-20719,-26600,-26600,-26600,-26600,-26600,-26600,-26600,-26600,-26600,-26600,-26600,-26600,-28400,-28400,-28400,-28400,-28400,-28400,-28400,-28400,-28400,-28400,-28400,-28400,-22600,-22600,-22600,-22600,-22600,-22600,-22600,-22600,-22600,-22600,-22600,-22600,-17800,-17800,-17800,-17800,-17800,-17800,-17800,-17800,-17800,-17800,-17800,-17800
Price monthly,Consumer Goods,0.29,0.43,0.6,0.43,0.48,0.33,0.32,0.35,0.34,0.24,0.23,0.24,0.26,0.32,0.41,0.36,0.33,0.38,0.46,0.36,0.34,0.31,0.32,0.35,0.4,0.32,0.33,0.35,0.39,0.4,0.42,0.44,0.56,0.55,0.61,0.7,0.84,0.75,0.8,0.85,0.85,0.77,0.79,0.86,0.87,0.9,1.07,1.28,1.2,1.27,1.28,1.35,1.4,1.38,1.41,1.6,1.8,1.85,1.9,2,2.1,2.19,2.3,2.52,2.55,2.45,2.25,2.43,2.64,2.59,2.7,3,3.1,3.01,3.35,4.02,4.3,4.7,4.6,4.5,4.4,4.7,4.9,4.88,4.85,4.15,4.55,3.95,4.16,4.2,3.75,3.88,4.1,3.9,3.5,3.41,3.95,3.7,3.5,3.71,4,4.15,4.3,4.54,4.64,4.9,5.1,5.15,5.25,5.17,5.9,6.05,6.1,5.8,5.9,5.85,5.7,6.05,6.08,6.1,5.95,5.7,5.57,5.4,5.6,5.8,5.63,5.65,5.6,5.55,5.9,6.19,6.2,6.39,6.58,6.75,6.3,5.75,5.7,5.69,6.08,5.75,5.69,5.9,6.2,6.74,6.75,7,6.6,6.8,7,6.79,6.52,6.55,6.6,6.7,6.57
MV monthly,Consumer Goods,113.91,168.91,235.68,168.91,188.55,129.63,125.7,137.48,133.55,94.27,90.34,94.27,102.13,125.97,161.4,141.72,129.91,149.59,181.09,141.72,133.85,122.04,125.97,137.78,157.47,125.97,129.91,137.78,153.53,157.47,165.34,173.21,220.45,216.52,240.14,275.57,330.68,295.25,314.93,334.61,334.61,303.12,310.99,338.55,342.49,354.3,421.22,503.89,472.4,499.95,503.89,531.45,551.13,543.26,555.07,629.86,708.6,728.28,747.96,787.33,826.7,862.13,905.43,992.03,1003.84,964.48,885.75,956.6,1039.27,1019.59,1062.89,1180.99,1220.36,1184.93,1318.78,1582.53,1692.76,1850.22,1810.86,1771.49,1732.12,1850.22,1928.96,1921.08,1909.27,1633.71,1791.17,1554.98,1637.65,1653.39,1476.24,1527.42,1614.03,1535.29,1377.83,1342.4,1554.98,1456.56,1377.83,1460.5,1574.66,1633.71,1692.76,1828.1,1868.36,1973.06,2053.59,2073.72,2104.4,2072.33,2364.94,2425.07,2445.11,2324.86,2364.94,2344.9,2284.78,2425.07,2437.09,2445.11,2384.99,2284.78,2232.67,2164.52,2244.69,2324.86,2256.72,2264.73,2356.93,2335.88,2483.19,2605.25,2609.46,2689.42,2769.39,2840.94,2651.54,2422.37,2401.31,2397.1,2561.4,2422.37,2397.1,2485.57,2611.95,2839.44,2843.66,2948.97,2780.46,2864.72,2948.97,2860.51,2746.76,2759.4,2780.46,2822.59,2767.82
NOSH,Consumer Goods,392804,392804,392804,392804,392804,392804,392804,392804,392804,392804,392804,392804,392804,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,393665,402665,402665,402665,402665,402665,400838,400838,400838,400838,400838,400838,400838,400838,400838,400838,400838,400838,400838,400838,400838,400838,400838,400838,400838,400838,420880,420880,420880,420880,420880,420880,420880,420880,420880,421282,421282,421282,421282,421282,421282,421282,421282,421282,421282,421282,421282,421282,421282,421282,421282,421282,421282,421282,421282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market value,,,,,,188545.92,129625.32,125697.28,137481.4,133553.36,94272.96,90344.92,94272.96,102129.04,125972.8,161402.65,141719.4,129909.45,149592.7,181085.9,141719.4,133846.1,122036.15,125972.8,137782.75,157466,125972.8,129909.45,137782.75,153529.35,157466,165339.3,173212.6,220452.4,216515.75,240135.65,275565.5,330678.6,295248.75,314932,334615.25,334615.25,303122.05,310995.35,338551.9,342488.55,354298.5,421221.55,503891.2,472398,499954.55,503891.2,531447.75,551131,543257.7,555067.65,629864,708597,728280.25,747963.5,787330,826696.5,862126.35,905429.5,992035.8,1003845.75,964479.25,885746.25,956605.95,1039275.6,1019592.35,1062895.5,1180995,1220361.5,1184931.65,1318777.75,1582533.3,1692759.5,1850225.5,1810859,1771492.5,1732126,1850225.5,1928958.5,1921085.2,1909275.25,1633709.75,1791175.75,1554976.75,1637646.4,1653393,1476243.75,1527420.2,1614026.5,1535293.5,1377827.5,1342397.65,1554976.75,1456560.5,1377827.5,1460497.15,1574660,1633709.75,1692759.5,1828099.1,1868365.6,1973058.5,2053591.5,2073724.75,2104399.5,2072332.46,2364944.2,2425069.9,2445111.8,2324860.4,2364944.2,2344902.3,2284776.6,2425069.9,2437095.04,2445111.8,2384986.1,2284776.6,2232667.66,2164525.2,2244692.8,2324860.4,2256717.94,2264734.7,2356928,2335884,2483192,2605247.2,2609456,2689423.2,2769390.4,2840940,2651544,2422371.5,2401307.4,2397094.58,2561394.56,2422371.5,2397094.58,2485563.8,2611948.4,2839440.68,2843653.5,2948974,2780461.2,2864717.6,2948974,2860504.78,2746758.64,2759397.1,2780461.2,2822589.4,2767822.74
Debt equity ratio,,,,,,1.22837980264967,1.78673425839952,1.8425697039745,1.68463515791954,1.73418325079953,2.45675960529934,2.56357524031235,2.45675960529934,2.26777809719939,1.83853974826312,1.43495785230292,1.63425755401166,1.48123943254321,1.28633950720857,1.0626282885636,1.35780281316461,1.43767356688017,1.57680326690083,1.52752816481018,1.39659717925502,1.22202253184815,1.52752816481018,1.48123943254321,1.39659717925502,1.21465374535879,1.18428740172482,1.12789276354744,1.07662491065892,0.845919572660583,0.861299928527139,0.776581902770372,0.676735658128467,0.563946381773722,0.631619947586569,0.592143700862408,0.557311718458737,0.378861991496203,0.418224276326978,0.40763631996427,0.374456619502062,0.370152520427325,0.357814103079748,0.300965133431563,0.251588041227948,0.268360577309811,0.253569049426593,0.251588041227948,0.238542735386498,0.22598801373902,0.229263202343934,0.224385261868531,0.197739512021643,0.175768455130349,0.171017956343042,0.166517483807699,0.158191609617314,0.150658675826014,0.144467223394808,0.13755792140636,0.125548896521678,0.15102220634993,0.157186378037682,0.17115850052992,0.15848009308326,0.145873722042546,0.148689817062672,0.142632083774934,0.12836887539744,0.124227943933007,0.127942400728346,0.114957201848454,0.095797668207045,0.0974651153929427,0.0891702119552454,0.0911086948238378,0.0931333324865897,0.0952499991340122,0.0891702119552454,0.0855306114672762,0.0858811467601749,0.0864123703483822,0.100987950889073,0.0921098892724513,0.10610126485814,0.131899047315709,0.130642865912702,0.146320009822226,0.141417535266327,0.133829277276426,0.140692317136756,0.156771439095242,0.160909101710659,0.138911401729962,0.148297307252256,0.156771439095242,0.147897584052115,0.172434049255077,0.166201493257906,0.160403766748909,0.14852860000861,0.145327552594631,0.137616294701855,0.132219577262567,0.130935892046425,0.12902730683979,0.131023860910812,0.114812434052355,0.11196584477833,0.121628385254204,0.127919508629421,0.125751381364516,0.126826179495837,0.130163710535201,0.122633578520768,0.122028478626751,0.121628385254204,0.124694647067335,0.130163710535201,0.133201642737997,0.137395027787156,0.124827771532924,0.120523365617996,0.124162614668628,0.123723100988385,0.118883563689684,0.119954586785988,0.112838636722412,0.10755217393574,0.107378702687457,0.104185908710834,0.101177501012497,0.0986293269129232,0.141577888204005,0.154972100687281,0.156331505079275,0.156606252891365,0.14656078601182,0.154972100687281,0.156606252891365,0.15103213202574,0.143724125637398,0.132209136343007,0.132013270955832,0.127298511278838,0.187019333339376,0.181518764711747,0.176332514291411,0.18178609720764,0.189314049085871,0.188446961838149,0.187019333339376,0.184228000005952,0.187873302898003
Price Sales,,,,,,0.340191290697989,0.233881512354868,0.226794193798659,0.248056149467284,0.240968830911076,0.170095645348995,0.163008326792786,0.170095645348995,0.184270282461411,0.22729131144731,0.291216992791866,0.255702725378224,0.251786897955228,0.289936427948445,0.350975675937591,0.274676615951158,0.259416803953871,0.236527085957942,0.244156991956585,0.267046709952515,0.305196239945731,0.244156991956585,0.251786897955228,0.267046709952515,0.326603989125209,0.33497845038483,0.351727372904071,0.368476295423313,0.468969830538762,0.460595369279141,0.510842136836865,0.586212288173452,0.703454745808142,0.628084594471556,0.66995690076966,0.711829207067763,0.688814884804769,0.62398524858785,0.64019265764208,0.696918589331884,0.705022293858999,0.729333407440344,0.867096384401298,1.03727417947071,0.972444543253792,1.0291704749436,1.03727417947071,1.09400011116052,0.967178160657314,0.953361329790781,0.974086576090581,1.10534646932265,1.24351477798798,1.27805685515431,1.31259893232064,1.38168308665331,1.45076724098597,1.51294297988537,1.5889355496513,1.74092068918317,1.51859697292882,1.45904415046102,1.33993850552543,1.44713358596746,1.57219451314983,1.54241810191594,1.60792620663051,1.7865846740339,1.8461374965017,1.79253995628068,1.99501955267119,2.39402346320543,2.03915234861088,2.22884093917933,2.18141879153722,2.13399664389511,2.08657449625299,2.22884093917933,2.32368523446356,2.31420080493514,2.2999741606425,1.96801912714771,2.15770771771616,1.87317483186348,1.70107789357346,1.7174344117809,1.53342358194723,1.5865822661214,1.6765431162623,1.59476052522512,1.43119534315075,1.39439317718401,1.61520617298442,1.51297793418793,1.43119534315075,1.51706706373979,1.31463449861537,1.36393329231345,1.41323208601152,1.52622289494095,1.5598401393229,1.647244974716,1.71447946347992,1.7312880856709,1.75689747727696,1.73012570619464,1.97441811732077,2.02461518810011,1.77697465910173,1.68958246275246,1.71871319486888,1.70414782881067,1.66045173063604,1.76240929304352,1.77114851267844,1.77697465910173,1.7332785609271,1.66045173063604,1.62258177888469,1.57305953428678,1.52689803414734,1.58143010679546,1.53507784504455,1.54053105230937,1.60324331678117,1.58892864430991,1.68913135160873,1.77215645194205,1.7750193864363,1.82941514182709,1.88381089721788,1.93248078362016,1.65143497757848,1.50870173143996,1.49558258594918,1.49295875685102,1.59528809167912,1.50870173143996,1.49295875685102,1.54805916791231,1.626774040857,1.76846081215745,1.77108464125561,1.83668036870952,1.64797368421053,1.69791228070175,1.74785087719298,1.69541535087719,1.62799824561404,1.63548903508772,1.64797368421053,1.67294298245614,1.64048289473684
BV/MV,,,,,,2.40354180032111,3.49606080046707,3.60531270048167,3.29628589758324,3.39323548280627,4.80708360064222,5.01608723545275,4.80708360064222,4.43730793905436,3.59742738114895,2.80774819992113,3.19771322768795,3.36401239478729,2.92137918494686,2.41331323973871,3.08367802855502,3.26507085376414,3.5810454525155,3.46913778212439,3.17178311508516,2.77531022569952,3.46913778212439,3.36401239478729,3.17178311508516,1.12288627549065,1.09481411860338,1.0426801129556,0.99528556236671,0.782010084716701,0.796228449893368,0.71791089744484,0.625608067773361,0.521340056477801,0.583900863255137,0.547407059301691,0.51520664404865,0.63690462404209,0.703076533033476,0.685277127133894,0.62949875632067,0.622263138431927,0.601521033817529,0.505952271435305,0.42294447690295,0.451140775363147,0.426274748374627,0.42294447690295,0.40101402254502,0.455702909108724,0.462307299095807,0.45247097358313,0.398740045470133,0.354435595973452,0.344856255541737,0.335781090922217,0.318992036376107,0.303801939405816,0.291316928197358,0.277384379457484,0.25316828283818,0.284447087612813,0.296057172821499,0.322373365961188,0.29849385737147,0.274750027807831,0.280054082398716,0.268644471634323,0.241780024470891,0.233980668842798,0.240976768575639,0.216519424899305,0.180432854082755,0.193321024043876,0.176868170933759,0.18071313117145,0.184728978530815,0.188927364406515,0.176868170933759,0.169649061916055,0.170344344956694,0.171398021317251,0.200308530937028,0.182698989755751,0.210450735035106,0.253366050204733,0.250953040202783,0.281067405027117,0.271650198157652,0.257073846061387,0.270257120218382,0.30114364824334,0.309091721070876,0.266836144013086,0.284865613203159,0.30114364824334,0.284097781361641,0.323177701853098,0.311496580099372,0.300630420328464,0.278373858397501,0.272374421794107,0.257921901454012,0.247807317083266,0.245401420800904,0.241824330408746,0.245566292968262,0.215182666889138,0.209847559445606,0.249719869659948,0.262636414642359,0.258184949987403,0.260391658961655,0.267244071039593,0.25178367023565,0.250541316599619,0.249719869659948,0.256015328558938,0.267244071039593,0.273481365336747,0.282090963875126,0.30195668645616,0.291544386923189,0.300347681022113,0.299284503390176,0.287577728297173,0.290168518642193,0.27295513194308,0.260167250155762,0.259747625558737,0.252024300229135,0.244747002806105,0.238583004216914,0.283306631909559,0.310109328812694,0.312829586082981,0.313379374459226,0.293277736952795,0.310109328812694,0.313379374459226,0.302225193334406,0.287601393656934,0.264559145500444,0.264167206025629,0.254732662953285,0.285240448598959,0.276851023640166,0.268940994393304,0.277258757106499,0.288740331403854,0.287417856603531,0.285240448598959,0.280983128470616,0.286542916400781
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market value,,,,,,,129625.32,125697.28,137481.4,133553.36,94272.96,90344.92,94272.96,102129.04,125972.8,161402.65,141719.4,129909.45,149592.7,181085.9,141719.4,133846.1,122036.15,125972.8,137782.75,157466,0,129909.45,137782.75,153529.35,157466,165339.3,173212.6,220452.4,216515.75,240135.65,275565.5,330678.6,295248.75,314932,334615.25,334615.25,303122.05,310995.35,338551.9,342488.55,354298.5,421221.55,503891.2,472398,499954.55,503891.2,531447.75,551131,543257.7,555067.65,629864,708597,728280.25,747963.5,787330,826696.5,862126.35,905429.5,992035.8,1003845.75,964479.25,885746.25,956605.95,1039275.6,1019592.35,1062895.5,1180995,1220361.5,1184931.65,1318777.75,1582533.3,1692759.5,1850225.5,1810859,1771492.5,1732126,1850225.5,1928958.5,1921085.2,1909275.25,1633709.75,1791175.75,1554976.75,1637646.4,1653393,1476243.75,1527420.2,1614026.5,1535293.5,1377827.5,1342397.65,1554976.75,1456560.5,1377827.5,1460497.15,1574660,1633709.75,1692759.5,1828099.1,1868365.6,1973058.5,2053591.5,2073724.75,2104399.5,2072332.46,2364944.2,2425069.9,2445111.8,2324860.4,2364944.2,2344902.3,2284776.6,2425069.9,2437095.04,2445111.8,2384986.1,2284776.6,2232667.66,2164525.2,2244692.8,2324860.4,2256717.94,2264734.7,2356928,2335884,2483192,2605247.2,2609456,2689423.2,2769390.4,2840940,2651544,2422371.5,2401307.4,2397094.58,2561394.56,2422371.5,2397094.58,2485563.8,2611948.4,2839440.68,2843653.5,2948974,2780461.2,2864717.6,2948974,2860504.78,2746758.64,2759397.1,2780461.2,2822589.4,2767822.74
Debt equity ratio,,,,,,,1.78673425839952,1.8425697039745,1.68463515791954,1.73418325079953,2.45675960529934,2.56357524031235,2.45675960529934,2.26777809719939,1.83853974826312,1.43495785230292,1.63425755401166,1.48123943254321,1.28633950720857,1.0626282885636,1.35780281316461,1.43767356688017,1.57680326690083,1.52752816481018,1.39659717925502,1.22202253184815,0,1.48123943254321,1.39659717925502,1.21465374535879,1.18428740172482,1.12789276354744,1.07662491065892,0.845919572660583,0.861299928527139,0.776581902770372,0.676735658128467,0.563946381773722,0.631619947586569,0.592143700862408,0.557311718458737,0.378861991496203,0.418224276326978,0.40763631996427,0.374456619502062,0.370152520427325,0.357814103079748,0.300965133431563,0.251588041227948,0.268360577309811,0.253569049426593,0.251588041227948,0.238542735386498,0.22598801373902,0.229263202343934,0.224385261868531,0.197739512021643,0.175768455130349,0.171017956343042,0.166517483807699,0.158191609617314,0.150658675826014,0.144467223394808,0.13755792140636,0.125548896521678,0.15102220634993,0.157186378037682,0.17115850052992,0.15848009308326,0.145873722042546,0.148689817062672,0.142632083774934,0.12836887539744,0.124227943933007,0.127942400728346,0.114957201848454,0.095797668207045,0.0974651153929427,0.0891702119552454,0.0911086948238378,0.0931333324865897,0.0952499991340122,0.0891702119552454,0.0855306114672762,0.0858811467601749,0.0864123703483822,0.100987950889073,0.0921098892724513,0.10610126485814,0.131899047315709,0.130642865912702,0.146320009822226,0.141417535266327,0.133829277276426,0.140692317136756,0.156771439095242,0.160909101710659,0.138911401729962,0.148297307252256,0.156771439095242,0.147897584052115,0.172434049255077,0.166201493257906,0.160403766748909,0.14852860000861,0.145327552594631,0.137616294701855,0.132219577262567,0.130935892046425,0.12902730683979,0.131023860910812,0.114812434052355,0.11196584477833,0.121628385254204,0.127919508629421,0.125751381364516,0.126826179495837,0.130163710535201,0.122633578520768,0.122028478626751,0.121628385254204,0.124694647067335,0.130163710535201,0.133201642737997,0.137395027787156,0.124827771532924,0.120523365617996,0.124162614668628,0.123723100988385,0.118883563689684,0.119954586785988,0.112838636722412,0.10755217393574,0.107378702687457,0.104185908710834,0.101177501012497,0.0986293269129232,0.141577888204005,0.154972100687281,0.156331505079275,0.156606252891365,0.14656078601182,0.154972100687281,0.156606252891365,0.15103213202574,0.143724125637398,0.132209136343007,0.132013270955832,0.127298511278838,0.187019333339376,0.181518764711747,0.176332514291411,0.18178609720764,0.189314049085871,0.188446961838149,0.187019333339376,0.184228000005952,0.187873302898003
Price Sales,,,,,,,0.233881512354868,0.226794193798659,0.248056149467284,0.240968830911076,0.170095645348995,0.163008326792786,0.170095645348995,0.184270282461411,0.22729131144731,0.291216992791866,0.255702725378224,0.251786897955228,0.289936427948445,0.350975675937591,0.274676615951158,0.259416803953871,0.236527085957942,0.244156991956585,0.267046709952515,0.305196239945731,0,0.251786897955228,0.267046709952515,0.326603989125209,0.33497845038483,0.351727372904071,0.368476295423313,0.468969830538762,0.460595369279141,0.510842136836865,0.586212288173452,0.703454745808142,0.628084594471556,0.66995690076966,0.711829207067763,0.688814884804769,0.62398524858785,0.64019265764208,0.696918589331884,0.705022293858999,0.729333407440344,0.867096384401298,1.03727417947071,0.972444543253792,1.0291704749436,1.03727417947071,1.09400011116052,0.967178160657314,0.953361329790781,0.974086576090581,1.10534646932265,1.24351477798798,1.27805685515431,1.31259893232064,1.38168308665331,1.45076724098597,1.51294297988537,1.5889355496513,1.74092068918317,1.51859697292882,1.45904415046102,1.33993850552543,1.44713358596746,1.57219451314983,1.54241810191594,1.60792620663051,1.7865846740339,1.8461374965017,1.79253995628068,1.99501955267119,2.39402346320543,2.03915234861088,2.22884093917933,2.18141879153722,2.13399664389511,2.08657449625299,2.22884093917933,2.32368523446356,2.31420080493514,2.2999741606425,1.96801912714771,2.15770771771616,1.87317483186348,1.70107789357346,1.7174344117809,1.53342358194723,1.5865822661214,1.6765431162623,1.59476052522512,1.43119534315075,1.39439317718401,1.61520617298442,1.51297793418793,1.43119534315075,1.51706706373979,1.31463449861537,1.36393329231345,1.41323208601152,1.52622289494095,1.5598401393229,1.647244974716,1.71447946347992,1.7312880856709,1.75689747727696,1.73012570619464,1.97441811732077,2.02461518810011,1.77697465910173,1.68958246275246,1.71871319486888,1.70414782881067,1.66045173063604,1.76240929304352,1.77114851267844,1.77697465910173,1.7332785609271,1.66045173063604,1.62258177888469,1.57305953428678,1.52689803414734,1.58143010679546,1.53507784504455,1.54053105230937,1.60324331678117,1.58892864430991,1.68913135160873,1.77215645194205,1.7750193864363,1.82941514182709,1.88381089721788,1.93248078362016,1.65143497757848,1.50870173143996,1.49558258594918,1.49295875685102,1.59528809167912,1.50870173143996,1.49295875685102,1.54805916791231,1.626774040857,1.76846081215745,1.77108464125561,1.83668036870952,1.64797368421053,1.69791228070175,1.74785087719298,1.69541535087719,1.62799824561404,1.63548903508772,1.64797368421053,1.67294298245614,1.64048289473684
BV/MV,,,,,,,3.49606080046707,3.60531270048167,3.29628589758324,3.39323548280627,4.80708360064222,5.01608723545275,4.80708360064222,4.43730793905436,3.59742738114895,2.80774819992113,3.19771322768795,3.36401239478729,2.92137918494686,2.41331323973871,3.08367802855502,3.26507085376414,3.5810454525155,3.46913778212439,3.17178311508516,2.77531022569952,0,3.36401239478729,3.17178311508516,1.12288627549065,1.09481411860338,1.0426801129556,0.99528556236671,0.782010084716701,0.796228449893368,0.71791089744484,0.625608067773361,0.521340056477801,0.583900863255137,0.547407059301691,0.51520664404865,0.63690462404209,0.703076533033476,0.685277127133894,0.62949875632067,0.622263138431927,0.601521033817529,0.505952271435305,0.42294447690295,0.451140775363147,0.426274748374627,0.42294447690295,0.40101402254502,0.455702909108724,0.462307299095807,0.45247097358313,0.398740045470133,0.354435595973452,0.344856255541737,0.335781090922217,0.318992036376107,0.303801939405816,0.291316928197358,0.277384379457484,0.25316828283818,0.284447087612813,0.296057172821499,0.322373365961188,0.29849385737147,0.274750027807831,0.280054082398716,0.268644471634323,0.241780024470891,0.233980668842798,0.240976768575639,0.216519424899305,0.180432854082755,0.193321024043876,0.176868170933759,0.18071313117145,0.184728978530815,0.188927364406515,0.176868170933759,0.169649061916055,0.170344344956694,0.171398021317251,0.200308530937028,0.182698989755751,0.210450735035106,0.253366050204733,0.250953040202783,0.281067405027117,0.271650198157652,0.257073846061387,0.270257120218382,0.30114364824334,0.309091721070876,0.266836144013086,0.284865613203159,0.30114364824334,0.284097781361641,0.323177701853098,0.311496580099372,0.300630420328464,0.278373858397501,0.272374421794107,0.257921901454012,0.247807317083266,0.245401420800904,0.241824330408746,0.245566292968262,0.215182666889138,0.209847559445606,0.249719869659948,0.262636414642359,0.258184949987403,0.260391658961655,0.267244071039593,0.25178367023565,0.250541316599619,0.249719869659948,0.256015328558938,0.267244071039593,0.273481365336747,0.282090963875126,0.30195668645616,0.291544386923189,0.300347681022113,0.299284503390176,0.287577728297173,0.290168518642193,0.27295513194308,0.260167250155762,0.259747625558737,0.252024300229135,0.244747002806105,0.238583004216914,0.283306631909559,0.310109328812694,0.312829586082981,0.313379374459226,0.293277736952795,0.310109328812694,0.313379374459226,0.302225193334406,0.287601393656934,0.264559145500444,0.264167206025629,0.254732662953285,0.285240448598959,0.276851023640166,0.268940994393304,0.277258757106499,0.288740331403854,0.287417856603531,0.285240448598959,0.280983128470616,0.286542916400781
Return monthly,,,,,,,-0.312747036,-0.030194105,0.09340252,-0.028474576,-0.293789253,-0.041501976,0.043298969,0.083003953,0.230839416,0.280948851,-0.121527778,-0.083662714,0.151689432,0.210362047,-0.217122228,-0.05599473,-0.087927425,0.03213466,0.09340252,0.143050847,0,0.031134173,0.06038821,0.114576271,0.025547445,0.050415184,0.04743083,0.27277628,-0.017789072,0.109098749,0.147356143,0.199932226,-0.107031912,0.066729918,0.062259117,0.011722021,-0.094068966,0.026187576,0.0884273,0.01172301,0.034492051,0.188851263,0.196319018,-0.062637363,0.058421258,0.007937973,0.054578755,0.036992011,0.017417518,0.021728395,0.134847753,0.124929018,0.027763756,0.027136542,0.05260012,0.049971607,0.042833964,0.050202261,0.095703704,0.038128718,-0.039246332,-0.081608676,0.080003936,0.086469248,-0.007380074,0.042497465,0.111111111,0.033333333,-0.029011082,0.112968886,0.2,0.090246027,0.093010484,-0.021239666,-0.021747247,-0.022230703,0.079527713,0.042574347,-0.004074909,-0.0061809,-0.144314996,0.096381225,-0.131839402,0.082114433,0.009591015,-0.107156921,0.034676664,0.056692242,-0.032724889,-0.102538706,-0.025731877,0.158349729,-0.063307427,-0.054013957,0.060002323,0.113540468,0.037498155,0.036142864,0.055802243,0.022025668,0.072883082,0.040846184,0.009801314,0.019412362,-0.01524154,0.141208215,0.02541705,0.030231218,-0.049207336,0.017262236,-0.008484654,-0.025639363,0.076047904,0.004946516,0.0032917,-0.024591421,-0.041998051,-0.022805578,-0.030523842,0.062727304,0.035688677,-0.02929792,0.003566103,-0.008851273,0.007724399,0.063068016,0.049134443,0.001623942,0.030660104,0.029719936,0.025834084,-0.04331986,-0.087310632,-0.008680027,-0.001781929,0.068542058,-0.037674981,-0.010445974,0.036931732,0.050843008,0.087106176,0.00148099,0.037020984,-0.037346643,0.030290647,0.029424888,-0.030004575,-0.039770611,0.020605497,0.007624886,0.015159514,-0.019415552
