me,,12/31/2000,01/31/2001,02/28/2001,03/30/2001,04/30/2001,05/31/2001,06/29/2001,07/31/2001,08/31/2001,09/28/2001,10/31/2001,11/30/2001,12/31/2001,01/31/2002,02/28/2002,03/29/2002,04/30/2002,05/31/2002,06/28/2002,07/31/2002,08/30/2002,09/30/2002,10/31/2002,11/29/2002,12/31/2002,01/31/2003,02/28/2003,03/31/2003,04/30/2003,05/30/2003,06/30/2003,07/31/2003,08/29/2003,09/30/2003,10/31/2003,11/28/2003,12/31/2003,01/30/2004,02/27/2004,03/31/2004,04/30/2004,05/31/2004,06/30/2004,07/30/2004,08/31/2004,09/30/2004,10/29/2004,11/30/2004,12/31/2004,01/31/2005,02/28/2005,03/31/2005,04/29/2005,05/31/2005,06/30/2005,07/29/2005,08/31/2005,09/30/2005,10/31/2005,11/30/2005,12/30/2005,01/31/2006,02/28/2006,03/31/2006,04/28/2006,05/31/2006,06/30/2006,07/31/2006,08/31/2006,09/29/2006,10/31/2006,11/30/2006,12/29/2006,01/31/2007,02/28/2007,03/30/2007,04/30/2007,05/31/2007,06/29/2007,07/31/2007,08/31/2007,09/28/2007,10/31/2007,11/30/2007,12/31/2007,01/31/2008,02/29/2008,03/31/2008,04/30/2008,05/30/2008,06/30/2008,07/31/2008,08/29/2008,09/30/2008,10/31/2008,11/28/2008,12/31/2008,01/30/2009,02/27/2009,03/31/2009,04/30/2009,05/29/2009,06/30/2009,07/31/2009,08/31/2009,09/30/2009,10/30/2009,11/30/2009,12/31/2009,01/29/2010,02/26/2010,03/31/2010,04/30/2010,05/31/2010,06/30/2010,07/30/2010,08/31/2010,09/30/2010,10/29/2010,11/30/2010,12/31/2010,01/31/2011,02/28/2011,03/31/2011,04/29/2011,05/31/2011,06/30/2011,07/29/2011,08/31/2011,09/30/2011,10/31/2011,11/30/2011,12/30/2011,01/31/2012,02/29/2012,03/30/2012,04/30/2012,05/31/2012,06/29/2012,07/31/2012,08/31/2012,09/28/2012,10/31/2012,11/30/2012,12/31/2012,01/31/2013,02/28/2013,03/29/2013,04/30/2013,05/31/2013,06/28/2013,07/31/2013,08/30/2013,09/30/2013,10/31/2013,11/29/2013,12/31/2013
total liabilities,Basic Materials,396808,396808,396808,396808,396808,396808,396808,391532,391532,391532,391532,391532,391532,391532,391532,391532,391532,391532,391532,532684,532684,532684,532684,532684,532684,532684,532684,532684,532684,532684,532684,477309,477309,477309,477309,477309,477309,477309,477309,477309,477309,477309,477309,449726,449726,449726,449726,449726,449726,449726,449726,449726,449726,449726,449726,758403,758403,758403,758403,758403,758403,758403,758403,758403,758403,758403,758403,1476260,1476260,1476260,1476260,1476260,1476260,1476260,1476260,1476260,1476260,1476260,1476260,3824415,3824415,3824415,3824415,3824415,3824415,3824415,3824415,3824415,3824415,3824415,3824415,4035368,4035368,4035368,4035368,4035368,4035368,4035368,4035368,4035368,4035368,4035368,4035368,2488821,2488821,2488821,2488821,2488821,2488821,2488821,2488821,2488821,2488821,2488821,2488821,2488821,2488821,2488821,2488821,2488821,2488821,2488821,2488821,2488821,2488821,2488821,2488821,2488821,2488821,2488821,2488821,2488821,2488821,2488821,,,,,,,,,,,,,,,,,,,,,,,
Excess return,Basic Materials,,-0.127376529,-0.069852098,-0.172849963,-0.1495619,-0.270606834,-0.172768994,-0.313899122,-0.1399246,-0.081930714,-0.197414501,0.026917777,-0.024741494,-0.154279213,-0.406661487,0.015985427,-0.184939398,-0.172941409,-0.05116955,-0.228402587,-0.238150013,-0.095590742,-0.002889872,-0.181599376,-0.212489532,-0.127902597,-0.210108917,-0.301082736,-0.254127729,-0.018775345,-0.222455699,-0.095067238,-0.106556543,-0.138656674,0.002680995,-0.227645812,-0.196865635,-0.064053853,-0.185992316,-0.228172068,-0.003149,-0.248198572,-0.187207799,-0.155892336,-0.223312556,-0.217934038,0.002733293,0.005778899,-0.157939524,-0.022217869,-0.043998027,-0.067360357,-0.135954647,-0.032759897,0.027190517,-0.1302792,-0.087292295,0.074222803,-0.006339211,0.104494435,-0.048112104,-0.036253038,0.114489036,-0.057959556,0.07967725,-0.18273825,-0.024022817,-0.148036834,-0.042775338,-0.054155349,0.114445911,-0.184296677,0.016556664,-0.042509416,0.05081623,0.031478924,-0.073546497,-0.122951929,-0.092712285,-0.073138898,-0.265960775,0.088321731,-0.110512759,-0.412454991,-0.218616475,-0.314251035,-0.193218983,-0.033307298,-0.032436547,-0.172669159,-0.20573764,-0.31471141,-0.334082924,-0.400154033,-0.767426376,-0.733295219,-0.247021274,-0.168799832,-0.436105025,-0.138625989,-0.13858247,0.101522266,0.188186273,-0.089841512,0.053689186,-0.348235208,-0.218028641,-0.208307249,0.39320184,-0.24625692,-0.376275499,-0.093689761,-0.089722847,-0.34284889,-0.263152495,-0.083596116,-0.19766417,-0.03534703,-0.092782724,-0.134405214,0.024325937,-0.116220344,-0.120431081,-0.022710389,-0.033263699,-0.190297864,-0.064202609,-0.089307765,-0.182974376,-0.200217568,-0.138655585,-0.097138085,-0.104166568,-0.076173248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Risk premium,Basic Materials,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Beta adj,Basic Materials,1.1223,1.1769,1.1349,0.6658,0.4613,0.4877,0.5791,0.5781,0.5242,0.4232,0.5278,0.7608,0.758,0.7298,0.7104,0.6456,0.6466,0.6121,0.6623,0.5455,0.5487,0.5361,0.5614,0.5392,0.5296,0.5482,0.6531,0.6638,0.7595,0.7068,0.7136,0.7216,0.8535,0.8977,0.8332,0.7051,0.7328,0.8414,0.8324,0.7903,0.7912,0.9042,0.9048,0.8853,0.8478,0.8381,0.8917,0.8919,0.931,0.9349,0.7661,0.6936,0.6006,0.607,0.5599,0.5476,0.683,0.5224,0.5499,0.5394,0.4901,0.2774,0.2647,0.3412,0.4001,0.3222,0.4925,0.4914,0.5472,0.6004,0.6055,0.5919,0.6057,0.5868,0.6025,0.5005,0.5318,0.5694,0.6746,0.7872,0.7366,0.815,1.2258,1.5437,1.6439,1.3625,1.2482,1.1768,1.158,1.1489,1.2134,1.2457,1.2059,1.6163,1.5764,1.512,1.4705,1.4671,1.3342,1.3494,1.4714,1.3941,1.3768,1.4202,1.357,1.3253,1.3017,1.4153,1.4029,1.5624,1.6022,1.574,1.6114,1.6082,1.6332,1.7062,1.7001,1.3005,1.2566,1.2832,1.0605,1.1977,1.1683,1.1656,1.3463,1.2762,1.3763,1.3387,1.3112,1.2671,1.2662,1.0829,0.9637,,,,,,,,,,,,,,,,,,,,,,,,
VO monthly avg,Basic Materials,55.6,35.79,68.84,41.5,22.75,21.9,195.61,10.48,13.83,49.68,7.35,23.19,40.89,146.92,30.28,39.36,95.84,357.14,28.53,10.2,62.37,85.88,1377.98,88.93,9.89,44.86,105.64,49.47,112.2,80.78,567.65,31.84,77.47,144.26,81.94,79.28,508.18,125.69,24,81.19,33.02,45.58,118,15.28,137.18,177.9,785.04,155.54,63.92,106.05,165.13,193.65,207.04,357.62,277.76,201.64,200.02,514.37,312.2,505.39,412.6,634.59,675.38,389.16,643.63,560.88,621.86,313.18,295.55,320.42,797.99,1138.31,583.24,846.93,767.4,1392.47,406.8,866.1,1220.34,1888.17,2004.53,691.45,573.43,1457.67,676.7,1201.46,1489.26,1150.32,1517.02,1077.49,943.29,1255.6,1181.59,1286.99,1328.35,898.13,1787.23,1766.43,1352.67,1603.81,932.93,1423.46,2632.65,1351.5,2812.19,2240.01,1744.39,1810.17,4936.56,2762.76,2064.32,2491.9,3002.05,3690.38,2443.23,2142.57,1209.39,3578.32,3464.94,4232.69,1995.55,2528.72,3713.04,4715.24,7209.45,6198.69,6942.3,9699.98,6771.28,8695.55,10426.11,10748.61,7833.33,3595.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total assets,Basic Materials,766847,766847,766847,766847,766847,766847,766847,799138,799138,799138,799138,799138,799138,799138,799138,799138,799138,799138,799138,978199,978199,978199,978199,978199,978199,978199,978199,978199,978199,978199,978199,1015724,1015724,1015724,1015724,1015724,1015724,1015724,1015724,1015724,1015724,1015724,1015724,1303978,1303978,1303978,1303978,1303978,1303978,1303978,1303978,1303978,1303978,1303978,1303978,1726971,1726971,1726971,1726971,1726971,1726971,1726971,1726971,1726971,1726971,1726971,1726971,3479963,3479963,3479963,3479963,3479963,3479963,3479963,3479963,3479963,3479963,3479963,3479963,7958089,7958089,7958089,7958089,7958089,7958089,7958089,7958089,7958089,7958089,7958089,7958089,6892035,6892035,6892035,6892035,6892035,6892035,6892035,6892035,6892035,6892035,6892035,6892035,5926577,5926577,5926577,5926577,5926577,5926577,5926577,5926577,5926577,5926577,5926577,5926577,5926577,5926577,5926577,5926577,5926577,5926577,5926577,5926577,5926577,5926577,5926577,5926577,5926577,5926577,5926577,5926577,5926577,5926577,5926577,,,,,,,,,,,,,,,,,,,,,,,
Net sales,Basic Materials,569422,569422,569422,569422,569422,569422,569422,692427,692427,692427,692427,692427,692427,692427,692427,692427,692427,692427,692427,735608,735608,735608,735608,735608,735608,735608,735608,735608,735608,735608,735608,912814,912814,912814,912814,912814,912814,912814,912814,912814,912814,912814,912814,945842,945842,945842,945842,945842,945842,945842,945842,945842,945842,945842,945842,1454107,1454107,1454107,1454107,1454107,1454107,1454107,1454107,1454107,1454107,1454107,1454107,1703757,1703757,1703757,1703757,1703757,1703757,1703757,1703757,1703757,1703757,1703757,1703757,2438519,2438519,2438519,2438519,2438519,2438519,2438519,2438519,2438519,2438519,2438519,2438519,1241721,1241721,1241721,1241721,1241721,1241721,1241721,1241721,1241721,1241721,1241721,1241721,3037296,3037296,3037296,3037296,3037296,3037296,3037296,3037296,3037296,3037296,3037296,3037296,3037296,3037296,3037296,3037296,3037296,3037296,3037296,3037296,3037296,3037296,3037296,3037296,3037296,3037296,3037296,3037296,3037296,3037296,3037296,,,,,,,,,,,,,,,,,,,,,,,
common equity,Basic Materials,355428,355428,355428,355428,355428,355428,355428,391116,391116,391116,391116,391116,391116,391116,391116,391116,391116,391116,391116,428816,428816,428816,428816,428816,428816,428816,428816,428816,428816,428816,428816,419455,419455,419455,419455,419455,419455,419455,419455,419455,419455,419455,419455,702861,702861,702861,702861,702861,702861,702861,702861,702861,702861,702861,702861,815130,815130,815130,815130,815130,815130,815130,815130,815130,815130,815130,815130,1934012,1934012,1934012,1934012,1934012,1934012,1934012,1934012,1934012,1934012,1934012,1934012,3450104,3450104,3450104,3450104,3450104,3450104,3450104,3450104,3450104,3450104,3450104,3450104,2399459,2399459,2399459,2399459,2399459,2399459,2399459,2399459,2399459,2399459,2399459,2399459,3332531,3332531,3332531,3332531,3332531,3332531,3332531,3332531,3332531,3332531,3332531,3332531,3332531,3332531,3332531,3332531,3332531,3332531,3332531,3332531,3332531,3332531,3332531,3332531,3332531,3332531,3332531,3332531,3332531,3332531,3332531,,,,,,,,,,,,,,,,,,,,,,,
Turnover ratio,Basic Materials,0.05%,0.03%,0.06%,0.03%,0.02%,0.02%,0.16%,0.01%,0.01%,0.04%,0.01%,0.02%,0.03%,0.12%,0.03%,0.03%,0.07%,0.26%,0.02%,0.01%,0.04%,0.06%,0.99%,0.06%,0.01%,0.03%,0.08%,0.04%,0.08%,0.06%,0.32%,0.02%,0.04%,0.08%,0.05%,0.05%,0.29%,0.07%,0.01%,0.04%,0.02%,0.02%,0.06%,0.01%,0.07%,0.09%,0.42%,0.08%,0.03%,0.06%,0.09%,0.1%,0.08%,0.13%,0.1%,0.07%,0.07%,0.18%,0.11%,0.18%,0.14%,0.22%,0.23%,0.13%,0.22%,0.19%,0.22%,0.11%,0.1%,0.11%,0.27%,0.38%,0.2%,0.28%,0.26%,0.47%,0.13%,0.27%,0.38%,0.58%,0.62%,0.21%,0.18%,0.42%,0.19%,0.34%,0.41%,0.32%,0.42%,0.29%,0.26%,0.34%,0.32%,0.35%,0.36%,0.24%,0.29%,0.24%,0.18%,0.22%,0.13%,0.19%,0.35%,0.18%,0.38%,0.3%,0.23%,0.24%,0.66%,0.37%,0.27%,0.25%,0.3%,0.37%,0.24%,0.21%,0.12%,0.36%,0.35%,0.42%,0.2%,0.25%,0.37%,0.47%,0.72%,0.62%,0.69%,0.97%,0.67%,0.87%,1.04%,1.07%,0.78%,0.36%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Return monthly,Basic Materials,,0.070368171,0.118446602,-0.008804563,0,-0.121981734,-0.027785694,-0.171478822,0,0.051830886,-0.058863101,0.177448177,0.138412506,0.013598187,-0.237406287,0.188858227,-0.026403598,-0.018179109,0.10775535,-0.083436087,-0.090881913,0.049983558,0.144378328,-0.042829776,-0.074624732,0.006334003,-0.070463617,-0.160363336,-0.108379229,0.121553055,-0.083398899,0.045493562,0.043513957,0.011998426,0.145772595,-0.090924512,-0.059899235,0.084954347,-0.039151116,-0.081683168,0.1467966,-0.089133972,-0.025605399,0.004481564,-0.065301156,-0.060533738,0.163510393,0.148868599,-0.018486524,0.116880831,0.081166273,0.062536443,-0.014816847,0.089681103,0.142364217,-0.0167804,0.036636705,0.188234003,0.108904489,0.216076635,0.057264196,0.055523162,0.203965136,0.038236044,0.17898355,-0.08483965,0.092704683,-0.031278634,0.078378262,0.064069851,0.232942411,-0.068406977,0.132865764,0.071008984,0.16712373,0.139760424,0.039856903,-0.002079729,0.035487515,0.062504702,-0.137004975,0.220316731,0.052262641,-0.229451891,-0.028900775,-0.138663535,-0.022332383,0.135331102,0.141217453,0.006711541,-0.03749344,-0.14503231,-0.169611224,-0.207327133,-0.584613176,-0.564789219,-0.075029774,0.009227468,-0.266000425,0.031286211,0.04241573,0.278900566,0.363674673,0.086681088,0.226930186,-0.174991308,-0.045371541,-0.028693349,0.57203454,-0.06032572,-0.190236899,0.090172239,0.098745353,-0.15373229,-0.078210895,0.103144484,-0.01105787,0.12498447,0.069133076,0.027786386,0.177487437,0.045834756,0.040071819,0.135122411,0.134453201,-0.025897264,0.104904291,0.073430335,-0.017668776,-0.042040268,0.020065015,0.050384615,0.033896532,0.002276752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
