me,,12/31/2000,01/31/2001,02/28/2001,03/30/2001,04/30/2001,05/31/2001,06/29/2001,07/31/2001,08/31/2001,09/28/2001,10/31/2001,11/30/2001,12/31/2001,01/31/2002,02/28/2002,03/29/2002,04/30/2002,05/31/2002,06/28/2002,07/31/2002,08/30/2002,09/30/2002,10/31/2002,11/29/2002,12/31/2002,01/31/2003,02/28/2003,03/31/2003,04/30/2003,05/30/2003,06/30/2003,07/31/2003,08/29/2003,09/30/2003,10/31/2003,11/28/2003,12/31/2003,01/30/2004,02/27/2004,03/31/2004,04/30/2004,05/31/2004,06/30/2004,07/30/2004,08/31/2004,09/30/2004,10/29/2004,11/30/2004,12/31/2004,01/31/2005,02/28/2005,03/31/2005,04/29/2005,05/31/2005,06/30/2005,07/29/2005,08/31/2005,09/30/2005,10/31/2005,11/30/2005,12/30/2005,01/31/2006,02/28/2006,03/31/2006,04/28/2006,05/31/2006,06/30/2006,07/31/2006,08/31/2006,09/29/2006,10/31/2006,11/30/2006,12/29/2006,01/31/2007,02/28/2007,03/30/2007,04/30/2007,05/31/2007,06/29/2007,07/31/2007,08/31/2007,09/28/2007,10/31/2007,11/30/2007,12/31/2007,01/31/2008,02/29/2008,03/31/2008,04/30/2008,05/30/2008,06/30/2008,07/31/2008,08/29/2008,09/30/2008,10/31/2008,11/28/2008,12/31/2008,01/30/2009,02/27/2009,03/31/2009,04/30/2009,05/29/2009,06/30/2009,07/31/2009,08/31/2009,09/30/2009,10/30/2009,11/30/2009,12/31/2009,01/29/2010,02/26/2010,03/31/2010,04/30/2010,05/31/2010,06/30/2010,07/30/2010,08/31/2010,09/30/2010,10/29/2010,11/30/2010,12/31/2010,01/31/2011,02/28/2011,03/31/2011,04/29/2011,05/31/2011,06/30/2011,07/29/2011,08/31/2011,09/30/2011,10/31/2011,11/30/2011,12/30/2011,01/31/2012,02/29/2012,03/30/2012,04/30/2012,05/31/2012,06/29/2012,07/31/2012,08/31/2012,09/28/2012,10/31/2012,11/30/2012,12/31/2012,01/31/2013,02/28/2013,03/29/2013,04/30/2013,05/31/2013,06/28/2013,07/31/2013,08/30/2013,09/30/2013,10/31/2013,11/29/2013,12/31/2013
total liabilities,Fincials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-730,-730,-730,-730,-730,-730,-730,-730,-730,-730,-730,-730,455,455,455,455,455,455,455,455,455,455,455,455,3389,3389,3389,3389,3389,3389,3389,3389,3389,3389,3389,3389,18080,18080,18080,18080,18080,18080,18080,18080,18080,18080,18080,18080,31533,31533,31533,31533,31533,31533,31533,31533,31533,31533,31533,31533,211152,211152,211152,211152,211152,211152,211152,211152,211152,211152,211152,211152,228499,228499,228499,228499,228499,228499,228499,228499,228499,228499,228499,228499,129922,129922,129922,129922,129922,129922,129922,129922,129922,129922,129922,129922,189685,189685,189685,189685,189685,189685,189685,189685,189685,189685,189685,189685,,,,,,
Excess return,Fincials,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.225057749,-0.1429887,-0.224500456,-0.26487611,-0.076128707,-0.265743664,-0.049545443,-0.340954637,0.038638165,-0.154668714,-0.252888478,-0.011828964,-0.158122716,-0.100716683,-0.08419183,-0.045476944,-0.227197351,-0.051954335,-0.150616008,-0.064262263,-0.239062486,-0.103924232,-0.162897909,-0.212489864,-0.073781743,-0.10189425,-0.08835105,-0.033920336,-0.027768902,-0.025841078,-0.13483378,-0.10139,-0.064162846,-0.064796577,-0.162821172,-0.105328726,-0.16754378,-0.151522844,-0.077528912,-0.127451813,-0.065141377,0.169734304,-0.161455928,-0.0990864,-0.021313653,-0.0970926,-0.106961147,-0.056652962,-0.100914147,0.163336349,-0.012781863,-0.061391534,0.098802293,-0.0664974,-0.079495299,-0.04897062,-0.126870093,-0.030440413,-0.103769111,-0.040354282,-0.132642808,0.077022697,-0.008629287,-0.007138033,0.0005243,0.020713764
Risk premium,Fincials,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Beta adj,Fincials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0391,0.8649,0.8393,0.9307,0.6938,0.7363,0.829,1.1296,1.1132,0.8445,0.83,0.7619,0.7762,0.7823,0.8183,0.7976,0.8184,0.8115,0.8157,0.74,0.7389,0.7327,0.7419,0.7484,0.6343,0.6325,0.5636,0.547,0.57,0.4214,0.2356,0.23,0.2271,0.5045,0.4969,0.6279,0.634,0.6009,0.4942,0.4968,0.4421,0.2484,0.3597,0.3228,0.3264,0.3102,0.2394,0.1583,0.2204,0.175,0.1545,0.2232,0.0897,0.0198,0.0293,0.0489,-0.0126,-0.012,0.0014,-0.1029,-0.0764,-0.0908,-0.0849,-0.1231,0.2066,
VO monthly avg,Fincials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.59,214.17,384.85,48.73,59.47,500.43,90.38,33.62,196.78,372.21,618.55,34.81,227.62,517.34,217.78,108,265.92,51.22,82.89,51.92,169.94,438.54,47.22,323.19,102.23,86.88,292.4,141.53,810.74,128.28,72.41,126.81,517.73,181.8,89.65,396.21,369.84,315.98,274.17,962.74,567.57,162.44,224.91,427.26,374.48,583,410.05,296.85,806.94,441.75,418.29,149.78,598.09,567.65,147.84,171.64,678.67,181.85,500.61,146.86,526.47,127.79,1029.08,749.92,719.7,666.16,273.81
Total assets,Fincials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202945,202945,202945,202945,202945,202945,202945,202945,202945,202945,202945,202945,273038,273038,273038,273038,273038,273038,273038,273038,273038,273038,273038,273038,293271,293271,293271,293271,293271,293271,293271,293271,293271,293271,293271,293271,1792012,1792012,1792012,1792012,1792012,1792012,1792012,1792012,1792012,1792012,1792012,1792012,1956372,1956372,1956372,1956372,1956372,1956372,1956372,1956372,1956372,1956372,1956372,1956372,2264657,2264657,2264657,2264657,2264657,2264657,2264657,2264657,2264657,2264657,2264657,2264657,2178448,2178448,2178448,2178448,2178448,2178448,2178448,2178448,2178448,2178448,2178448,2178448,1849069,1849069,1849069,1849069,1849069,1849069,1849069,1849069,1849069,1849069,1849069,1849069,1975649,1975649,1975649,1975649,1975649,1975649,1975649,1975649,1975649,1975649,1975649,1975649,,,,,,
Net sales,Fincials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61139,61139,61139,61139,61139,61139,61139,61139,61139,61139,61139,61139,73570,73570,73570,73570,73570,73570,73570,73570,73570,73570,73570,73570,110850,110850,110850,110850,110850,110850,110850,110850,110850,110850,110850,110850,34032,34032,34032,34032,34032,34032,34032,34032,34032,34032,34032,34032,27246,27246,27246,27246,27246,27246,27246,27246,27246,27246,27246,27246,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,6329,326442,326442,326442,326442,326442,326442,326442,326442,326442,326442,326442,326442,435667,435667,435667,435667,435667,435667,435667,435667,435667,435667,435667,435667,495569,495569,495569,495569,495569,495569,495569,495569,495569,495569,495569,495569,,,,,,
common equity,Fincials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64702,64702,64702,64702,64702,64702,64702,64702,64702,64702,64702,64702,154281,154281,154281,154281,154281,154281,154281,154281,154281,154281,154281,154281,228918,228918,228918,228918,228918,228918,228918,228918,228918,228918,228918,228918,1572534,1572534,1572534,1572534,1572534,1572534,1572534,1572534,1572534,1572534,1572534,1572534,1639715,1639715,1639715,1639715,1639715,1639715,1639715,1639715,1639715,1639715,1639715,1639715,1767403,1767403,1767403,1767403,1767403,1767403,1767403,1767403,1767403,1767403,1767403,1767403,1756792,1756792,1756792,1756792,1756792,1756792,1756792,1756792,1756792,1756792,1756792,1756792,1617477,1617477,1617477,1617477,1617477,1617477,1617477,1617477,1617477,1617477,1617477,1617477,1655497,1655497,1655497,1655497,1655497,1655497,1655497,1655497,1655497,1655497,1655497,1655497,,,,,,
Turnover ratio,Fincials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01%,0.05%,0.08%,0.01%,0.01%,0.11%,0.02%,0.01%,0.04%,0.08%,0.13%,0.01%,0.05%,0.11%,0.05%,0.02%,0.06%,0.01%,0.02%,0.01%,0.04%,0.09%,0.01%,0.07%,0.02%,0.02%,0.06%,0.03%,0.18%,0.03%,0.02%,0.03%,0.11%,0.04%,0.02%,0.08%,0.08%,0.07%,0.06%,0.2%,0.12%,0.03%,0.05%,0.09%,0.08%,0.12%,0.09%,0.06%,0.17%,0.1%,0.09%,0.03%,0.13%,0.12%,0.03%,0.04%,0.15%,0.04%,0.11%,0.03%,0.11%,0.03%,0.22%,0.16%,0.16%,0.14%,0.06%
Return monthly,Fincials,,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,-0.225057749,0,-0.080624556,-0.12274201,0.040830693,-0.140006764,0.088281557,-0.183739837,0.193669765,-0.013165214,-0.111048478,0.124920736,-0.022172116,0.036318217,0.05711107,0.095421856,-0.085188151,0.089620165,-0.011726908,0.067457737,-0.107811786,0.029185868,-0.028358209,-0.083290664,0.045429157,0.01745325,0.02555575,0.083290664,0.089491098,0.087057122,-0.03339098,0,0.034544454,0.049886923,-0.047516472,0.016628974,-0.04920178,-0.030966144,0.031955688,-0.017203413,0.042010923,0.262733504,-0.060344828,0,0.075999547,0,-0.019578947,0.019969938,-0.019578947,0.239961349,0.063901637,0.019370066,0.168303393,0,-0.013599399,0.01926008,-0.067563893,0.040603587,-0.027880911,0.031563018,-0.055606008,0.147052297,0.061972013,0.065156667,0.0926401,0.020713764
