Name,,12/31/2000,01/31/2001,02/28/2001,03/30/2001,04/30/2001,05/31/2001,06/29/2001,07/31/2001,08/31/2001,09/28/2001,10/31/2001,11/30/2001,12/31/2001,01/31/2002,02/28/2002,03/29/2002,04/30/2002,05/31/2002,06/28/2002,07/31/2002,08/30/2002,09/30/2002,10/31/2002,11/29/2002,12/31/2002,01/31/2003,02/28/2003,03/31/2003,04/30/2003,05/30/2003,06/30/2003,07/31/2003,08/29/2003,09/30/2003,10/31/2003,11/28/2003,12/31/2003,01/30/2004,02/27/2004,03/31/2004,04/30/2004,05/31/2004,06/30/2004,07/30/2004,08/31/2004,09/30/2004,10/29/2004,11/30/2004,12/31/2004,01/31/2005,02/28/2005,03/31/2005,04/29/2005,05/31/2005,06/30/2005,07/29/2005,08/31/2005,09/30/2005,10/31/2005,11/30/2005,12/30/2005,01/31/2006,02/28/2006,03/31/2006,04/28/2006,05/31/2006,06/30/2006,07/31/2006,08/31/2006,09/29/2006,10/31/2006,11/30/2006,12/29/2006,01/31/2007,02/28/2007,03/30/2007,04/30/2007,05/31/2007,06/29/2007,07/31/2007,08/31/2007,09/28/2007,10/31/2007,11/30/2007,12/31/2007,01/31/2008,02/29/2008,03/31/2008,04/30/2008,05/30/2008,06/30/2008,07/31/2008,08/29/2008,09/30/2008,10/31/2008,11/28/2008,12/31/2008,01/30/2009,02/27/2009,03/31/2009,04/30/2009,05/29/2009,06/30/2009,07/31/2009,08/31/2009,09/30/2009,10/30/2009,11/30/2009,12/31/2009,01/29/2010,02/26/2010,03/31/2010,04/30/2010,05/31/2010,06/30/2010,07/30/2010,08/31/2010,09/30/2010,10/29/2010,11/30/2010,12/31/2010,01/31/2011,02/28/2011,03/31/2011,04/29/2011,05/31/2011,06/30/2011,07/29/2011,08/31/2011,09/30/2011,10/31/2011,11/30/2011,12/30/2011,01/31/2012,02/29/2012,03/30/2012,04/30/2012,05/31/2012,06/29/2012,07/31/2012,08/31/2012,09/28/2012,10/31/2012,11/30/2012,12/31/2012,01/31/2013,02/28/2013,03/29/2013,04/30/2013,05/31/2013,06/28/2013,07/31/2013,08/30/2013,09/30/2013,10/31/2013,11/29/2013,12/31/2013
Def tax,Basic Materials,171217,171217,171217,171217,171217,171217,171217,171217,171217,171217,133757,133757,133757,133757,133757,133757,133757,133757,133757,133757,133757,133757,91891,91891,91891,91891,91891,91891,91891,91891,91891,91891,91891,91891,78226,78226,78226,78226,78226,78226,78226,78226,78226,78226,78226,78226,142739,142739,142739,142739,142739,142739,142739,142739,142739,142739,142739,142739,151000,151000,151000,151000,151000,151000,151000,151000,151000,151000,151000,151000,376000,376000,376000,376000,376000,376000,376000,376000,376000,376000,376000,376000,376000,376000,376000,513000,513000,513000,513000,513000,513000,513000,513000,513000,513000,513000,513000,552000,552000,552000,552000,552000,552000,552000,552000,552000,552000,552000,552000,503000,503000,503000,503000,503000,503000,503000,503000,503000,503000,503000,503000,518000,518000,518000,518000,518000,518000,518000,518000,518000,518000,518000,518000,513000,513000,513000,513000,513000,513000,513000,513000,513000,513000,513000,513000,561000,561000,561000,561000,561000,561000,561000,561000,561000,561000,561000,561000
Price monthly,Basic Materials,,,,,,,,,,,,,,,,,,55.5,52.5,50,59.5,70,66.4,66.99,79.05,83.65,72,63.75,56.1,75.65,68.5,66.18,75.2,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
MV monthly,Basic Materials,,,,,,,,,,,,,,,,,,5300.25,5013.75,4775,5682.25,6685,6341.2,6397.54,7549.27,7988.57,6876,6088.12,5357.55,7224.57,6541.75,6320.18,7181.6,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5,7926.5
NOSH,Basic Materials,,,,,,,,,,,,,,,,,,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500,95500
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market value,,,,,,,,,,,,,,,0,0,0,0,5300250,5013750,4775000,5682250,6685000,6341200,6397545,7549275,7988575,6876000,6088125,5357550,7224575,6541750,6320190,7181600,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500,7926500
Debt equity ratio,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.347432290929673,0.367285564697083,0.385649842931937,0.324075498262132,0.275464173522812,0.290398978111398,0.287841351643482,0.243927794390852,0.27110942815208,0.314976439790576,0.35573809670465,0.404247837164376,0.299779294975829,0.331070126495204,0.34267609043399,0.30157318703353,0.273232574276162,0.273232574276162,0.273232574276162,0.273232574276162,0.27870447233962,0.27870447233962,0.27870447233962,0.27870447233962,0.27870447233962,0.27870447233962,0.27870447233962,0.27870447233962,0.27870447233962,0.27870447233962,0.27870447233962,0.27870447233962,0.260088311360626,0.260088311360626,0.260088311360626,0.260088311360626,0.260088311360626,0.260088311360626,0.260088311360626,0.260088311360626,0.260088311360626,0.260088311360626,0.260088311360626,0.260088311360626,0.190591433798019,0.190591433798019,0.190591433798019,0.190591433798019,0.190591433798019,0.190591433798019,0.190591433798019,0.190591433798019,0.190591433798019,0.190591433798019,0.190591433798019,0.190591433798019,0.207153220210686,0.207153220210686,0.207153220210686,0.207153220210686,0.207153220210686,0.207153220210686,0.207153220210686,0.207153220210686,0.207153220210686,0.207153220210686,0.207153220210686,0.207153220210686,0.309720557623163,0.309720557623163,0.309720557623163,0.309720557623163,0.309720557623163,0.309720557623163,0.309720557623163,0.309720557623163,0.309720557623163,0.309720557623163,0.309720557623163,0.309720557623163,0.309720557623163,0.309720557623163,0.309720557623163,0.405096827098972,0.405096827098972,0.405096827098972,0.405096827098972,0.405096827098972,0.405096827098972,0.405096827098972,0.405096827098972,0.405096827098972,0.405096827098972,0.405096827098972,0.405096827098972,0.369267646502239,0.369267646502239,0.369267646502239,0.369267646502239,0.369267646502239,0.369267646502239,0.369267646502239,0.369267646502239,0.369267646502239,0.369267646502239,0.369267646502239,0.369267646502239,0.321453352677727,0.321453352677727,0.321453352677727,0.321453352677727,0.321453352677727,0.321453352677727,0.321453352677727,0.321453352677727,0.321453352677727,0.321453352677727,0.321453352677727,0.321453352677727,0.313253012048193,0.313253012048193,0.313253012048193,0.313253012048193,0.313253012048193,0.313253012048193,0.313253012048193,0.313253012048193,0.313253012048193,0.313253012048193,0.313253012048193,0.313253012048193,0.320570239071469,0.320570239071469,0.320570239071469,0.320570239071469,0.320570239071469,0.320570239071469,0.320570239071469,0.320570239071469,0.320570239071469
Price Sales,,,,,,,,,,,,,,,0,0,0,0,1.01161894531675,0.956936840164493,0.911368419204279,1.08452841885309,1.27591578688599,1.21029726070328,1.22105140804989,1.44087347076197,1.22683908955066,1.0559762635702,0.934978983369449,0.822781505365115,1.10950839359841,1.00464408409109,0.970618182264943,1.1029085419511,1.21730597050454,1.21730597050454,1.21730597050454,1.21730597050454,1.08198383951722,1.08198383951722,1.08198383951722,1.08198383951722,1.08198383951722,1.08198383951722,1.08198383951722,1.08198383951722,1.08198383951722,1.08198383951722,1.08198383951722,1.08198383951722,1.011659772941,1.011659772941,1.011659772941,1.011659772941,1.011659772941,1.011659772941,1.011659772941,1.011659772941,1.011659772941,1.011659772941,1.011659772941,1.011659772941,1.35434630429111,1.35434630429111,1.35434630429111,1.35434630429111,1.35434630429111,1.35434630429111,1.35434630429111,1.35434630429111,1.35434630429111,1.35434630429111,1.35434630429111,1.35434630429111,2.0251660705161,2.0251660705161,2.0251660705161,2.0251660705161,2.0251660705161,2.0251660705161,2.0251660705161,2.0251660705161,2.0251660705161,2.0251660705161,2.0251660705161,2.0251660705161,1.69398615147889,1.69398615147889,1.69398615147889,1.69398615147889,1.69398615147889,1.69398615147889,1.69398615147889,1.69398615147889,1.69398615147889,1.69398615147889,1.69398615147889,1.69398615147889,1.69398615147889,1.69398615147889,1.69398615147889,1.39895870102365,1.39895870102365,1.39895870102365,1.39895870102365,1.39895870102365,1.39895870102365,1.39895870102365,1.39895870102365,1.39895870102365,1.39895870102365,1.39895870102365,1.39895870102365,1.65307612095933,1.65307612095933,1.65307612095933,1.65307612095933,1.65307612095933,1.65307612095933,1.65307612095933,1.65307612095933,1.65307612095933,1.65307612095933,1.65307612095933,1.65307612095933,1.67898750264774,1.67898750264774,1.67898750264774,1.67898750264774,1.67898750264774,1.67898750264774,1.67898750264774,1.67898750264774,1.67898750264774,1.67898750264774,1.67898750264774,1.67898750264774,1.51096073198628,1.51096073198628,1.51096073198628,1.51096073198628,1.51096073198628,1.51096073198628,1.51096073198628,1.51096073198628,1.51096073198628,1.51096073198628,1.51096073198628,1.51096073198628,1.42614249730119,1.42614249730119,1.42614249730119,1.42614249730119,1.42614249730119,1.42614249730119,1.42614249730119,1.42614249730119,1.42614249730119
BV/MV,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.324287533606905,0.342818249813014,0.359959162303665,0.302486691011483,0.257113687359761,0.271053586072037,0.268666339978851,0.227678154524772,0.236904328994846,0.275236765561373,0.310855641104609,0.353245046709783,0.261957000930851,0.289299957962319,0.299441630710469,0.263524562771527,0.238759603860468,0.238759603860468,0.238759603860468,0.238759603860468,0.299896675708068,0.299896675708068,0.299896675708068,0.299896675708068,0.299896675708068,0.299896675708068,0.299896675708068,0.299896675708068,0.299896675708068,0.299896675708068,0.299896675708068,0.299896675708068,0.341376900271242,0.341376900271242,0.341376900271242,0.341376900271242,0.341376900271242,0.341376900271242,0.341376900271242,0.341376900271242,0.341376900271242,0.341376900271242,0.341376900271242,0.341376900271242,0.216945940831388,0.216945940831388,0.216945940831388,0.216945940831388,0.216945940831388,0.216945940831388,0.216945940831388,0.216945940831388,0.216945940831388,0.216945940831388,0.216945940831388,0.216945940831388,0.283605626695263,0.283605626695263,0.283605626695263,0.283605626695263,0.283605626695263,0.283605626695263,0.283605626695263,0.283605626695263,0.283605626695263,0.283605626695263,0.283605626695263,0.283605626695263,0.319560966378603,0.319560966378603,0.319560966378603,0.319560966378603,0.319560966378603,0.319560966378603,0.319560966378603,0.319560966378603,0.319560966378603,0.319560966378603,0.319560966378603,0.319560966378603,0.319560966378603,0.319560966378603,0.319560966378603,0.345802056393112,0.345802056393112,0.345802056393112,0.345802056393112,0.345802056393112,0.345802056393112,0.345802056393112,0.345802056393112,0.345802056393112,0.345802056393112,0.345802056393112,0.345802056393112,0.356651737841418,0.356651737841418,0.356651737841418,0.356651737841418,0.356651737841418,0.356651737841418,0.356651737841418,0.356651737841418,0.356651737841418,0.356651737841418,0.356651737841418,0.356651737841418,0.339998738409134,0.339998738409134,0.339998738409134,0.339998738409134,0.339998738409134,0.339998738409134,0.339998738409134,0.339998738409134,0.339998738409134,0.339998738409134,0.339998738409134,0.339998738409134,0.356651737841418,0.356651737841418,0.356651737841418,0.356651737841418,0.356651737841418,0.356651737841418,0.356651737841418,0.356651737841418,0.356651737841418,0.356651737841418,0.356651737841418,0.356651737841418,0.353750078849429,0.353750078849429,0.353750078849429,0.353750078849429,0.353750078849429,0.353750078849429,0.353750078849429,0.353750078849429,0.353750078849429
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market value,,,,,,,,,,,,,,,0,0,0,0,0,5013750,4775000,5682250,6685000,6341200,6397545,7549275,7988575,6876000,6088125,5357550,7224575,6541750,6320190,7181600,7926500,7926500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Debt equity ratio,,,,,,,,,,,,,,,0,0,0,0,0,0.367285564697083,0.385649842931937,0.324075498262132,0.275464173522812,0.290398978111398,0.287841351643482,0.243927794390852,0.27110942815208,0.314976439790576,0.35573809670465,0.404247837164376,0.299779294975829,0.331070126495204,0.34267609043399,0.30157318703353,0.273232574276162,0.273232574276162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Price Sales,,,,,,,,,,,,,,,0,0,0,0,0,0.956936840164493,0.911368419204279,1.08452841885309,1.27591578688599,1.21029726070328,1.22105140804989,1.44087347076197,1.22683908955066,1.0559762635702,0.934978983369449,0.822781505365115,1.10950839359841,1.00464408409109,0.970618182264943,1.1029085419511,1.21730597050454,1.21730597050454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV/MV,,,,,,,,,,,,,,,0,0,0,0,0,0.342818249813014,0.359959162303665,0.302486691011483,0.257113687359761,0.271053586072037,0.268666339978851,0.227678154524772,0.236904328994846,0.275236765561373,0.310855641104609,0.353245046709783,0.261957000930851,0.289299957962319,0.299441630710469,0.263524562771527,0.238759603860468,0.238759603860468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Return monthly,,,,,,,,,,,,,,,0,0,0,0,0,-0.0541,-0.047573739,0.19003219,0.176476075,-0.051454848,0.008859913,0.18003314,0.05820403,-0.139264862,-0.114622678,-0.11997214,0.348535813,-0.094563862,-0.033868093,0.136363636,0.103690037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Excess return,,,,,,,,,,,,,,,0,0,0,0,0,-0.2103789,-0.199085939,0.03636329,0.023600075,-0.204884448,-0.133702287,0.03928924,-0.07915107,-0.276856362,-0.253363878,-0.26892734,0.201932613,-0.238244862,-0.179575993,-0.008918864,-0.037899363,-0.1401999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beta,,,,,,,,,,,,,,,0,0,0,0,0,0.6203,0.6494,0.6503,0.652,0.6592,0.5994,0.5753,0.5977,0.6205,0.6324,0.8104,0.8064,0.787,0.8033,0.7775,0.7538,0.7873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
