Start,1992
End,2012
Frequency,Y
Name,MCCARTHY GROUP DEAD - DELIST 24/07/98 - TOT RETURN IND
Code,923367(RI)
CURRENCY,R
1992,164.2
1993,121.25
1994,238.42
1995,566.54
1996,741.68
1997,513.62
1998,374.76
1999,219.6
2000,219.6
2001,219.6
2002,219.6
2003,219.6
2004,219.6
2005,219.6
2006,219.6
2007,219.6
2008,219.6
2009,219.6
2010,219.6
2011,219.6
2012,219.6
