Start,1992
End,2012
Frequency,Y
Name,SHOREDITS DEAD - DELIST 03/06/99 - TOT RETURN IND
Code,317371(RI)
CURRENCY,R
1992,NA
1993,NA
1994,130
1995,565.69
1996,706.36
1997,291.51
1998,98.67
1999,98.67
2000,98.67
2001,98.67
2002,98.67
2003,98.67
2004,98.67
2005,98.67
2006,98.67
2007,98.67
2008,98.67
2009,98.67
2010,98.67
2011,98.67
2012,98.67
