Start,1992
End,2012
Frequency,Y
Name,WINBEL DEAD - DELIST 05/10/01 - TOT RETURN IND
Code,152289(RI)
CURRENCY,R
1992,10
1993,15
1994,100
1995,140
1996,130
1997,165
1998,343.2
1999,78
2000,41.6
2001,111.28
2002,83.46
2003,83.46
2004,83.46
2005,83.46
2006,83.46
2007,83.46
2008,83.46
2009,83.46
2010,83.46
2011,83.46
2012,83.46
