Start,1992
End,2012
Frequency,Y
Name,OTIS ELEVATORS DEAD - DELIST 30/01/98 - TOT RETURN IND
Code,950577(RI)
CURRENCY,R
1992,73.22
1993,125.13
1994,225.72
1995,425.24
1996,473.48
1997,336.84
1998,352.57
1999,354.4
2000,354.4
2001,354.4
2002,354.4
2003,354.4
2004,354.4
2005,354.4
2006,354.4
2007,354.4
2008,354.4
2009,354.4
2010,354.4
2011,354.4
2012,354.4
