Start,1992
End,2012
Frequency,Y
Name,ALUDIE DEAD - 7/6/2007 - TOT RETURN IND
Code,152435(RI)
CURRENCY,R
1992,NA
1993,NA
1994,NA
1995,NA
1996,77.78
1997,48.51
1998,79.59
1999,163.87
2000,58.52
2001,30.43
2002,16.39
2003,23.41
2004,25.75
2005,18.73
2006,18.73
2007,18.73
2008,18.73
2009,18.73
2010,18.73
2011,18.73
2012,18.73
