Start,1992
End,2012
Frequency,Y
Name,KUNENE TECH. DEAD - DELIST 03/05/02 - TOT RETURN IND
Code,952157(RI)
CURRENCY,R
1992,NA
1993,65.38
1994,147.19
1995,258.91
1996,437.71
1997,328.24
1998,160.73
1999,488.68
2000,591.09
2001,529.35
2002,788.25
2003,989.21
2004,989.21
2005,989.21
2006,989.21
2007,989.21
2008,989.21
2009,989.21
2010,989.21
2011,989.21
2012,989.21
