Start,1992
End,2012
Frequency,Y
Name,HICKSON CHEMICAL DEAD - DEAD 08/05/95 - TOT RETURN IND
Code,317326(RI)
CURRENCY,R
1992,NA
1993,NA
1994,80
1995,213.5
1996,183.61
1997,183.61
1998,183.61
1999,183.61
2000,183.61
2001,183.61
2002,183.61
2003,183.61
2004,183.61
2005,183.61
2006,183.61
2007,183.61
2008,183.61
2009,183.61
2010,183.61
2011,183.61
2012,183.61
