Start,1992
End,2012
Frequency,Y
Name,VENTERSPOST GOLD - TOT RETURN IND
Code,933945(RI)
CURRENCY,R
1992,274.98
1993,212.48
1994,212.48
1995,212.48
1996,212.48
1997,212.48
1998,212.48
1999,212.48
2000,212.48
2001,212.48
2002,212.48
2003,212.48
2004,212.48
2005,212.48
2006,212.48
2007,212.48
2008,212.48
2009,212.48
2010,212.48
2011,212.48
2012,212.48
