Start,1992
End,2012
Frequency,Y
Name,DAEWOO ELTN.OF SA. DEAD - DELIST 22/11/02 - TOT RETURN IND
Code,152274(RI)
CURRENCY,R
1992,1136.02
1993,1672.47
1994,2945.83
1995,36963.09
1996,57547.01
1997,56789.93
1998,21359.05
1999,5025.66
2000,3015.39
2001,1507.7
2002,251.28
2003,502.57
2004,502.57
2005,502.57
2006,502.57
2007,502.57
2008,502.57
2009,502.57
2010,502.57
2011,502.57
2012,502.57
