Start,1992
End,2012
Frequency,Y
Name,MEGACOR DEAD - T/OVER 687385 - TOT RETURN IND
Code,889181(RI)
CURRENCY,R
1992,NA
1993,NA
1994,NA
1995,NA
1996,NA
1997,NA
1998,45.45
1999,68.32
2000,54.65
2001,54.65
2002,54.65
2003,54.65
2004,54.65
2005,54.65
2006,54.65
2007,54.65
2008,54.65
2009,54.65
2010,54.65
2011,54.65
2012,54.65
