Start,1992
End,2012
Frequency,Y
Name,SOFTLINE DEAD - DELIST 17/11/03 - TOT RETURN IND
Code,315837(RI)
CURRENCY,R
1992,20
1993,12.8
1994,55.29
1995,38.29
1996,16.75
1997,22.73
1998,22.3
1999,69.07
2000,107.13
2001,19.8
2002,9.14
2003,10.33
2004,37.28
2005,37.28
2006,37.28
2007,37.28
2008,37.28
2009,37.28
2010,37.28
2011,37.28
2012,37.28
