Start,1992
End,2012
Frequency,Y
Name,STRAND GP. DEAD - DELIST 06/04/01 - TOT RETURN IND
Code,152272(RI)
CURRENCY,R
1992,40
1993,20
1994,12
1995,5.12
1996,12.8
1997,3.49
1998,3.49
1999,1.43
2000,2.71
2001,2.53
2002,3.48
2003,3.48
2004,3.48
2005,3.48
2006,3.48
2007,3.48
2008,3.48
2009,3.48
2010,3.48
2011,3.48
2012,3.48
