Start,1992
End,2012
Frequency,Y
Name,VENFIN DEAD - 18/04/06 - TOT RETURN IND
Code,905242(RI)
CURRENCY,R
1992,38009.11
1993,41221.94
1994,50656.27
1995,44347.36
1996,56551.24
1997,68612.38
1998,59415.28
1999,63680.3
2000,106381.3
2001,100158
2002,97921.25
2003,87532.56
2004,106337.6
2005,133254.8
2006,247905
2007,265055.7
2008,265055.7
2009,265055.7
2010,265055.7
2011,265055.7
2012,265055.7
