Start,1992
End,2012
Frequency,Y
Name,BYTES TECH.GP. DEAD - 15/01/08 - TOT RETURN IND
Code,152286(RI)
CURRENCY,R
1992,19.5
1993,11.2
1994,18.66
1995,41.05
1996,61.55
1997,40.75
1998,92.68
1999,185.59
2000,41.96
2001,14.52
2002,11.57
2003,11.44
2004,15.11
2005,24.35
2006,34.21
2007,41.82
2008,61.6
2009,61.9
2010,61.9
2011,61.9
2012,61.9
