Start,1992
End,2012
Frequency,Y
Name,DOORNFONTEIN GOLD DEAD - R/ORGA 06/11/95 - TOT RETURN IND
Code,933933(RI)
CURRENCY,R
1992,169.83
1993,56.34
1994,350.12
1995,354.15
1996,201.22
1997,201.22
1998,201.22
1999,201.22
2000,201.22
2001,201.22
2002,201.22
2003,201.22
2004,201.22
2005,201.22
2006,201.22
2007,201.22
2008,201.22
2009,201.22
2010,201.22
2011,201.22
2012,201.22
