Start,1992
End,2012
Frequency,Y
Name,LENCO DEAD - DELIST 15/06/01 - TOT RETURN IND
Code,317462(RI)
CURRENCY,R
1992,234.41
1993,295.78
1994,833.74
1995,971.32
1996,623.96
1997,601.98
1998,362.01
1999,194.58
2000,334.86
2001,153.86
2002,170.15
2003,170.15
2004,170.15
2005,170.15
2006,170.15
2007,170.15
2008,170.15
2009,170.15
2010,170.15
2011,170.15
2012,170.15
