Start,1992
End,2012
Frequency,Y
Name,GRINAKER CON. DEAD - DELIST 26/11/99 - TOT RETURN IND
Code,884944(RI)
CURRENCY,R
1992,NA
1993,NA
1994,NA
1995,NA
1996,NA
1997,80.83
1998,105.96
1999,50.82
2000,78.55
2001,78.55
2002,78.55
2003,78.55
2004,78.55
2005,78.55
2006,78.55
2007,78.55
2008,78.55
2009,78.55
2010,78.55
2011,78.55
2012,78.55
