Start,1992
End,2012
Frequency,Y
Name,KLOOF GOLD MINING DEAD - DELIST 30/01/98 - TOT RETURN IND
Code,929951(RI)
CURRENCY,R
1992,4607.24
1993,3991
1994,8425.96
1995,9893.27
1996,5959.81
1997,6750.83
1998,2904.2
1999,2797.3
2000,2797.3
2001,2797.3
2002,2797.3
2003,2797.3
2004,2797.3
2005,2797.3
2006,2797.3
2007,2797.3
2008,2797.3
2009,2797.3
2010,2797.3
2011,2797.3
2012,2797.3
