Start,1992
End,2012
Frequency,Y
Name,HUNT LEUCHARS 7% CV.CPF. DEAD - 28/08/06 - TOT RETURN IND
Code,269787(RI)
CURRENCY,R
1992,NA
1993,NA
1994,NA
1995,NA
1996,NA
1997,98.48
1998,86.36
1999,60.61
2000,98.48
2001,101.67
2002,101.67
2003,101.67
2004,101.67
2005,101.67
2006,101.67
2007,101.67
2008,101.67
2009,101.67
2010,101.67
2011,101.67
2012,101.67
