Start,1992
End,2012
Frequency,Y
Name,METCLICK LTD. DEAD - DEAD 16/04/96 - TOT RETURN IND
Code,315439(RI)
CURRENCY,R
1992,272.71
1993,357.92
1994,536.21
1995,521.1
1996,604.99
1997,704.83
1998,704.83
1999,704.83
2000,704.83
2001,704.83
2002,704.83
2003,704.83
2004,704.83
2005,704.83
2006,704.83
2007,704.83
2008,704.83
2009,704.83
2010,704.83
2011,704.83
2012,704.83
