Start,1992
End,2012
Frequency,Y
Name,NATIONAL SPORTING INDEX DEAD - 28/06/02 - TOT RETURN IND
Code,696980(RI)
CURRENCY,R
1992,NA
1993,NA
1994,NA
1995,NA
1996,NA
1997,NA
1998,NA
1999,NA
2000,30.43
2001,30.43
2002,2.9
2003,1.45
2004,1.45
2005,1.45
2006,1.45
2007,1.45
2008,1.45
2009,1.45
2010,1.45
2011,1.45
2012,1.45
