Start,1992
End,2012
Frequency,Y
Name,LONGRAIL DEAD - DEAD 10/01/96 - TOT RETURN IND
Code,152195(RI)
CURRENCY,R
1992,665
1993,4072.1
1994,15027.36
1995,32445.43
1996,60835.2
1997,60835.2
1998,60835.2
1999,60835.2
2000,60835.2
2001,60835.2
2002,60835.2
2003,60835.2
2004,60835.2
2005,60835.2
2006,60835.2
2007,60835.2
2008,60835.2
2009,60835.2
2010,60835.2
2011,60835.2
2012,60835.2
