Start,1992
End,2012
Frequency,Y
Name,THW INVS. DEAD - DELIST 02/05/02 - TOT RETURN IND
Code,135551(RI)
CURRENCY,R
1992,NA
1993,NA
1994,NA
1995,NA
1996,NA
1997,155.26
1998,182.45
1999,309.51
2000,325.8
2001,325.8
2002,325.8
2003,325.8
2004,325.8
2005,325.8
2006,325.8
2007,325.8
2008,325.8
2009,325.8
2010,325.8
2011,325.8
2012,325.8
